sku,type,image_count,filenames
TGP140565-PS,variation,5,tapetech-14-x-4-7-premium-gold-stainless-steel-rounded-front-pool-trowel-TGP140565-PS-01.webp|tapetech-14-inch-x-4-7-inch-premium-gold-stainless-ste-TGP140565-PS-02.webp|tapetech-14-x-4-7-premium-gold-stainless-steel-rounded-front-pool-trowel-TGP140565-PS-02.webp|tapetech-14-inch-x-4-7-inch-premium-gold-stainless-ste-TGP140565-PS-03.webp|tapetech-14-x-4-7-premium-gold-stainless-steel-rounded-front-pool-trowel-TGP140565-PS-03.webp
TGP160565-PS,variation,5,tapetech-16-x-4-7-premium-gold-stainless-steel-rounded-front-pool-trowel-TGP160565-PS-01.webp|tapetech-16-inch-x-4-7-inch-premium-gold-stainless-ste-TGP160565-PS-02.webp|tapetech-16-x-4-7-premium-gold-stainless-steel-rounded-front-pool-trowel-TGP160565-PS-02.webp|tapetech-16-inch-x-4-7-inch-premium-gold-stainless-ste-TGP160565-PS-03.webp|tapetech-16-x-4-7-premium-gold-stainless-steel-rounded-front-pool-trowel-TGP160565-PS-03.webp
TGP180565-PS,variation,5,tapetech-18-x-4-7-premium-gold-stainless-steel-rounded-front-pool-trowel-TGP180565-PS-01.webp|tapetech-18-inch-x-4-7-inch-premium-gold-stainless-ste-TGP180565-PS-02.webp|tapetech-18-x-4-7-premium-gold-stainless-steel-rounded-front-pool-trowel-TGP180565-PS-02.webp|tapetech-18-inch-x-4-7-inch-premium-gold-stainless-ste-TGP180565-PS-03.webp|tapetech-18-x-4-7-premium-gold-stainless-steel-rounded-front-pool-trowel-TGP180565-PS-03.webp
TKBS-TT,variable,0,
TKBS-TT-8,variation,0,
TKBS-TT-10,variation,0,
TKBS-TT-12,variation,0,
TKBS-TT-14,variation,0,
TKSS-TT,variable,0,
TKSS-TT-8,variation,0,
TKSS-TT-10,variation,0,
TKSS-TT-12,variation,0,
TKSS-TT-14,variation,0,
TMK01TT,simple,0,
TTBBS,simple,3,tapetech-basic-box-set-TTBBS-01.webp|tapetech-basic-box-set-TTBBS-02.webp|tapetech-basic-box-set-TTBBS-03.webp
TTBTS,simple,2,tapetech-basic-taping-set-TTBTS-01.webp|tapetech-basic-taping-set-TTBTS-02.webp
TTCFS,simple,2,tapetech-corner-finishing-set-TTCFS-01.webp|tapetech-corner-finishing-set-TTCFS-02.webp
TTPFB,simple,2,tapetech-paper-faced-bead-pro-set-TTPFB-01.webp|tapetech-paper-faced-bead-pro-set-TTPFB-02.webp
TTPPS,simple,8,tapetech-pro-performance-set-TTPPS-01.webp|tapetech-pro-performance-set-TTPPS-02.webp|tapetech-pro-performance-set-TTPPS-03.webp|tapetech-pro-performance-set-TTPPS-04.webp|tapetech-pro-performance-set-TTPPS-05.webp|tapetech-pro-performance-set-TTPPS-06.webp|tapetech-pro-performance-set-TTPPS-07.webp|tapetech-pro-performance-set-TTPPS-08.webp
TTPPS-EF,simple,7,tapetech-pro-performance-easy-finish-set-TTPPS-EF-01.webp|tapetech-pro-performance-easy-finish-set-TTPPS-EF-02.webp|tapetech-pro-performance-easy-finish-set-TTPPS-EF-03.webp|tapetech-pro-performance-easy-finish-set-TTPPS-EF-04.webp|tapetech-pro-performance-easy-finish-set-TTPPS-EF-05.webp|tapetech-pro-performance-easy-finish-set-TTPPS-EF-06.webp|tapetech-pro-performance-easy-finish-set-TTPPS-EF-07.webp
TTPSS,simple,6,tapetech-professional-starter-set-TTPSS-01.webp|tapetech-professional-starter-set-TTPSS-02.webp|tapetech-professional-starter-set-TTPSS-03.webp|tapetech-professional-starter-set-TTPSS-04.webp|tapetech-professional-starter-set-TTPSS-05.webp|tapetech-professional-starter-set-TTPSS-06.webp
TTSFS,simple,2,tapetech-standard-full-set-TTSFS-01.webp|tapetech-standard-full-set-TTSFS-02.webp
TTSFS-2,simple,4,tapetech-standard-full-set-with-2-pumps-TTSFS-2-01.webp|tapetech-standard-full-set-with-2-pumps-TTSFS-2-02.webp|tapetech-standard-full-set-with-2-pumps-TTSFS-2-03.webp|tapetech-standard-full-set-with-2-pumps-TTSFS-2-04.webp
VGAUGE180,simple,2,tapetech-vgauge180-7-gauging-trowel-VGAUGE180-01.webp|tapetech-vgauge180-7-gauging-trowel-VGAUGE180-02.webp
VGAUGE200,simple,2,tapetech-vgauge200-8-gauging-trowel-VGAUGE200-01.webp|tapetech-vgauge200-8-gauging-trowel-VGAUGE200-02.webp
VMARG05,simple,2,tapetech-vmarg05-5-x-2-margin-trowel-VMARG05-01.webp|tapetech-vmarg05-5-x-2-margin-trowel-VMARG05-02.webp
VMARG06,simple,2,tapetech-vmarg06-6-x-2-margin-trowel-VMARG06-01.webp|tapetech-vmarg06-6-x-2-margin-trowel-VMARG06-02.webp
VMARG08,simple,2,tapetech-vmarg08-8-x-2-margin-trowel-VMARG08-01.webp|tapetech-vmarg08-8-x-2-margin-trowel-VMARG08-02.webp
VMARGSET0506,simple,2,tapetech-5-and-6-margin-trowel-set-VMARGSET0506-01.webp|tapetech-5-and-6-margin-trowel-set-VMARGSET0506-02.webp
VROUND55,simple,2,tapetech-5-5-mini-round-trowel-VROUND55-01.webp|tapetech-5-5-mini-round-trowel-VROUND55-02.webp
VTRIAN55,simple,2,tapetech-5-5-mini-triangular-trowel-VTRIAN55-01.webp|tapetech-5-5-mini-triangular-trowel-VTRIAN55-02.webp
XHTT,simple,0,
CFTT,simple,0,
MP12TT,simple,7,tapetech-12-stainless-steel-mud-pan-MP12TT-01.webp|tapetech-12-stainless-steel-mud-pan-MP12TT-02.webp|tapetech-12-stainless-steel-mud-pan-MP12TT-03.webp|tapetech-12-stainless-steel-mud-pan-MP12TT-04.webp|tapetech-12-stainless-steel-mud-pan-MP12TT-05.webp|tapetech-12-stainless-steel-mud-pan-MP12TT-06.webp|tapetech-12-stainless-steel-mud-pan-MP12TT-07.webp
SSDA,simple,0,
T14CF,simple,1,tapetech-tapetech-T14CF-01.webp
TTCFS-M,simple,1,tapetech-mudrunner-corner-finishing-set-TTCFS-M-01.webp
