"Brands","Name","SKU","MPN","Description","Additional Information","Categories","Weight (lbs)","Length (in)","Width (in)","Height (in)","Images"
"TapeTech","Applicator Head - Outside Corner","16TT","16TT","TapeTech Applicator Heads apply a consistent base coat of joint compound for the cleanest and most efficient installation of paper-faced corner bead or joint tape. The Applicator Head applies the correct amount of joint compound to maximize adhesion and reduce clean up. Attach the 16TT90 Applicator Head to a Corner Applicator (CA07TT or CA08TT), the 14TT MudRunner® or a Compound Tube (CT24TT, CT36TT, CT42TT) to simplify and accelerate installation of paper-faced corner bead for internal drywall corners. Applies joint compound to outside corner for paper-faced tape application (with 14TT, CA07TT or CA08TT).","Weight: 0.9 lbs | Dimensions: 6 × 5 × 5 in","Taping Tools","0.9","6","5","5","https://tapetech.com/wp-content/uploads/2023/08/16TT_SHDW.jpg | https://tapetech.com/wp-content/uploads/2023/08/16TT-11.jpg | https://tapetech.com/wp-content/uploads/2023/08/16TT-01.jpg | https://tapetech.com/wp-content/uploads/2022/06/16TT_04.jpg | https://tapetech.com/wp-content/uploads/2022/06/16TT_03.jpg | https://tapetech.com/wp-content/uploads/2022/06/16TT_05.jpg | https://tapetech.com/wp-content/uploads/2022/06/16TT_06.jpg | https://tapetech.com/wp-content/uploads/2022/06/16TT_07.jpg"
"TapeTech","Automatic Taper Extension","ATX01TT","ATX01TT","The TapeTech Automatic Taper Extension adds 30"" or 76 cm to your 07TT EasyClean® Automatic Taper. This extension allows you to reach joints up to 11.8 feet or 3.6 meters high without needing an extra-long taper. *Note - This product is NOT compatible with the 07TT-C EasyClean® Carbon Fiber Automatic Taper. Increased Reach The TapeTech Automatic Taper Extension increases the length of your taper by nearly 60%. This added reach makes it easier to work on high joints, reducing the need for ladders or scaffolding. Easy Connection The extension connects quickly and easily to the automatic taper. No tools are required, making it convenient for any job site. Independent Controls The extension includes its own control tube for advancing and cutting the paper tape. Additionally, it has an independent creaser wheel control lever, allowing for precise and efficient operation. Specifications - Length Addition: Adds 76 cm - Total Reach: Allows for joints up to 3.6 meters high - Connection: Tool-free quick connection - Controls: Independent control tube and creaser wheel control lever Improve Your Work Quality Using the TapeTech Automatic Taper Extension improves the efficiency of high joint applications. It provides extended reach and precise control, reducing the need for additional tools and equipment. This extension is essential for professionals seeking reliable and consistent results. Explore More To explore TapeTech products and learn more about the Automatic Taper Extension, contact your local distributor or visit an authorized TapeTech dealer. For resources and demos, check out our YouTube channel and our Drywall Tool Guide. Visit all-wall&amp;nbsp;to buy. Conclusion Add the TapeTech Automatic Taper Extension to your tools for better performance and ease of use on high joints. Perfect for professionals seeking precision and reliability, this extension elevates your drywall finishing capabilities. Experience the quality and innovation of TapeTech with the Automatic Taper Extension.","Weight: 3 lbs | Dimensions: 5 × 6.7 × 34.25 in","Taping Tools","3","5","6.7","34.25","https://tapetech.com/wp-content/uploads/2022/06/ATX01TT_02.jpg | https://tapetech.com/wp-content/uploads/2022/06/ATX01TT_03.jpg | https://tapetech.com/wp-content/uploads/2022/06/ATX01TT_04.jpg"
"TapeTech","Bazooka Oil - New Larger 8oz Can","056707","056707","Specially formulated for lubricating Automatic Taping and Finishing Tools. Bazooka Oil keeps your tools running free, but more importantly this bazooka oil acts as a water barrier that will keep away corrosion, to extend the life of your drywall tools. Avoid the damage to gaskets wipers and O-rings caused by the use of solvent based lubricants such as WD-40. TapeTech Bazooka Oil is the ideal solution for the TapeTech Automatic Taper, Mud Runner, and any other ATF taping tool.","Weight: 0.5 lbs","Taping Tools","0.5","","","","https://tapetech.com/wp-content/uploads/2025/12/4574-TapeTechBazookaOil-001.jpg"
"TapeTech","EasyClean® Carbon Fiber Automatic Taper","07TT-C","07TT-C","EasyClean® Carbon Fiber Automatic Taper The EasyClean® Carbon Fiber Automatic Taper is the world’s lightest automatic taper. Weighing only 5.65 pounds, the 07TT-C is up to 20% lighter than other tapers on the market. This significant weight reduction helps to decrease worker fatigue, making it easier to handle and use for extended periods. Innovative Carbon Fiber Design The EasyClean® Carbon Fiber Automatic Taper is constructed from carbon fiber, which makes both the main tube and the control tube incredibly durable. Carbon fiber is a material that won’t dent and remains temperature-neutral. This means no more dealing with cold tubes in winter or hot tubes in summer, providing consistent performance year-round. Advanced Features for Efficiency The 07TT-C comes with TapeTech’s EasyClean® cover plate and tube protector design. This feature simplifies the cleaning process, saving you time and effort. Additionally, the taper includes an adjustable brake, allowing you to control the flow of the joint compound easily. The EasyClean® Carbon Fiber Automatic Taper is known for having the smoothest action in the industry, ensuring a seamless application every time. Versatile Application The EasyClean® Carbon Fiber Automatic Taper is designed to apply joint tape and compound simultaneously. It works on both flat joints on walls and ceilings as well as internal corners. This versatility makes it an essential tool for any drywall finishing job, big or small. Benefits of the EasyClean® Carbon Fiber Automatic Taper - Lightweight: At 5.65 pounds, it reduces worker fatigue. - Durable: Made from carbon fiber, it won’t dent and is temperature-neutral. - Easy to Clean: Features TapeTech’s EasyClean® cover plate and tube protector design. - Adjustable Brake: Allows for easy control of joint compound flow. - Smooth Action: Known for the smoothest action in the industry. - Versatile: Applies joint tape and compound to both flat joints and internal corners. Improve Your Work Quality Using the EasyClean® Carbon Fiber Automatic Taper helps improve the quality and efficiency of your drywall finishing work. Its lightweight design and smooth operation allow for precise application, reducing the need for touch-ups and rework. This tool is ideal for professionals who demand the best in performance and reliability. Explore More To explore our range of TapeTech products and learn more about how the EasyClean® Carbon Fiber Automatic Taper can enhance your drywall finishing experience, contact your local distributor or visit an authorized TapeTech dealer. For resources and demos, check out our YouTube channel and our Drywall Tool Guide. Visit all-wall to buy. Specifications -Weight: 5.65 pounds - Material: Carbon fiber main tube and control tube - Usage: Applies joint tape and compound to flat joints and internal corners on walls and ceilings - Features: EasyClean® cover plate, tube protector design, adjustable brake, and smooth action Experience the Difference Incorporate the EasyClean® Carbon Fiber Automatic Taper into your workflow to experience a new level of performance and ease of use. Ideal for professionals seeking precision and reliability, this tool represents TapeTech’s commitment to innovation and excellence in drywall finishing tools. Elevate your drywall finishing capabilities with TapeTech — where quality meets innovation.","Weight: 6 lbs | Dimensions: 6 × 48 × 6 in","Taping Tools","6","6","48","6","https://tapetech.com/wp-content/uploads/2022/05/07TT-C_01-1.jpg | https://tapetech.com/wp-content/uploads/2022/05/07TT-C_02.jpg | https://tapetech.com/wp-content/uploads/2022/05/07TT-C_03.jpg | https://tapetech.com/wp-content/uploads/2022/05/07TT-C_04.jpg | https://tapetech.com/wp-content/uploads/2022/05/07TT-C_05.jpg | https://tapetech.com/wp-content/uploads/2022/05/07TT-C_06.jpg | https://tapetech.com/wp-content/uploads/2022/05/07TT-C_07.jpg | https://tapetech.com/wp-content/uploads/2022/05/07TT-C_08.jpg | https://tapetech.com/wp-content/uploads/2022/05/07TT-C_09.jpg | https://tapetech.com/wp-content/uploads/2022/05/07TT-C_10.jpg | https://tapetech.com/wp-content/uploads/2022/06/07TT-C-App-1.jpg | https://tapetech.com/wp-content/uploads/2022/06/07TT-C-App-2.jpg | https://tapetech.com/wp-content/uploads/2022/06/07TT-C-App-3.jpg"
"TapeTech","Closet Crusher Fiberglass Handle","FHTT-CC","FHTT-CC","Traditional handles just don't work in tight spaces like closets and pantries. Forcing you to go back to hand finishing. And stealing your valuable time and profit. The TapeTech Closet Crusher allows you to roll and finish internal corners in the tightest of spaces. Making you more efficient and more profitable. PERFECT FOR TIGHT SPACES • NO MORE HAND FINISHING • GET THE JOB DONE FASTER Durable Fiberglass D-Shaped Profile Just 18"" Long Acme Thread","Weight: 1.5 lbs | Dimensions: 1.2 × 1.2 × 36 in","Taping Tools","1.5","1.2","1.2","36","https://tapetech.com/wp-content/uploads/2023/09/FHTT-CC_SHDW.jpg | https://tapetech.com/wp-content/uploads/2023/09/FHTT-CC_NSA-TT_42TT.jpg | https://tapetech.com/wp-content/uploads/2023/09/FHTT-CC_NSA-TT_15TTE.jpg | https://tapetech.com/wp-content/uploads/2023/09/FHTT-CC_CA07TT_7.jpg | https://tapetech.com/wp-content/uploads/2023/09/FHTT-CC_App-1.jpg | https://tapetech.com/wp-content/uploads/2023/09/FHTT-CC_App-3.jpg | https://tapetech.com/wp-content/uploads/2023/09/FHTT-CC_App-2.jpg"
"TapeTech","Corner Applicator Adapter","CAA-TT","CAA-TT","","Weight: 1.8 lbs | Dimensions: 6 × 6 × 12 in","Taping Tools","1.8","6","6","12","https://tapetech.com/wp-content/uploads/2023/08/CAATT_HERO.jpg | https://tapetech.com/wp-content/uploads/2023/08/CAATT-01.jpg"
"TapeTech","Corner Finisher Adapter","CFA-TT","CFA-TT","The Corner Finisher Adapter (CFA-TT) attaches directly to any TapeTech Support Handle. Once the adapter is in place, any TapeTech tool with a socket-style connection—such as Corner Finishers or Corner Flushers —securely mounts onto the adapter. This creates a smooth, pivoting ball-and-socket action for controlled movement. Key Points: Installs onto any TapeTech Support Handle, including: XHTT – Extension Handle FHTT – Fiberglass Handle FHTT-CC – Closet Crusher Fiberglass Handle Provides the ball portion of the ball-and-socket joint. Designed for tools that feature the socket-style receiver found on TapeTech tools like the Corner Finishers or Corner Fluser. Enables smooth articulation and precise corner finishing while maintaining a stable connection. Why It’s Essential: With the CFA-TT, your handle becomes the universal base for all TapeTech socket-style corner tools—making it easy to switch tools, adapt to different spaces, and maintain consistent finishing performance.","Weight: 1.8 lbs | Dimensions: 6 × 6 × 12 in","Taping Tools","1.8","6","6","12","https://tapetech.com/wp-content/uploads/2022/06/CFA-TT_02.jpg | https://tapetech.com/wp-content/uploads/2022/06/CFA-TT_10.jpg"
"TapeTech","Cove Applicator Head - 55 mm","CH55TT","CH55TT","TapeTech Cove Applicator Heads apply a bead of gypsum cove adhesive in precisely the right location for optimal adhesion of gypsum cove or cornice. They are designed to work with the most common sizes of Gyprock™ Cornice, Gyproc™ Cove, GIB-Cove™ and other brands of gypsum cove and cornice. Cove Applicator heads attach securely to all TapeTech Corner Applicator tools but are ideally suited to be used with the Compound Tubes.","Weight: 1.8 lbs | Dimensions: 6 × 6 × 12 in","Taping Tools","1.8","6","6","12","https://tapetech.com/wp-content/uploads/2023/08/CH55TT-Hero.jpg | https://tapetech.com/wp-content/uploads/2023/08/CH55TT-Front.jpg | https://tapetech.com/wp-content/uploads/2023/08/CH55TT-Top.jpg | https://tapetech.com/wp-content/uploads/2022/06/CH55TT_04.jpg | https://tapetech.com/wp-content/uploads/2022/06/CH55TT_05.jpg | https://tapetech.com/wp-content/uploads/2022/06/CH55TT_06.jpg"
"TapeTech","Cove Applicator Head - 75 mm","CH75TT","CH75TT","TapeTech Cove Applicator Heads apply a bead of gypsum cove adhesive in precisely the right location for optimal adhesion of gypsum cove or cornice. They are designed to work with the most common sizes of Gyprock™ Cornice, Gyproc™ Cove, GIB-Cove™ and other brands of gypsum cove and cornice. Cove Applicator heads attach securely to all TapeTech Corner Applicator tools but are ideally suited to be used with the Compound Tubes.","Weight: 1.8 lbs | Dimensions: 6 × 6 × 12 in","Taping Tools","1.8","6","6","12","https://tapetech.com/wp-content/uploads/2023/08/CH75TT-Hero.jpg | https://tapetech.com/wp-content/uploads/2023/08/CH75TT-Front.jpg | https://tapetech.com/wp-content/uploads/2023/08/CH75TT-Top.jpg | https://tapetech.com/wp-content/uploads/2022/06/CH75TT_04.jpg | https://tapetech.com/wp-content/uploads/2022/06/CH75TT_05.jpg | https://tapetech.com/wp-content/uploads/2022/06/CH75TT_06.jpg"
"TapeTech","Cove Applicator Head - 83 mm","CH83TT","CH83TT","TapeTech Cove Applicator Heads apply a bead of gypsum cove adhesive in precisely the right location for optimal adhesion of gypsum cove or cornice. They are designed to work with the most common sizes of Gyprock™ Cornice, Gyproc™ Cove, GIB-Cove™ and other brands of gypsum cove and cornice. Cove Applicator heads attach securely to all TapeTech Corner Applicator tools but are ideally suited to be used with the Compound Tubes.","Weight: 1.8 lbs | Dimensions: 6 × 6 × 12 in","Taping Tools","1.8","6","6","12","https://tapetech.com/wp-content/uploads/2023/08/CH90TT-Hero.jpg | https://tapetech.com/wp-content/uploads/2023/08/CH83TT-Front.jpg | https://tapetech.com/wp-content/uploads/2023/08/CH83TT-Top.jpg | https://tapetech.com/wp-content/uploads/2022/06/CH83TT_04.jpg | https://tapetech.com/wp-content/uploads/2022/06/CH83TT_05.jpg | https://tapetech.com/wp-content/uploads/2022/06/CH83TT_06.jpg"
"TapeTech","Cove Applicator Head - 90 mm","CH90TT","CH90TT","TapeTech Cove Applicator Heads apply a bead of gypsum cove adhesive in precisely the right location for optimal adhesion of gypsum cove or cornice. They are designed to work with the most common sizes of Gyprock™ Cornice, Gyproc™ Cove, GIB-Cove™ and other brands of gypsum cove and cornice. Cove Applicator heads attach securely to all TapeTech Corner Applicator tools but are ideally suited to be used with the Compound Tubes.","Weight: 1.8 lbs | Dimensions: 6 × 6 × 12 in","Taping Tools","1.8","6","6","12","https://tapetech.com/wp-content/uploads/2023/08/CH83TT-Hero.jpg | https://tapetech.com/wp-content/uploads/2023/08/CH90TT-Front.jpg | https://tapetech.com/wp-content/uploads/2023/08/CH90TT-Top.jpg | https://tapetech.com/wp-content/uploads/2022/06/CH90TT_04.jpg | https://tapetech.com/wp-content/uploads/2022/06/CH90TT_05.jpg | https://tapetech.com/wp-content/uploads/2022/06/CH90TT_06.jpg"
"TapeTech","EasyClean® Automatic Mini-Taper","03TT","03TT","EasyClean® Automatic Mini-Taper The EasyClean® Automatic Mini-Taper from TapeTech is perfect for tight spaces. At just 40.5 inches long, it is 23% shorter than standard tapers, making it ideal for closets, hallways, and scaffolding work. Features and Benefits Compact and Lightweight The 03TT EasyClean® Automatic Mini-Taper is compact and easy to handle. Its shorter length makes it perfect for small spaces and for new team members learning to use the Automatic Taper. Durable and Easy to Clean This tool features stainless steel side plates, a hard-anodized push rod, and a cable drum to prevent corrosion. Additionally, the EasyClean® cover plate can be removed with a quarter turn, making cleaning and maintenance quick and easy. Versatile Applications The 03TT applies joint compound and tape to butt joints, flat joints, and internal corners on walls and ceilings. This versatility makes it an essential tool for any professional drywall finisher. Specifications - Length: 40.5 inches (103 cm) - Material: Stainless steel side plates, hard-anodized push rod and cable drum - Applications: Butt joints, flat joints, internal corners on walls and ceilings Improve Your Work Quality Using the 03TT EasyClean® Automatic Mini-Taper improves efficiency and quality in tight spaces. It ensures smooth application, reducing the need for touch-ups and rework. This tool is essential for professionals seeking reliable and consistent results. Explore More To explore TapeTech products and learn more about the 03TT EasyClean® Automatic Mini-Taper, contact your local distributor or visit an authorized TapeTech dealer. For resources and demos, check out our YouTube channel and our Drywall Tool Guide. Visit all-wall to buy. Conclusion Add the 03TT EasyClean® Automatic Mini-Taper to your tools for better performance and ease of use in tight spaces. Perfect for professionals seeking precision and reliability, this tool elevates your drywall finishing capabilities. Experience the quality and innovation of the 03TT EasyClean® Automatic Mini-Taper from TapeTech.","Weight: 6.5 lbs | Dimensions: 6 × 48 × 6 in","Taping Tools","6.5","6","48","6","https://tapetech.com/wp-content/uploads/2022/06/03TT_02.jpg | https://tapetech.com/wp-content/uploads/2022/06/03TT_03.jpg"
"TapeTech","EasyClean® Automatic Taper","07TT","07TT","EasyClean® Automatic Taper Introduction The EasyClean® Automatic Taper from TapeTech is designed to streamline the drywall finishing process. This innovative tool ensures a perfect application of joint tape and compound in one seamless motion, making it ideal for professional use. Features and Benefits Lightweight and Durable The EasyClean® Automatic Taper is constructed with high-quality materials that provide durability and longevity. Despite its robust construction, it remains lightweight, reducing user fatigue during prolonged use. This ensures consistent, high-quality results on every project. Efficient Design Equipped with TapeTech’s EasyClean® cover plate, this taper simplifies maintenance, saving valuable time. The adjustable brake system allows for precise control of the compound flow, enhancing the overall finishing quality. Additionally, its smooth operation is unmatched in the industry. Versatile Applications Perfect for applying joint tape and compound to both flat joints on walls and ceilings as well as internal corners, the EasyClean® Automatic Taper is a versatile tool suitable for various drywall finishing tasks. This versatility makes it an essential tool for any professional drywall finisher. Specifications - Weight: Lightweight design to reduce user fatigue - Material: High-quality construction for durability - Applications: Suitable for flat joints and internal corners Improve Your Work Quality Using the EasyClean® Automatic Taper improves the efficiency and quality of drywall finishing tasks. Its design ensures a smooth application, reducing the need for touch-ups and rework. This tool is essential for professionals seeking reliable and consistent results. Explore More To explore our range of TapeTech products and learn more about how the EasyClean® Automatic Taper can enhance your drywall finishing experience, contact your local distributor or visit an authorized TapeTech dealer. Additionally, for more resources and product demonstrations, check out our YouTube channel and read more on our Drywall Tool Guide. Conclusion Incorporate the EasyClean® Automatic Taper into your workflow to experience improved performance and ease of use. Ideal for professionals seeking precision and reliability, this tool represents TapeTech’s commitment to innovation and excellence in drywall finishing tools. Elevate your drywall finishing capabilities with the EasyClean® Automatic Taper — where quality meets innovation.","Weight: 6.5 lbs | Dimensions: 6 × 48 × 6 in","Taping Tools","6.5","6","48","6","https://tapetech.com/wp-content/uploads/2022/06/07TT_Sexy_SHDW.jpg | https://tapetech.com/wp-content/uploads/2022/06/07TT_02.jpg | https://tapetech.com/wp-content/uploads/2022/06/07TT_03.jpg | https://tapetech.com/wp-content/uploads/2022/06/07TT_05.jpg | https://tapetech.com/wp-content/uploads/2022/06/07TT_06.jpg | https://tapetech.com/wp-content/uploads/2022/06/07TT_07.jpg | https://tapetech.com/wp-content/uploads/2022/06/07TT_08.jpg | https://tapetech.com/wp-content/uploads/2022/06/07TT_09.jpg | https://tapetech.com/wp-content/uploads/2022/06/07TT_04.jpg | https://tapetech.com/wp-content/uploads/2022/06/07TT_10.jpg | https://tapetech.com/wp-content/uploads/2022/06/07TT-App-0027.jpg | https://tapetech.com/wp-content/uploads/2022/06/07TT-App-0253.jpg | https://tapetech.com/wp-content/uploads/2022/06/07TT-App-0244.jpg | https://tapetech.com/wp-content/uploads/2022/06/07TT-App-0220.jpg | https://tapetech.com/wp-content/uploads/2022/06/07TT-App-0278.jpg"
"TapeTech","EasyClean® Loading Pump for Canada","76TT-CA","76TT-CA","The 76TT-CA EasyClean® Loading Pump is specifically designed to work with standard joint compound buckets in Canada, which are slightly taller than standard U.S. buckets. The additional length provides stability and allows the foot valve to reach the bottom of the bucket, maximizing joint compound usage. The 76TT-CA pump has all the same unique features of the 76TT, including the tool-less foot valve, integrated outlet gasket and EasyClean® design.","Weight: 4.2 lbs | Dimensions: 30 × 12 × 12 in","Taping Tools","4.2","30","12","12","https://tapetech.com/wp-content/uploads/2022/06/76TT-CA_SHDW.jpg | https://tapetech.com/wp-content/uploads/2022/06/76TT-CA_03.jpg | https://tapetech.com/wp-content/uploads/2022/06/76TT-CA_04.jpg | https://tapetech.com/wp-content/uploads/2022/06/76TT-CA_05.jpg | https://tapetech.com/wp-content/uploads/2022/06/76TT-CA_06.jpg | https://tapetech.com/wp-content/uploads/2022/06/76TT-CA_07.jpg | https://tapetech.com/wp-content/uploads/2022/06/76TT-CA-App-1.jpg | https://tapetech.com/wp-content/uploads/2022/06/76TT-CA-App-2.jpg | https://tapetech.com/wp-content/uploads/2022/06/76TT-CA-App-3.jpg | https://tapetech.com/wp-content/uploads/2022/06/76TT-CA-App-4.jpg | https://tapetech.com/wp-content/uploads/2022/06/76TT-CA-App-5.jpg | https://tapetech.com/wp-content/uploads/2022/06/76TT-CA-App-6.jpg | https://tapetech.com/wp-content/uploads/2022/06/76TT-CA-App-7.jpg"
