normalized_sku,match_status,tsw_sku,tsw_brand,tsw_name,tsw_images,tsw_image_ok,wc_sku,wc_type,wc_parent_sku,wc_brand,wc_name,wc_categories,wc_price,wc_in_stock,wc_published,wc_slug,wc_images,wc_last_audited,flag_name_mismatch,flag_brand_mismatch,flag_tsw_bad_image,flag_wc_missing_image,flag_tsw_missing_image,flag_wc_not_published,flag_wc_no_price,flag_wc_out_of_stock,notes
10FBBB,WC_ONLY,,,,,,10FBBB,variation,COL-FAT-BOY-BOX,Columbia,"Columbia Fat Boy Finishing Box -  10""",Drywall Finishing Tools > Columbia > Automatic Taping Tools,405.0,1,1,columbia-fat-boy-10-inch-finishing-box-10fbbb,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
10FFB,IN_BOTH,10FFB,Columbia,"Columbia 10"" Flat Finishing Box",https://s3.amazonaws.com/tswfastcomfiles/product/10FFB_M.jpg,False,10FFB,variation,COL-FLAT-FINISHING-BOXES,Columbia,"Columbia Flat Finishing Box -  10""",Drywall Finishing Tools > Columbia > Automatic Taping Tools,375.0,1,1,columbia-flat-finishing-box-10-10ffb,https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-flat-finishing-box-5-5-5-5FFB-1.webp,2026-05-07,True,False,True,False,False,False,False,False,name differs; TSW image uses old S3 bucket
10FFBA,IN_BOTH,10FFBA,Columbia,"Columbia 10"" Automatic Flat Box",https://s3.amazonaws.com/tswfastcomfiles/product/14FFBA_M.jpg,False,10FFBA,variation,COL-AUTOMATIC-FLAT-BOX,Columbia,"Columbia Automatic Flat Finishing Box -  10""",Drywall Finishing Tools > Columbia > Automatic Taping Tools,401.0,1,1,columbia-automatic-flat-finishing-box-10-10ffba,,2026-05-07,True,False,True,True,False,False,False,False,name differs; TSW image uses old S3 bucket; WC has no image
10ITFB,IN_BOTH,10ITFB,Columbia,"Columbia 10"" Inside Track Fat Boy Flat Box",https://s3.amazonaws.com/tswfastcomfiles/product/12ITFB_M.jpg,False,10ITFB,variation,COL-INSIDE-TRACK-FAT-BOY-BOX,Columbia,"Columbia Inside Track Fat Boy Finishing Box -  10""",Drywall Finishing Tools > Columbia > Automatic Taping Tools,405.0,1,1,columbia-inside-track-fat-boy-10-10itfb,,2026-05-07,True,False,True,True,False,False,False,False,name differs; TSW image uses old S3 bucket; WC has no image
12-4-3-0-3-G-C,WC_ONLY,,,,,,12-4-3-0-3-G-C,variation,COL-SUPER-FLEX-0-3-FLAT-BLADE-STAINLESS-STEEL-FINISHING-TROWEL,Columbia,"Columbia Super Flex 0.3 Flat Blade Stainless Steel Finishing Trowel -  4.3"" x 12"" Cork Handle",Drywall Finishing Tools > Columbia > Knives & Blades,65.0,1,1,columbia-super-flex-0-3-stainless-trowel-12-cork,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
12-4-7-0-4-S-C-C,WC_ONLY,,,,,,12-4-7-0-4-S-C-C,variation,COL-SILVER-0-4-CURVED-BLADE-STAINLESS-STEEL-FINISHING-TROWEL,Columbia,"Columbia Silver 0.4 Curved Blade Stainless Steel Finishing Trowel -  4.7"" x 12"" Cork Handle",Drywall Finishing Tools > Columbia > Knives & Blades,59.0,1,1,columbia-silver-0-4-curved-trowel-12-4-7-0-4-s-c-c,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
12-4-7-0-7-G-C,WC_ONLY,,,,,,12-4-7-0-7-G-C,variation,COL-DEWALT-PRO-FLEX-FLAT-BLADE-STAINLESS-STEEL-FINISHING-TROWEL-COPY,Columbia,"Columbia Pro Flex 0.7 Flat Blade Stainless Steel Finishing Trowel -  4.7"" x 12"" Cork Handle",Drywall Finishing Tools > Columbia > Knives & Blades,63.0,1,1,columbia-pro-flex-0-7-flat-trowel-12-cork-handle,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
12-4-7-0-7-G-C-C,WC_ONLY,,,,,,12-4-7-0-7-G-C-C,variation,COL-PRO-FLEX-0-7-CURVED-BLADE-STAINLESS-STEEL-FINISHING-TROWEL,Columbia,"Columbia Pro Flex 0.7 Curved Blade Stainless Steel Finishing Trowel -  4.7"" x 12"" Cork Handle",Drywall Finishing Tools > Columbia > Knives & Blades,63.0,1,1,columbia-pro-flex-12-curved-trowel-cork-handle,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
12FBB,TSW_ONLY,12FBB,Columbia,"Columbia 12"" Fat Boy Flat Box",https://s3.amazonaws.com/tswfastcomfiles/product/12FBB_M.jpg,False,,,,,,,,,,,,,False,False,True,False,False,False,False,False,TSW image uses old S3 bucket; not in WC catalog
12FBBA,IN_BOTH,12FBBA,Columbia,"Columbia 12"" Fat Boy Automatic Assist Drywall Flat Box",https://s3.amazonaws.com/kodarisfiles2/images/product/product_image_blank_2.png,False,12FBBA,variation,COL-AUTOMATIC-FAT-BOY-FLAT-BOX,Columbia,"Columbia Automatic Fat Boy Finishing Box -  12""",Drywall Finishing Tools > Columbia > Automatic Taping Tools,443.0,0,1,columbia-12-fat-boy-finishing-box-12fbba,,2026-05-07,True,False,True,True,False,False,False,True,name differs; TSW image uses old S3 bucket; WC has no image; WC out of stock
12FBBB,WC_ONLY,,,,,,12FBBB,variation,COL-FAT-BOY-BOX,Columbia,"Columbia Fat Boy Finishing Box -  12""",Drywall Finishing Tools > Columbia > Automatic Taping Tools,414.0,1,1,columbia-fat-boy-finishing-box-12-12fbbb,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
12FFB,IN_BOTH,12FFB,Columbia,"Columbia 12"" Flat Finishing Box",https://s3.amazonaws.com/tswfastcomfiles/product/12FFB_M.jpg,False,12FFB,variation,COL-FLAT-FINISHING-BOXES,Columbia,"Columbia Flat Finishing Box -  12""",Drywall Finishing Tools > Columbia > Automatic Taping Tools,380.0,1,1,columbia-12-inch-flat-finishing-box-12ffb,https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-flat-finishing-box-5-5-5-5FFB-1.webp,2026-05-07,True,False,True,False,False,False,False,False,name differs; TSW image uses old S3 bucket
12FFBA,IN_BOTH,12FFBA,Columbia,"Columbia 12"" Automatic Flat Box",https://s3.amazonaws.com/tswfastcomfiles/product/14FFBA_M.jpg,False,12FFBA,variation,COL-AUTOMATIC-FLAT-BOX,Columbia,"Columbia Automatic Flat Finishing Box -  12""",Drywall Finishing Tools > Columbia > Automatic Taping Tools,405.0,1,1,columbia-12-automatic-flat-finishing-box-12ffba,,2026-05-07,True,False,True,True,False,False,False,False,name differs; TSW image uses old S3 bucket; WC has no image
12ITFB,IN_BOTH,12ITFB,Columbia,"Columbia 12"" Inside Track Fat Boy Flat Box",https://s3.amazonaws.com/tswfastcomfiles/product/12ITFB_M.jpg,False,12ITFB,variation,COL-INSIDE-TRACK-FAT-BOY-BOX,Columbia,"Columbia Inside Track Fat Boy Finishing Box -  12""",Drywall Finishing Tools > Columbia > Automatic Taping Tools,414.0,0,1,columbia-inside-track-fat-boy-12-12itfb,,2026-05-07,True,False,True,True,False,False,False,True,name differs; TSW image uses old S3 bucket; WC has no image; WC out of stock
13-H-S,WC_ONLY,,,,,,13-H-S,simple,,Columbia,Columbia Aluminum Finishing Hawk,Drywall Finishing Tools > Columbia > Mud Pans & Pumps,50.0,1,1,columbia-aluminum-finishing-hawk-13-h-s,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
13669,WC_ONLY,,,,,,13669,simple,,TapeTech,TapeTech Taping Set – Configurable,Drywall Finishing Tools > TapeTech > Tool Sets & Kits,,1,1,tapetech-taping-set-configurable,,2026-05-07,False,False,False,True,False,False,True,False,WC has no image; not in TSW catalog
14-4-3-0-3-G-C,WC_ONLY,,,,,,14-4-3-0-3-G-C,variation,COL-SUPER-FLEX-0-3-FLAT-BLADE-STAINLESS-STEEL-FINISHING-TROWEL,Columbia,"Columbia Super Flex 0.3 Flat Blade Stainless Steel Finishing Trowel -  4.3"" x 14"" Cork Handle",Drywall Finishing Tools > Columbia > Knives & Blades,70.0,1,1,columbia-super-flex-0-3-flat-blade-trowel-14-cork,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
14-4-7-0-4-S-C-C,WC_ONLY,,,,,,14-4-7-0-4-S-C-C,variation,COL-SILVER-0-4-CURVED-BLADE-STAINLESS-STEEL-FINISHING-TROWEL,Columbia,"Columbia Silver 0.4 Curved Blade Stainless Steel Finishing Trowel -  4.7"" x 14"" Cork Handle",Drywall Finishing Tools > Columbia > Knives & Blades,65.0,1,1,columbia-silver-0-4-curved-trowel-14-4-7-0-4-s-c-c,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
14-4-7-0-7-G-C,WC_ONLY,,,,,,14-4-7-0-7-G-C,variation,COL-DEWALT-PRO-FLEX-FLAT-BLADE-STAINLESS-STEEL-FINISHING-TROWEL-COPY,Columbia,"Columbia Pro Flex 0.7 Flat Blade Stainless Steel Finishing Trowel -  4.7"" x 14"" Cork Handle",Drywall Finishing Tools > Columbia > Knives & Blades,68.0,1,1,columbia-pro-flex-0-7-trowel-14-cork-handle,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
14-4-7-0-7-G-C-C,WC_ONLY,,,,,,14-4-7-0-7-G-C-C,variation,COL-PRO-FLEX-0-7-CURVED-BLADE-STAINLESS-STEEL-FINISHING-TROWEL,Columbia,"Columbia Pro Flex 0.7 Curved Blade Stainless Steel Finishing Trowel -  4.7"" x 14"" Cork Handle",Drywall Finishing Tools > Columbia > Knives & Blades,68.0,1,1,columbia-pro-flex-0-7-curved-trowel-14-cork-handle,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
140002C,TSW_ONLY,140002C,TapeTech,MudRunner Main Tube,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT140002C_M.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
140003,TSW_ONLY,140003,TapeTech,Tube Cap,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT140003_med.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
142001,TSW_ONLY,142001,TapeTech,Tube Only for Mudrunner,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT142001_M.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
149021,TSW_ONLY,149021,TapeTech,TapeTech Round Lip U-Cup,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT149021_M.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
149028,TSW_ONLY,149028,TapeTech,Nylon Bushing #6,https://s3.amazonaws.com/tswfastcomfiles/product/TTT149028_M.jpg,False,,,,,,,,,,,,,False,False,True,False,False,False,False,False,TSW image uses old S3 bucket; not in WC catalog
149032,TSW_ONLY,149032,TapeTech,"O-Ring, Buna, 2-230",https://s3.amazonaws.com/gmscom/master/media-common/product/149032_med.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
149120,TSW_ONLY,149120,TapeTech,Tapetech Threaded Gas Spring,https://s3.amazonaws.com/tswfastcomfiles/product/TTT149120_M.jpg,False,,,,,,,,,,,,,False,False,True,False,False,False,False,False,TSW image uses old S3 bucket; not in WC catalog
14FFB,IN_BOTH,14FFB,Columbia,"Columbia 14"" Flat Box",https://s3.amazonaws.com/tswfastcomfiles/product/14FFB_M.jpg,False,14FFB,variation,COL-FLAT-FINISHING-BOXES,Columbia,"Columbia Flat Finishing Box -  14""",Drywall Finishing Tools > Columbia > Automatic Taping Tools,384.0,0,1,columbia-14-inch-flat-finishing-box-14ffb,https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-flat-finishing-box-5-5-5-5FFB-1.webp,2026-05-07,True,False,True,False,False,False,False,True,name differs; TSW image uses old S3 bucket; WC out of stock
14FFBA,IN_BOTH,14FFBA,Columbia,"Columbia 14"" Automatic Flat Box",https://s3.amazonaws.com/tswfastcomfiles/product/14FFBA_M.jpg,False,14FFBA,variation,COL-AUTOMATIC-FLAT-BOX,Columbia,"Columbia Automatic Flat Finishing Box -  14""",Drywall Finishing Tools > Columbia > Automatic Taping Tools,409.0,1,1,columbia-automatic-flat-finishing-box-14-14ffba,,2026-05-07,True,False,True,True,False,False,False,False,name differs; TSW image uses old S3 bucket; WC has no image
14TT,IN_BOTH,14TT,TapeTech,TapeTech MudRunner,https://s3.amazonaws.com/gmscom/master/media-common/product/14TT_med.jpg,True,14TT,simple,,TapeTech,TapeTech MudRunner®,Drywall Finishing Tools > TapeTech > Corner Tools,,1,1,tapetech-mudrunner,,2026-05-07,True,False,False,True,False,False,True,False,name differs; WC has no image; WC no price
151005,TSW_ONLY,151005,TapeTech,Wheel Angle Roller Roller,https://s3.amazonaws.com/tswfastcomfiles/product/TTT151005_M.jpg,False,,,,,,,,,,,,,False,False,True,False,False,False,False,False,TSW image uses old S3 bucket; not in WC catalog
151011,TSW_ONLY,151011,TapeTech,Inner Roller,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT151011_M.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
152006,TSW_ONLY,152006,TapeTech,Corner Roller Stud,https://s3.amazonaws.com/gmscom/master/media-common/product/152006_med.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
159023,TSW_ONLY,159023,TapeTech,Nylon Washer,https://s3.amazonaws.com/tswfastcomfiles/product/TTT159023_M.jpg,False,,,,,,,,,,,,,False,False,True,False,False,False,False,False,TSW image uses old S3 bucket; not in WC catalog
159024,TSW_ONLY,159024,TapeTech,External Retaining Ring,https://s3.amazonaws.com/tswfastcomfiles/product/TTT159024_M.jpg,False,,,,,,,,,,,,,False,False,True,False,False,False,False,False,TSW image uses old S3 bucket; not in WC catalog
159026,TSW_ONLY,159026,TapeTech,Long Nut,https://s3.amazonaws.com/gmscom/master/media-common/product/159026_med.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
159027,TSW_ONLY,159027,TapeTech,"Washer 3/8"" OD 3/16"" IDSST",https://s3.amazonaws.com/gmscom/master/media-common/product/159027_med.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
15TTE,WC_ONLY,,,,,,15TTE,simple,,TapeTech,TapeTech Inside Corner Roller,Drywall Finishing Tools > TapeTech > Corner Tools,,1,1,tapetech-inside-corner-roller,https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-inside-corner-roller-15TTE-1.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-inside-corner-roller-15TTE-2.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-inside-corner-roller-15TTE-3.webp,2026-05-07,False,False,False,False,False,False,True,False,not in TSW catalog
15TTE-W-HANDLE,WC_ONLY,,,,,,15TTE-W-HANDLE,simple,,TapeTech,TapeTech Corner Roller with Handle,Drywall Finishing Tools > TapeTech > Corner Tools,,1,1,tapetech-corner-roller-with-handle,,2026-05-07,False,False,False,True,False,False,True,False,WC has no image; not in TSW catalog
15TTE-XHTT,WC_ONLY,,,,,,15TTE-XHTT,simple,,TapeTech,TapeTech Corner Roller with Extendable XHTT Handle,Drywall Finishing Tools > TapeTech > Corner Tools,,1,1,tapetech-corner-roller-with-extendable-xhtt-handle,,2026-05-07,False,False,False,True,False,False,True,False,WC has no image; not in TSW catalog
16-4-7-0-7-G-C,WC_ONLY,,,,,,16-4-7-0-7-G-C,variation,COL-DEWALT-PRO-FLEX-FLAT-BLADE-STAINLESS-STEEL-FINISHING-TROWEL-COPY,Columbia,"Columbia Pro Flex 0.7 Flat Blade Stainless Steel Finishing Trowel -  4.7"" x 16"" Cork Handle",Drywall Finishing Tools > Columbia > Knives & Blades,74.0,1,1,columbia-pro-flex-0-7-stainless-trowel-16-cork,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
16-4-7-0-7-G-C-C,WC_ONLY,,,,,,16-4-7-0-7-G-C-C,variation,COL-PRO-FLEX-0-7-CURVED-BLADE-STAINLESS-STEEL-FINISHING-TROWEL,Columbia,"Columbia Pro Flex 0.7 Curved Blade Stainless Steel Finishing Trowel -  4.7"" x 16"" Cork Handle",Drywall Finishing Tools > Columbia > Knives & Blades,74.0,1,1,columbia-pro-flex-16-curved-trowel-cork-handle,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
16TT,IN_BOTH,16TT,TapeTech,16TT Mud Head,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT16TT_med.jpg,True,16TT,simple,,TapeTech,TapeTech Outside Corner Applicator Head,Drywall Finishing Tools > TapeTech > Corner Tools,,1,1,tapetech-outside-corner-applicator-head,https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-outside-corner-applicator-head-16TT-1.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-outside-corner-applicator-head-16TT-2.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-outside-corner-applicator-head-16TT-3.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-outside-corner-applicator-head-16TT-4.webp,2026-05-07,True,False,False,False,False,False,True,False,name differs; WC no price
16TT90,WC_ONLY,,,,,,16TT90,simple,,TapeTech,TapeTech Mud Applicator Head – 90° Inside Corner,Drywall Finishing Tools > TapeTech > Corner Tools,,1,1,tapetech-mud-applicator-head-90-inside-corner,https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-mud-applicator-head-90-inside-corner-16TT90-1.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-mud-applicator-head-90-inside-corner-16TT90-2.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-mud-applicator-head-90-inside-corner-16TT90-3.webp,2026-05-07,False,False,False,False,False,False,True,False,not in TSW catalog
179009,TSW_ONLY,179009,TapeTech,Nyliner Type 6,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT179009_M.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
17TT,IN_BOTH,17TT,TapeTech,TapeTech Outside Corner Roller,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT17TT_med.jpg,True,17TT,simple,,TapeTech,TapeTech Outside Corner Roller,Drywall Finishing Tools > TapeTech > Corner Tools,,1,1,tapetech-outside-corner-roller,https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-outside-corner-roller-17TT-1.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-outside-corner-roller-17TT-2.webp,2026-05-07,False,False,False,False,False,False,True,False,WC no price
17TTE,IN_BOTH,17TTE,TapeTech,TapeTech 17TTE Outside Corner Roller,https://s3.amazonaws.com/tswfastcomfiles/product/TTT17TTE_M.jpg,False,17TTE,simple,,TapeTech,TapeTech Flex Tape Outside Corner Roller,Drywall Finishing Tools > TapeTech > Corner Tools,,1,1,tapetech-flex-tape-outside-corner-roller,https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-flex-tape-outside-corner-roller-17TTE-1.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-flex-tape-outside-corner-roller-17TTE-2.webp,2026-05-07,True,False,True,False,False,False,True,False,name differs; TSW image uses old S3 bucket; WC no price
18-4-7-0-7-G-C,WC_ONLY,,,,,,18-4-7-0-7-G-C,variation,COL-DEWALT-PRO-FLEX-FLAT-BLADE-STAINLESS-STEEL-FINISHING-TROWEL-COPY,Columbia,"Columbia Pro Flex 0.7 Flat Blade Stainless Steel Finishing Trowel -  4.7"" x 18"" Cork Handle",Drywall Finishing Tools > Columbia > Knives & Blades,78.0,1,1,columbia-pro-flex-18-cork-trowel-18-4-7-0-7-g-c,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
190002,TSW_ONLY,190002,TapeTech,Block,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT190002_M.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
190034,TSW_ONLY,190034,TapeTech,Coupler,https://s3.amazonaws.com/tswfastcomfiles/product/TTT190034_M.jpg,False,,,,,,,,,,,,,False,False,True,False,False,False,False,False,TSW image uses old S3 bucket; not in WC catalog
196003,TSW_ONLY,196003,TapeTech,TapeTech Hinge Casting Assembly,https://s3.amazonaws.com/tswfastcomfiles/product/TTT196003_M.jpg,False,,,,,,,,,,,,,False,False,True,False,False,False,False,False,TSW image uses old S3 bucket; not in WC catalog
