Brands,SKU,MPN,Name,Description,Short description,Categories
Asgard,EZFB-AD,EZFB-AD,Asgard Flat Box,"<p><strong>Asgard Flat Box</strong> delivers precise, consistent mud application for base coats on flat joints and corner beads, available in 7"", 10"", and 12"" widths. Featuring a durable alloy build and universal handle compatibility, it is a reliable tool for professional drywall finishing. Choose your size based on the coverage area and finishing stage required.</p><p>Built to withstand the daily wear of professional construction, all flat boxes in this family feature a durable alloy construction. The design prioritizes ease of use and maintenance, allowing for quick adjustments and rapid cleaning to minimize downtime.</p><p><strong>Features:</strong></p><ul><li><strong>Precision Mud Control:</strong> Integrated dial mechanism allows for micro-adjustments to compound flow for consistent results.</li><li><strong>Multiple Sizes:</strong> Available in 7"", 10"", and 12"" widths to accommodate different finishing stages and coverage requirements.</li><li><strong>Quick Maintenance:</strong> Thumb latches enable fast access to the interior for thorough cleaning.</li><li><strong>Universal Compatibility:</strong> Designed to integrate with most standard flat box handles currently on the market.</li><li><strong>Rugged Construction:</strong> Manufactured from high-grade alloys to ensure longevity in demanding work environments.</li></ul><p><strong>Available Sizes:</strong></p><ul><li>EZ07-AD: 7"" Flat Box</li><li>EZ10-AD: 10"" Flat Box</li><li>EZ12-AD: 12"" Flat Box</li></ul>","Professional-grade flat box available in 7"", 10"", and 12"" widths for efficient drywall finishing.",Drywall Finishing Tools > Asgard > Finishing Boxes
Asgard,FA01-AD,FA01-AD,Asgard Box Filler Adapter (FA01-AD),"<p><strong>Asgard Box Filler Adapter (FA01-AD)</strong> provides a secure, high-performance interface between your loading pump and various finishing tools. Engineered for professional drywall contractors, this adapter facilitates rapid, clean transfers of joint compound to maintain consistent productivity on residential and commercial job sites. Its robust construction ensures long-term reliability, while the included steel tether prevents loss during operation or transport.</p><p>This adapter is designed for broad compatibility, integrating seamlessly with most industry-standard loading pumps. By streamlining the compound loading process, it reduces manual handling and minimizes leaks, allowing for a more efficient workflow when filling flat boxes, angle boxes, and nail spotters.</p><p><strong>Features:</strong></p><ul><li><strong>Universal Compatibility:</strong> Fits securely onto the majority of major drywall loading pump brands.</li><li><strong>Versatile Application:</strong> Enables efficient filling of flat boxes, angle boxes, and nail spotters.</li><li><strong>Durable Construction:</strong> Built to withstand the rigors of daily, heavy-duty professional use.</li><li><strong>Loss Prevention:</strong> Features an integrated steel cable to keep the adapter tethered to the pump.</li><li><strong>Streamlined Workflow:</strong> Reduces downtime and physical effort during compound loading tasks.</li></ul><p><strong>Specifications:</strong></p><p>| Specification | Detail | | :--- | :--- | | Brand | Asgard | | SKU | FA01-AD | | UPC | 0873876004577 | | Compatibility | Major brand loading pumps | | Primary Use | Filling flat boxes, angle boxes, and nail spotters | | Includes | Filler adapter, steel attachment cable |</p>","Asgard Box Filler Adapter (FA01-AD) is a durable, professional-grade component that connects your loading pump to flat boxes, angle boxes, and nail spotters. Engineered for universal compatibility, it ensures fast, leak-free compound transfer to keep your drywall finishing workflow moving efficiently.",Drywall Finishing Tools > Asgard > Repair Kits & Parts
Asgard,FBHE-AD,FBHE-AD,Asgard Extendable Flat Box Handle (FBHE-AD),"<p><strong>Asgard Extendable Flat Box Handle (FBHE-AD)</strong> provides professional-grade control for drywall finishing, engineered for consistent performance on both walls and ceilings. This handle features a robust telescopic design that adjusts from 41 to 63 inches, eliminating the need for constant height adjustments or stilts during high-reach applications. Its universal mounting plate ensures seamless integration with all major industry-standard flat boxes, making it a versatile addition to any professional tool inventory.</p><p><strong>Features:</strong></p><ul><li><strong>Brake Anywhere Technology:</strong> A specialized braking system allows the flat box to be locked at any angle, significantly reducing mechanical wear compared to traditional pinch-brake designs.</li><li><strong>Telescopic Adjustment:</strong> The smooth-sliding mechanism extends from 41 to 63 inches, providing secure, reliable locking at any length within the range.</li><li><strong>Universal Compatibility:</strong> Engineered to integrate seamlessly with all major flat box brands for maximum versatility.</li><li><strong>Ergonomic Design:</strong> Built to minimize operator fatigue during extended use on demanding jobsites.</li></ul><p><strong>Specifications:</strong></p><p>| Specification | Detail | | :--- | :--- | | Brand | Asgard | | SKU | FBHE-AD | | UPC | 873876004645 | | Minimum Length | 41 inches | | Maximum Length | 63 inches | | Brake System | Brake Anywhere Technology |</p>","The Asgard Extendable Flat Box Handle offers a 41 to 63-inch telescopic range and universal compatibility. Its Brake Anywhere technology provides precise control while minimizing mechanical wear for reliable, long-term performance.",Drywall Finishing Tools > Asgard > Handles & Extensions
Asgard,FH-AD,FH-AD,Asgard Fiberglass Handle (FH-AD),"<p><strong>Asgard Fiberglass Handle (FH-AD)</strong> provides a lightweight, high-strength solution for drywall finishing professionals requiring consistent control. This 43-inch support handle is engineered to minimize operator fatigue through an ergonomic 1.25-inch diameter shaft, ensuring comfort during extended periods of repetitive use.</p><p>The handle features a precision-machined D-shaped fitting that locks securely into compatible tools. This design eliminates unwanted rotation, providing the stability necessary for precise corner rolling, angle boxing, and nail spotting applications.</p><p><strong>Features:</strong></p><ul><li><strong>Anti-Rotation Design:</strong> The integrated D-shaped connector ensures a rigid, non-slip connection to prevent tool movement during operation.</li><li><strong>Ergonomic Profile:</strong> A 1.25-inch diameter shaft is optimized for a natural grip, reducing hand and wrist strain.</li><li><strong>Versatile Compatibility:</strong> Designed to interface with a wide range of finishing tools, including corner rollers, angle boxes, and nail spotters.</li><li><strong>Durable Construction:</strong> Manufactured from high-grade fiberglass to balance structural rigidity with a lightweight, 1.15 lb profile.</li></ul><p><strong>Specifications:</strong></p><p>| Specification | Detail | | :--- | :--- | | Brand | Asgard | | SKU | FH-AD | | Material | Fiberglass | | Overall Length | 43 inches | | Handle Diameter | 1.25 inches | | Weight | 1.15 lbs | | Compatibility | Corner Rollers, Angle Boxes, Angle Heads, Nail Spotters |</p>","Asgard Fiberglass Handle (FH-AD) features a 43-inch length and a secure D-shaped fitting to prevent rotation, providing professional-grade stability and ergonomic control for drywall finishing tools.",Drywall Finishing Tools > Asgard > Handles & Extensions
Asgard,GN01-AD,GN01-AD,Asgard Gooseneck (GN01-AD),"<p><strong>Asgard Gooseneck (GN01-AD)</strong> serves as the critical link between your loading pump and automatic taper, facilitating a seamless transfer of joint compound. Engineered for the high-volume demands of professional drywall finishing, this component minimizes downtime by enabling rapid, mess-free tool filling on the job site.</p><p>Constructed from high-grade stainless steel, this gooseneck is built to withstand daily site wear while resisting corrosion. The integrated cradle features protective rubber sleeves, specifically designed to prevent surface damage to your automatic taper during the loading process. Precision-machined fittings ensure a secure, leak-free connection with standard industry loading pumps and traditional-style automatic tapers.</p><p><strong>Features:</strong></p><ul><li><strong>Durable Construction:</strong> Fabricated from high-quality stainless steel for long-term reliability in active job site environments.</li><li><strong>Taper Protection:</strong> Features rubber-coated cradle sleeves to safeguard your automatic taper from wear and surface damage during filling.</li><li><strong>Universal Compatibility:</strong> Designed to integrate seamlessly with traditional-style automatic tapers and most major brand loading pumps.</li><li><strong>Efficient Operation:</strong> Facilitates rapid, clean compound transfer, significantly reducing prep time between taping runs.</li><li><strong>Secure Seal:</strong> Precision-engineered fittings provide a tight, reliable connection to prevent compound leakage under pressure.</li></ul><p><strong>Specifications:</strong></p><p>| Specification | Detail | | :--- | :--- | | Brand | Asgard | | SKU | GN01-AD | | Material | Stainless Steel | | Compatibility | Traditional-style automatic tapers and major brand loading pumps | | UPC | 873876004584 |</p>","The Asgard Gooseneck (GN01-AD) is a professional-grade stainless steel attachment designed for efficient, leak-free compound transfer from loading pumps to automatic tapers. Featuring a protective rubber-sleeved cradle, it ensures a secure fit and long-term durability for high-volume drywall finishing.",Drywall Finishing Tools > Asgard > Repair Kits & Parts
Asgard,HU-OI6G-88Y4,HU-OI6G-88Y4,Asgard Starter Set (HU-OI6G-88Y4),"<p>Asgard Starter Set provides a foundational collection of professional-grade drywall finishing tools, engineered for contractors who demand durability and consistent performance. This kit streamlines the finishing process by grouping essential, high-quality components that work in tandem to deliver clean, efficient results on every job site. Each tool is constructed from robust materials to withstand rigorous daily use, ensuring long-term reliability for both new and experienced finishers.</p><p><strong>Features:</strong></p><ul><li><strong>Professional-Grade Construction:</strong> Built with high-quality alloys and components designed to endure the demands of active construction environments.</li><li><strong>Optimized Workflow:</strong> Curated to include the fundamental tools required to transition from preparation to final execution with minimal setup time.</li><li><strong>Ergonomic Design:</strong> Each component prioritizes user comfort and maneuverability, reducing fatigue during extended finishing sessions.</li><li><strong>Interoperable Components:</strong> Designed to integrate seamlessly with standard industry equipment, offering flexibility for existing tool inventories.</li></ul><p><strong>Specifications:</strong></p><p>| Specification | Detail | | :--- | :--- | | Brand | Asgard | | SKU | HU-OI6G-88Y4 | | UPC | 0873876005345 | | Warranty | 5-Year Limited Warranty | | Set Includes | Professional drywall finishing tools (specific components vary by kit configuration) |</p>","Asgard Starter Set is a professional-grade collection of essential drywall finishing tools, engineered for durability, efficiency, and consistent performance on the job site.",Drywall Finishing Tools > Asgard > Tool Sets & Bundles
Asgard,LP01-AD,LP01-AD,Asgard Loading Pump (LP01-AD),"<p><strong>Asgard Loading Pump (LP01-AD)</strong> delivers reliable, high-volume compound transfer for professional drywall finishing. Engineered for daily job site demands, this manual pump streamlines the filling of automatic tapers, flat boxes, and corner applicators. Its robust, anodized construction ensures long-term durability, while the integrated O-ring seal eliminates the need for traditional paper gaskets, providing a secure, leak-free connection for filler adapters and goosenecks.</p><p><strong>Features:</strong></p><ul><li><strong>Universal Compatibility:</strong> Designed to integrate seamlessly with all major brands of automatic taping tools and finishing attachments.</li><li><strong>Integrated Sealing:</strong> Features an innovative O-ring design that ensures a tight, leak-free seal without the maintenance headaches of paper gaskets.</li><li><strong>Simplified Maintenance:</strong> The clamped pump tube allows for rapid, tool-free disassembly, facilitating thorough cleaning and extended service life.</li><li><strong>Enhanced Stability:</strong> Equipped with a reinforced, wide footplate to prevent tipping and maintain balance during high-pressure operation.</li><li><strong>Durable Construction:</strong> Built with industrial-grade materials and an anodized finish to withstand the rigors of professional use.</li></ul><p><strong>Specifications:</strong></p><p>| Specification | Detail | | :--- | :--- | | SKU | LP01-AD | | Brand | Asgard | | UPC | 0873876004560 | | Compatibility | All major automatic taping tools | | Primary Material | Industrial-grade metal and composite | | Color Scheme | Black and Blue | | Includes | Loading pump unit, coarse filter screen, fine filter screen, extra valve disc |</p>","Asgard Loading Pump (LP01-AD) offers professional-grade compound transfer with a durable, anodized design. Featuring an integrated O-ring seal for leak-free connections and a stable footplate, it is compatible with all major automatic taping tool brands and allows for quick, tool-free cleaning.",Drywall Finishing Tools > Asgard > Pumps & Accessories
Asgard,NS03-AD,NS03-AD,"Asgard 3"" Nail Spotter (NS03-AD)","<p><strong>Asgard 3"" Nail Spotter (NS03-AD)</strong> provides a high-efficiency solution for finishing drywall fastener depressions. This tool fills dimples and removes excess joint compound in a single pass, ensuring a level, professional-grade surface across walls and ceilings.</p><p>Built for demanding job sites, the unit features a corrosion-resistant stainless steel body. The EasyClean® lid system, equipped with a quick-release latch and gasket, allows for rapid disassembly and thorough maintenance. A hardened steel skid plate serves as a smooth-gliding pivot point while acting as a protective barrier, identifying improperly set fasteners to prevent blade damage.</p><p><strong>Features:</strong></p><ul><li><strong>EasyClean® System:</strong> Quick-release latch and gasket design for fast, efficient cleanup.</li><li><strong>Durable Construction:</strong> Fabricated from premium stainless steel for long-term reliability.</li><li><strong>Integrated Skid Plate:</strong> Protects the blade from damage while providing a stable surface for smooth application.</li><li><strong>Fastener Detection:</strong> Skid plate design helps identify fasteners that are not set deep enough, preventing potential tool damage.</li><li><strong>Versatile Compatibility:</strong> Includes the NSA-TT adapter for seamless attachment to Asgard FHTT and XHTT handles.</li></ul><p><strong>Specifications:</strong></p><p>| Specification | Detail | | :--- | :--- | | Brand | Asgard | | Model | NS03-AD | | Material | Stainless Steel | | Included Adapter | NSA-TT | | Compatible Handles | FHTT, XHTT | | UPC | 873876004614 | | Set Includes | 3"" Nail Spotter, NSA-TT Adapter |</p>","The Asgard 3"" Nail Spotter (NS03-AD) efficiently fills and finishes drywall fastener depressions in one pass. Featuring a durable stainless steel body, an EasyClean® lid for rapid maintenance, and a protective hardened steel skid plate, this tool ensures consistent results while safeguarding the blade from improperly set screws.",Drywall Finishing Tools > Asgard > Corner & Angle Tools
Asgard,PAFB-AD,PAFB-AD,Asgard Power Assist Finishing Box,"<p><strong>Asgard Power Assist Finishing Box</strong> minimizes operator fatigue by utilizing an integrated spring-loaded mechanism that provides consistent, automated pressure for joint compound application. Available in 7"", 10"", and 12"" widths, these boxes are engineered for precision and efficiency. The 7-inch model is ideal for detailed finishing in narrow areas, while 10"" and 12"" models are optimized for larger seams and final coats.</p><p>The housing is constructed from high-strength, lightweight aluminum to endure daily job site demands while remaining easy to handle. A professional-grade stainless steel blade ensures a clean, streak-free finish, reducing the need for extensive sanding or rework. All units in this family are compatible with standard flat box handles, allowing for straightforward integration into existing professional tool setups.</p><p><strong>Features:</strong></p><ul><li><strong>Power-Assist Mechanism:</strong> Integrated spring system reduces physical effort by providing consistent compound flow across all sizes.</li><li><strong>Multiple Widths:</strong> Available in 7"", 10"", and 12"" sizes for versatile finishing applications.</li><li><strong>Durable Construction:</strong> Rugged aluminum housing built to withstand heavy-duty professional use.</li><li><strong>High-Quality Blade:</strong> Stainless steel blade delivers a smooth, consistent application to minimize rework.</li><li><strong>Universal Compatibility:</strong> Designed to work seamlessly with all major brand flat box handles.</li></ul><p><strong>Available Sizes:</strong></p><ul><li>PA07-AD: 7"" Power Assist Finishing Box</li><li>PA10-AD: 10"" Power Assist Finishing Box</li><li>PA12-AD: 12"" Power Assist Finishing Box</li></ul>","Power-assist finishing box with spring mechanism, available in 7"", 10"", and 12"" widths to reduce operator fatigue.",Drywall Finishing Tools > Asgard > Finishing Boxes
Asgard,TF-DVKN-31Q3,TF-DVKN-31Q3,Asgard Taping Set (TF-DVKN-31Q3),"<p><strong>Asgard Taping Set (TF-DVKN-31Q3)</strong> provides a comprehensive, high-performance solution for contractors focused on speed and precision in drywall finishing. This integrated system streamlines joint taping and corner finishing, ensuring consistent, paint-ready results across high-volume projects while minimizing operator fatigue.</p><p>Each component is engineered for durability in demanding job site environments. The set includes specialized tools for rapid tape application, efficient compound loading, and precise corner finishing, allowing for seamless transitions between tasks and improved overall workflow efficiency.</p><p><strong>Features:</strong></p><ul><li><strong>Mighty HAMMER Automatic Taper:</strong> Delivers uniform tape application and controlled compound flow for increased daily output on flat seams and internal corners.</li><li><strong>High-Efficiency Loading Pump:</strong> Reduces downtime by enabling quick, clean filling of tools, paired with a gooseneck for seamless compound transfer.</li><li><strong>Precision Corner Finishing:</strong> Includes a 3-inch angle head and corner roller to ensure perfectly embedded tape and smooth, feathered edges.</li><li><strong>Ergonomic Reach:</strong> Features two extendable handles to provide necessary leverage for high ceilings and varied wall configurations.</li></ul><p><strong>Specifications:</strong></p><p>| Specification | Detail | | :--- | :--- | | Brand | Asgard | | SKU | TF-DVKN-31Q3 | | UPC | 0873876005338 | | Set Includes | Mighty HAMMER Automatic Taper, Loading Pump, Gooseneck, 3"" Angle Head, Corner Roller, Angle Head Adapter, 2x Extendable Handles |</p>","A professional-grade, all-in-one drywall finishing system featuring an automatic taper, loading pump, corner finishing tools, and extendable handles for maximum job site efficiency.",Drywall Finishing Tools > Asgard > Tool Sets & Bundles
Asgard,XH-AD,XH-AD,Asgard Extendable Support Handle (XH-AD),"<p><strong>Asgard Extendable Support Handle (XH-AD)</strong> provides a versatile, contractor-grade solution for managing various drywall finishing tools. This telescopic handle is engineered to streamline workflows by allowing seamless transitions between corner rollers, angle boxes, nail spotters, and angle heads without the need for multiple handle systems. Its lightweight aluminum build ensures durability while reducing operator fatigue during extended use on ceilings and walls.</p><p>The handle features a specialized D-shaped fitting that locks securely into compatible tools, effectively eliminating rotation for precise, consistent results. With an ergonomic 1.25-inch diameter profile, it offers a comfortable grip that enhances control and minimizes hand strain. This tool is backed by a 5-year limited warranty and is fully supported by the TapeTech service network.</p><p><strong>Features:</strong></p><ul><li><strong>Telescopic Reach:</strong> Adjusts smoothly from 43 to 77 inches to accommodate varying ceiling heights and wall angles.</li><li><strong>Anti-Rotation Interface:</strong> Integrated D-shaped fitting ensures a rigid, non-slip connection with finishing tools.</li><li><strong>Ergonomic Profile:</strong> Optimized 1.25-inch diameter grip reduces wrist and hand fatigue during repetitive tasks.</li><li><strong>Lightweight Construction:</strong> High-strength aluminum frame provides a balance of maneuverability and long-term durability.</li></ul><p><strong>Specifications:</strong></p><p>| Specification | Detail | | :--- | :--- | | Brand | Asgard | | SKU | XH-AD | | Material | Aluminum | | Adjustable Length | 43"" - 77"" | | Grip Diameter | 1.25"" | | Weight | 2.15 lbs | | Warranty | 5-Year Limited (TapeTech) |</p>","Asgard Extendable Support Handle (XH-AD) offers a versatile, telescopic reach from 43 to 77 inches. Featuring a secure D-shaped anti-rotation fitting and an ergonomic 1.25-inch grip, this lightweight aluminum handle is compatible with a wide range of drywall finishing tools.",Drywall Finishing Tools > Asgard > Handles & Extensions
Columbia Taping Tools,3WTDF,3WTDF,Columbia 3&#34; Widetrack Direct Corner Flusher,"<p>Columbia Direct Corner Flushers have redefined angle finishing. They are built from the best materials, but above all, they are each hand ground and checked on a granite plate for perfection. Each one comes with wheels and an allen key for those who prefer not to use them.</p>","Columbia Direct Corner Flushers have redefined angle finishing. They are built from the best materials, but above all, they are each hand ground an...",Drywall Finishing Tools > Columbia Taping Tools > Corner & Angle Tools
Columbia Taping Tools,3WTSF,3WTSF,Columbia 3&#34; Standard Corner Flusher,"<p>Columbia Standard Corner Flushers have redefined angle finishing. They are built from the best materials, but above all, they are each hand ground and checked on a granite plate for perfection. Each one comes with wheels and an allen key for those who prefer not to use them.</p>","Columbia Standard Corner Flushers have redefined angle finishing. They are built from the best materials, but above all, they are each hand ground...",Drywall Finishing Tools > Columbia Taping Tools > Corner & Angle Tools
Columbia Taping Tools,AH4,AH4,Columbia Angle Head Side Blade,<p>Columbia Angle Head Side Blade</p>,Columbia Angle Head Side Blade...,Drywall Finishing Tools > Columbia Taping Tools > Corner & Angle Tools
Columbia Taping Tools,AH6A,AH6A,Columbia Angle Head Ball Holder Release Clip,<p>Columbia Angle Head Ball Holder Release Clip&nbsp;</p>,Columbia Angle Head Ball Holder Release Clip&nbsp;...,Drywall Finishing Tools > Columbia Taping Tools > Corner & Angle Tools
Columbia Taping Tools,AH8,AH8,Columbia Angle Head Retainer Clip,<p>Columbia Angle Head Retainer Clip</p>,Columbia Angle Head Retainer Clip...,Drywall Finishing Tools > Columbia Taping Tools > Corner & Angle Tools
Columbia Taping Tools,AH9,AH9,Columbia Angle Head Retainer Clip,<p>Columbia Angle Head Retainer Clip</p>,Columbia Angle Head Retainer Clip...,Drywall Finishing Tools > Columbia Taping Tools > Corner & Angle Tools
Columbia Taping Tools,AHA,AHA,Columbia Anglehead Adaptor,<p>The Anglehead Adaptor is used on the Columbia One Handle System to seamlessly adjust from Corner Roller and Nailspotter to Anglehead! The AHA is purchased separately.</p> <h4>FEATURES:</h4> <ul> <li>Works seamlessly with the Columbia One Handle System</li> <li>Hand made from U.S. billet aluminum and steel components</li> <li>Machined in our state of the art facility in Canada</li> </ul>,The Anglehead Adaptor is used on the Columbia One Handle System to seamlessly adjust from Corner Roller and Nailspotter to Anglehead! The AHA is pu...,Drywall Finishing Tools > Columbia Taping Tools > Corner & Angle Tools
