Brands,Type,SKU,MPN,Name,Description,Short description,Categories
TapeTech,variation,TG110565-PS,TG110565-PS,"TapeTech 11"" x 5"" Premium Gold Stainless Steel Finishing Trowel - ProSoft Grip",,,Drywall Finishing Tools > TapeTech > Taping Knives & Trowels
TapeTech,variable,TGCU-PS-TT,TGCU-PS-TT,TapeTech Premium Gold Stainless Steel Curved Finishing Trowel,"<p>TapeTech Premium Gold Stainless Steel Curved Finishing Trowels are specifically designed to feather and taper drywall joints with professional precision. The concave blade geometry allows the user to leave extra joint compound over butt joints and uneven panels, creating a perfectly flat surface. Crafted from 0.65mm triple-hardened European gold stainless steel, these trowels offer unmatched rust resistance. The ProSoft handle provides a comfortable, slip-resistant grip, making this the essential tool for achieving seamless transitions on challenging joints.</p><ul><li><strong>Concave Geometry:</strong> Specifically curved for superior butt joint tapering and feathering.</li><li><strong>Premium Gold Steel:</strong> 0.65mm triple-hardened stainless steel for maximum durability.</li><li><strong>ProSoft Grip:</strong> Ergonomic handle designed to reduce fatigue and improve control.</li><li><strong>Available Sizes:</strong> 11"", 12"", and 14"" lengths.</li></ul>","TapeTech Curved Finishing Trowel (11""–14"") for perfect butt joint tapering. Features 0.65mm gold stainless steel and ergonomic ProSoft grip.",Drywall Finishing Tools > TapeTech > Taping Knives & Trowels
TapeTech,variation,TG110565-PSCU,TG110565-PSCU,"TapeTech 11"" x 4.7"" Premium Gold Stainless Steel Curved Finishing Trowel",,,Drywall Finishing Tools > TapeTech > Taping Knives & Trowels
TapeTech,variation,TG12053-PS,TG12053-PS,"TapeTech 12"" x 4.3"" Premium Gold Stainless Steel Finishing Trowel",,,Drywall Finishing Tools > TapeTech > Taping Knives & Trowels
TapeTech,variation,TG12054-PS,TG12054-PS,"TapeTech 12"" x 4.7"" Premium Gold Stainless Steel Finishing Trowel",,,Drywall Finishing Tools > TapeTech > Taping Knives & Trowels
TapeTech,variation,"TG120565-PS,TG120565-PS","TapeTech 12"" x 5"" Premium Gold Stainless Steel Finishing Trowel - ProSoft Grip",,,Drywall Finishing Tools > TapeTech > Taping Knives & Trowels
TapeTech,variation,"TG120565-PSCU,TG120565-PSCU","TapeTech 12"" x 4.7"" Premium Gold Stainless Steel Curved Finishing Trowel",,,Drywall Finishing Tools > TapeTech > Taping Knives & Trowels
TapeTech,variation,"TG14053-PS,TG14053-PS","TapeTech 14"" x 4.3"" Premium Gold Stainless Steel Finishing Trowel",,,Drywall Finishing Tools > TapeTech > Taping Knives & Trowels
TapeTech,variation,"TG14054-PS,TG14054-PS","TapeTech 14"" x 4.7"" Premium Gold Stainless Steel Finishing Trowel",,,Drywall Finishing Tools > TapeTech > Taping Knives & Trowels
TapeTech,variation,"TG140565-PS,TG140565-PS","TapeTech 14"" x 5"" Premium Gold Stainless Steel Finishing Trowel - ProSoft Grip",,,Drywall Finishing Tools > TapeTech > Taping Knives & Trowels
TapeTech,variation,"TG140565-PSCU,TG140565-PSCU","TapeTech 14"" x 4.7"" Premium Gold Stainless Steel Curved Finishing Trowel",,,Drywall Finishing Tools > TapeTech > Taping Knives & Trowels
TapeTech,variation,"TG16053-PS,TG16053-PS","TapeTech 16"" x 4.3"" Premium Gold Stainless Steel Finishing Trowel",,,Drywall Finishing Tools > TapeTech > Taping Knives & Trowels
TapeTech,variation,"TG16054-PS,TG16054-PS","TapeTech 16"" x 4.7"" Premium Gold Stainless Steel Finishing Trowel",,,Drywall Finishing Tools > TapeTech > Taping Knives & Trowels
TapeTech,variation,"TG160565-PS,TG160565-PS","TapeTech 16"" x 5"" Premium Gold Stainless Steel Finishing Trowel - ProSoft Grip",,,Drywall Finishing Tools > TapeTech > Taping Knives & Trowels
TapeTech,variation,"TG18053-PS,TG18053-PS","TapeTech 18"" x 4.3"" Premium Gold Stainless Steel Finishing Trowel",,,Drywall Finishing Tools > TapeTech > Taping Knives & Trowels
TapeTech,variation,"TG18054-PS,TG18054-PS","TapeTech 18"" x 4.7"" Premium Gold Stainless Steel Finishing Trowel",,,Drywall Finishing Tools > TapeTech > Taping Knives & Trowels
TapeTech,variation,"TG180565-PS,TG180565-PS","TapeTech 18"" x 5"" Premium Gold Stainless Steel Finishing Trowel - ProSoft Grip",,,Drywall Finishing Tools > TapeTech > Taping Knives & Trowels
TapeTech,variable,TGP-PS-TT,TGP-PS-TT,TapeTech Premium Gold Stainless Steel Rounded Front Pool Trowel,"<p>TapeTech Premium Gold Stainless Steel Pool Trowels feature double-rounded ends to eliminate the sweep marks and lines often left by square-edged tools. While ideal for pool finishing, they are highly effective for drywall skimming, plaster, and EIFS. Manufactured from 0.65mm triple-hardened European gold stainless steel, these trowels provide extreme durability and rust resistance. The ergonomic ProSoft handle ensures a secure, comfortable grip for high-precision finishing work across both flat and curved surfaces.</p><ul><li><strong>Double-Rounded Design:</strong> Minimizes tracking for a smoother appearance on all surfaces.</li><li><strong>Triple-Hardened Steel:</strong> 0.65mm gold stainless steel for maximum toughness.</li><li><strong>ProSoft Ergonomics:</strong> Slip-resistant handle designed for all-day comfort.</li><li><strong>Available Sizes:</strong> 12"", 14"", 16"", and 18"" lengths.</li></ul>","TapeTech Rounded Front Pool Trowel (12""–18"") with double-rounded ends to prevent lines. 0.65mm gold stainless steel with ProSoft ergonomic grip.",Drywall Finishing Tools > TapeTech > Taping Knives & Trowels
TapeTech,variation,"TGP120565-PS,TGP120565-PS","TapeTech 12"" x 4.7"" Premium Gold Stainless Steel Rounded Front Pool Trowel",,,Drywall Finishing Tools > TapeTech > Taping Knives & Trowels
TapeTech,variation,"TGP140565-PS,TGP140565-PS","TapeTech 14"" x 4.7"" Premium Gold Stainless Steel Rounded Front Pool Trowel",,,Drywall Finishing Tools > TapeTech > Taping Knives & Trowels
TapeTech,variation,"TGP160565-PS,TGP160565-PS","TapeTech 16"" x 4.7"" Premium Gold Stainless Steel Rounded Front Pool Trowel",,,Drywall Finishing Tools > TapeTech > Taping Knives & Trowels
TapeTech,variation,"TGP180565-PS,TGP180565-PS","TapeTech 18"" x 4.7"" Premium Gold Stainless Steel Rounded Front Pool Trowel",,,Drywall Finishing Tools > TapeTech > Taping Knives & Trowels
TapeTech,variable,TKBS-TT,TKBS-TT,TapeTech Premium Blue Steel Taping Knife,"<p>TapeTech Premium Blue Steel Taping Knives are engineered for professionals who demand the specific flex and tactile feel of traditional blue steel. These knives feature a precision-ground blade that offers increased corrosion resistance over carbon steel while maintaining ideal feathering characteristics. The oversized, tapered soft-grip handle provides a positive, slip-resistant grip, and the enlarged alloy hammer end is perfect for setting protruding fasteners. Built with the strongest backing plate in the industry, these knives prevent blade deflection for a consistent, professional finish.</p><ul><li><strong>Premium Blue Steel:</strong> Superior flex and feel with enhanced corrosion resistance.</li><li><strong>Alloy Hammer End:</strong> Integrated metal end for setting fasteners and adjusting installation flaws.</li><li><strong>Strongest Backing Plate:</strong> Prevents unwanted blade deflection during smoothing.</li><li><strong>Available Sizes:</strong> 8"", 10"", 12"", and 14"" widths.</li></ul>","Professional TapeTech Blue Steel Taping Knife (8""–14"") with ergonomic soft-grip and alloy hammer end. Features a precision-ground blade for superior flex.",Drywall Finishing Tools > TapeTech > Taping Knives & Trowels
TapeTech,variation,"TKBS-TT-8,TKBS-TT-8","TapeTech Premium Blue Steel Taping Knife - 8""",,,Drywall Finishing Tools > TapeTech > Taping Knives & Trowels
TapeTech,variation,"TKBS-TT-10,TKBS-TT-10","TapeTech Premium Blue Steel Taping Knife - 10""",,,Drywall Finishing Tools > TapeTech > Taping Knives & Trowels
TapeTech,variation,"TKBS-TT-12,TKBS-TT-12","TapeTech Premium Blue Steel Taping Knife - 12""",,,Drywall Finishing Tools > TapeTech > Taping Knives & Trowels
TapeTech,variation,"TKBS-TT-14,TKBS-TT-14","TapeTech Premium Blue Steel Taping Knife - 14""",,,Drywall Finishing Tools > TapeTech > Taping Knives & Trowels
TapeTech,variable,TKSS-TT,TKSS-TT,TapeTech Premium Stainless Steel Taping Knife,"<p>TapeTech Premium Stainless Steel Taping Knives deliver maximum rust resistance and rapid cleanup for high-volume drywall finishing. Precision-ground and polished, these knives provide the perfect amount of flex for professional compound application. The oversized, tapered soft-grip handle is designed for optimal control and reduced operator fatigue, while the integrated alloy hammer end provides a durable surface for setting fasteners. Featuring the strongest backing plate in the industry, these knives ensure a flawlessly consistent finish on every joint.</p><ul><li><strong>Premium Stainless Steel:</strong> Maximum rust resistance and easy maintenance.</li><li><strong>Precision Grind:</strong> Engineered for the perfect balance of flexibility and finishing power.</li><li><strong>Alloy Hammer End:</strong> Heavy-duty metal end for setting fasteners and protecting the tool.</li><li><strong>Available Sizes:</strong> 8"", 10"", 12"", and 14"" widths.</li></ul>","Professional TapeTech Stainless Steel Taping Knife (8""–14"") with maximum rust resistance, ergonomic soft-grip, and integrated alloy hammer end.",Drywall Finishing Tools > TapeTech > Taping Knives & Trowels
TapeTech,variation,"TKSS-TT-8,TKSS-TT-8","TapeTech Premium Stainless Steel Taping Knife - 8""",,,Drywall Finishing Tools > TapeTech > Taping Knives & Trowels
TapeTech,variation,"TKSS-TT-10,TKSS-TT-10","TapeTech Premium Stainless Steel Taping Knife - 10""",,,Drywall Finishing Tools > TapeTech > Taping Knives & Trowels
TapeTech,variation,"TKSS-TT-12,TKSS-TT-12","TapeTech Premium Stainless Steel Taping Knife - 12""",,,Drywall Finishing Tools > TapeTech > Taping Knives & Trowels
TapeTech,variation,"TKSS-TT-14,TKSS-TT-14","TapeTech Premium Stainless Steel Taping Knife - 14""",,,Drywall Finishing Tools > TapeTech > Taping Knives & Trowels
