"sku","name","brand","description","features","price","image"
"MH9","CTTMH9","Columbia Tools","Columbia Matrix Pinch Brake Rod","Columbia Matrix Pinch Brake Rod","","scraped_results\images\MH9_0.webp"
"59038-A","Columbia Taping Tools #4 Lock Washer","Columbia Taping Tools","#4 Lock Washer - FA205","","","https://drywalltoolbox.com/brands/Columbia/59038-a.webp"
"809526-A2","#6 Belleville Washer","Columbia Taping Tools","#6 Belleville Washer - FA227","","","https://drywalltoolbox.com/brands/Columbia/809526-a2.webp"
"805865-A","1/4-20 X 1-1/2"" Hex Bolt","Columbia Taping Tools","1/4-20 X 1-1/2"" Hex Bolt - FA299","","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"809526-A","1/4-20 X 2in Hex Bolt","Columbia Taping Tools","1/4-20 X 2in Hex Bolt - FA300","","","https://drywalltoolbox.com/brands/Columbia/809526-a.webp"
"FA-288","1/4in X 1/2in Split Pin","Columbia Taping Tools","1/4in X 1/2in Split Pin - FA288","","","https://drywalltoolbox.com/brands/Columbia/fa-288.webp"
"59225-A","10-32 X Nyloc Jam Nut","Columbia Taping Tools","10-32 X Nyloc Jam Nut - FA281","","","https://drywalltoolbox.com/brands/Columbia/59225-a.webp"
"FA209","4-40 X 1/8in Flat Head Screw","Columbia Taping Tools","4-40 X 1/8in Flat Head Screw - FA209","","","https://drywalltoolbox.com/brands/Columbia/fa209.webp"
"FA-304","Columbia Taping Tools 5/16 Flat Washer","Columbia Taping Tools","5/16 Flat Washer - FA304","","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"807224-A","6-32 Hex Nut","Columbia Taping Tools","6-32 Hex Nut - FA232","","","https://drywalltoolbox.com/brands/Columbia/807224-a.webp"
"808991","6-32 X 1/2in Bind Head Screw","Columbia Taping Tools","6-32 X 1/2in Bind Head Screw - FA244","","","https://drywalltoolbox.com/brands/Columbia/808991.webp"
"59091-A2","6-32 X 1/2in Fill. Head Screw","Columbia Taping Tools","6-32 X 1/2in Fill. Head Screw - FA245","","","https://drywalltoolbox.com/brands/Columbia/59091-a2.webp"
"219081-A","6-32 X 3/16"" Flat Slot","Columbia Taping Tools","6-32 X 3/16"" Flat Slot - FA226","","","https://drywalltoolbox.com/brands/Columbia/219081-a.webp"
"809171","8-32 x 3/16"" Pan Slot","Columbia Taping Tools","8-32 x 3/16"" Pan Slot - FA256","","","https://drywalltoolbox.com/brands/Columbia/809171.webp"
"402006-A","AH18 - Angle Head Socket Wear Cup","Columbia Taping Tools","AH18 - Angle Head Socket Wear Cup","","","https://drywalltoolbox.com/brands/Columbia/402006-a.webp"
"409010-A","AH1B - Return Spring Angle Head","Columbia Taping Tools","AH1B - Return Spring Angle Head","","","https://drywalltoolbox.com/brands/Columbia/409010-a.webp"
"402019-A","AH5 - Angle Head Frame Retainer Clip","Columbia Taping Tools","AH5 - Angle Head Frame Retainer Clip","","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"809011-A","Angle Box 5/16-18 X 3/4in Thumb Screw","Columbia Taping Tools","Angle Box 5/16-18 X 3/4in Thumb Screw - CFB10","","","https://drywalltoolbox.com/brands/Columbia/809011-a.webp"
"CFB11","Angle Box Door Stop","Columbia Taping Tools","Angle Box Door Stop - CFB11","","","https://drywalltoolbox.com/brands/Columbia/cfb11.webp"
"CFB-15A","Angle Box Hinge Bushing","Columbia Taping Tools","Angle Box Hinge Bushing - CFB15A","","","https://drywalltoolbox.com/brands/Columbia/cfb-15a.webp"
"354003F-A","Angle Box Mud Supply Valve Unit - CFB6","Columbia Taping Tools","Angle Box Mud Supply Valve Unit - CFB6","","","https://drywalltoolbox.com/brands/Columbia/354003f-a.webp"
"CFB-19","Angle Box Nylatron Bushing","Columbia Taping Tools","Angle Box Nylatron Bushing - CFB19","","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"BH26","Box Handle Cam for 180 Handle","Columbia Taping Tools","Box Handle Cam for 180 Handle - BH26","","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"809011-A2","Box Handle Thumb Screw (180 Degree Handle)","Columbia Taping Tools","Box Handle Thumb Screw (180 Degree Handle) - BH13","","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"NPK1.5","Columbia 1.5"" PUTTY KNIFE","Columbia Taping Tools","The Columbia Taping Tools 1.5"" Putty Knife is precision-built for patching, scraping, and detail finish work on the professional job site. Constructed with a stiff, corrosion-resistant blade and an ergonomic handle, it delivers the control and durability professionals demand for tight corners, small repairs, and precise compound application.","","10.83","https://drywalltoolbox.com/brands/Columbia/npk1.5.webp"
"GCTBOXSET","Columbia 10"" and 12"" Flat Box Combo","Columbia Taping Tools","The Columbia 10"" & 12"" Flat Box Combo delivers a complete two-coat finishing system for professional drywall contractors. Includes the 10"" and 12"" flat boxes, a 42"" handle, and a high-capacity Hot Mud Pump with Filler Attachment — everything needed for fast, consistent, professional-grade flat joint finishing on any project.","","1199.00","https://drywalltoolbox.com/brands/Columbia/gctboxset.webp"
"GCOLBOX-EXT","Columbia 10"" and 12"" Flat Box Combo Set w/ Extendable Handle","Columbia Taping Tools","The Columbia 10"" & 12"" Flat Box Combo Set with Extendable Handle includes the complete two-coat flat finishing system plus an adjustable 40""–60"" Matrix Extendable Handle, Hot Mud Pump, and Filler Attachment — all backed by a 5-year manufacturer warranty and built in Canada.","","1339.50","https://drywalltoolbox.com/brands/Columbia/gcolbox-ext.webp"
"G10105-2","Columbia 10"" and 12"" Full Set w/ Predator Taper Upgrade","Columbia Taping Tools","The Columbia 10"" & 12"" Full Set with Predator Taper Upgrade is the definitive turnkey solution for professional drywall contractors. Anchored by the upgraded Predator Automatic Taper, this comprehensive kit includes flat boxes, corner tools, an angle head, a full pump system, and all essential handles — backed by a 5-year manufacturer warranty.","","3895.00","https://drywalltoolbox.com/brands/Columbia/g10105-2.webp"
"G10105","Columbia 10"" and 12"" Full Set w/ Stilts","Columbia Taping Tools","The Columbia Taping Tools 10"" & 12"" Full Set with Stilts is the ultimate professional finishing package for contractors who work at height. Includes the Automatic Taper, corner tools, 10"" & 12"" flat boxes, complete pump system, dedicated handles, and a bonus pair of 24""–40"" drywall stilts — all backed by a 5-year manufacturer warranty.","","3875.00","https://drywalltoolbox.com/brands/Columbia/g10105.webp"
"G70112","Columbia 10"" and 12"" Jumbo Set of Drywall Taping Tools","Columbia Taping Tools","The Columbia 10"" & 12"" Jumbo Drywall Taping Set is the most complete professional kit available, featuring dual Hot Mud Pumps, a full range of automatic finishing tools, nail spotter, and every dedicated handle needed for high-volume taping and flat finishing — all backed by a 5-year manufacturer warranty.","","4999.00","https://drywalltoolbox.com/brands/Columbia/g70112.webp"
"10FBB","Columbia 10"" Fat Boy Drywall Flat Finishing Box","Columbia Taping Tools","The Columbia 10"" Fat Boy Drywall Flat Finishing Box delivers 30% more mud capacity than standard 10"" models, reducing pump trips and maximizing productivity on flat joint and butt seam finishing. Features an easy-open door plate, universal handle compatibility, and is backed by a 5-year manufacturer warranty.","","454.23","https://drywalltoolbox.com/brands/Columbia/10fbb.webp"
"TSB-14","Columbia 14"" Tomahawk Smoothing Blade","Columbia Taping Tools","The Columbia Tomahawk set of Smoothing Blades is the most durable set on the market today. With no plastic pieces, the Tomahawk doesn't snap under pressure. And because the blades use a Flat Box handle, there are no plastic adaptors that will break with the weight of the larger blades. This also increases the stability and your ability to adjust the angle of attack while in motion. The Columbia Tomahawk will change what the industry expects from a professional grade Smoothing Blade.","","75.71","https://drywalltoolbox.com/brands/Columbia/tsb-14.webp"
"C16MPX6","Columbia 16"" Mud Pan with Magnetic Grip","Columbia Taping Tools","Columbia 16"" STAINLESS MUD PAN W/ MAGNETIC HAND GRIP","","27.48","https://drywalltoolbox.com/brands/Columbia/c16mpx6.webp"
"COL2 KIT","Columbia 2"" Angle Head Rebuild Kit","Columbia Taping Tools","Columbia 2"" Angle Head Rebuild Kit - COL2 KIT","","","https://drywalltoolbox.com/brands/Columbia/col2-kit.webp"
"2NS","Columbia 2"" Nail Spotter","Columbia Taping Tools","Columbia Taping Tools 2"" Nail Spotter is an excellent choice for finishing nail and screw holes. Simply fill the Columbia Nail Spotter with joint compound and run it down the fasteners like your flat box. It simultaneously fills and feathers the holes.","","297.41","https://drywalltoolbox.com/brands/Columbia/2ns.webp"
"NPK2","Columbia 2"" PUTTY KNIFE","Columbia Taping Tools","Columbia 2"" PUTTY KNIFE","","11.25","https://drywalltoolbox.com/brands/Columbia/npk2.webp"
"2.5AH","Columbia 2.5"" Angle Head w/ Wheels","Columbia Taping Tools","The Columbia 2.5"" Angle Head is a great choice for your glazing coat. It produces a very fine finish on inside 90-degree corners. These NEW Columbia 2.5"" Angle Heads have optional wheels. You can run the angle head with or without the wheels.","","421.79","https://drywalltoolbox.com/brands/Columbia/2.5ah.webp"
"2.5SF","Columbia 2.5"" Standard Drywall Corner Flusher with Wheels","Columbia Taping Tools","Columbia 2.5"" Standard Corner Flushers have redefined angle finishing. They are built from the best materials, but above all, they are each hand ground and checked on a granite plate for perfection. Each one comes with wheels and an Allen key for those who prefer not to use them.","","116.80","https://drywalltoolbox.com/brands/Columbia/2.5sf.webp"
"COL3 KIT","Columbia 3"" Angle Head Rebuild Kit","Columbia Taping Tools","Columbia 3"" Angle Head Rebuild Kit","","","https://drywalltoolbox.com/brands/Columbia/col3-kit.webp"
"3AH","Columbia 3"" Angle Head w/ Wheels","Columbia Taping Tools","The Columbia 3"" Angle heads are a tool we are especially proud of with their beautiful looks and construction. But above all their beauty, in the corner is all that matters, and they do not disappoint. Whether you are running behind the Corner Roller or skimming on a Corner Box, these tools deliver great corners. They run like they are on ice and leave a finish that is ready to paint.","","443.42","https://drywalltoolbox.com/brands/Columbia/3ah.webp"
"3NS","Columbia 3"" Hinged Nail Spotter","Columbia Taping Tools","Columbia Taping Tools 3"" Nail Spotter is an excellent choice for finishing nail and screw holes. Simply fill the Columbia Nail Spotter with joint compound and run it down the fasteners like your flat box. It simultaneously fills and feathers the holes.","","308.23","https://drywalltoolbox.com/brands/Columbia/3ns.webp"
"G3NS &AMP; C1H","Columbia 3"" Nail Spotter with Featherlight Handle","Columbia Taping Tools","Columbia Taping Tools 3"" Nail Spotter is an excellent choice for finishing nail and screw holes. Simply fill the Columbia Nail Spotter with joint compound and run it down the fasteners like your flat box. It simultaneously fills and feathers the holes. 43"" Columbia One Handle included.","","330.00","https://drywalltoolbox.com/brands/Columbia/g3ns-c1h.webp"
"NPK3","Columbia 3"" PUTTY KNIFE","Columbia Taping Tools","Columbia 3"" PUTTY KNIFE","","11.67","https://drywalltoolbox.com/brands/Columbia/npk3.webp"
"3SF","Columbia 3"" Standard Drywall Corner Flusher with Wheels","Columbia Taping Tools","Columbia 3"" Standard Corner Flushers have redefined angle finishing. They are built from the best materials, but above all, they are each hand ground and checked on a granite plate for perfection. Each one comes with wheels and an Allen key for those who prefer not to use them.","","122.21","https://drywalltoolbox.com/brands/Columbia/3sf.webp"
"3.5AH","Columbia 3.5"" Angle Head w/ Wheels","Columbia Taping Tools","The Columbia 3.5"" Angle Head is a great choice for your finishing coat while using a corner box, compound tube, or MudRunner. It produces a very fine finish on inside 90-degree corners. These NEW Columbia 3.5"" Angle Heads have optional wheels. You can run the angle head with or without the wheels.","","454.23","https://drywalltoolbox.com/brands/Columbia/3.5ah.webp"
"PJK3.5","Columbia 3.5"" Pointing Joint Knife","Columbia Taping Tools","Columbia 3.5"" POINTING JOINT KNIFE","","12.92","https://drywalltoolbox.com/brands/Columbia/pjk3.5.webp"
"3BH","Columbia 36"" 180-Grip Featherweight Flat Box Handle","Columbia Taping Tools","Columbia 36"" Flat Box Handle is a great sized handle for tight areas and low ceilings. It features a 180 degree braking system which allows for greater versatility. The thicker 1.25"" tube feels great in your hands. Will fit all major brands of flat boxes.","","189.26","https://drywalltoolbox.com/brands/Columbia/3bh.webp"
"NPK4","Columbia 4"" PUTTY KNIFE","Columbia Taping Tools","Columbia 4"" PUTTY KNIFE","","12.92","https://drywalltoolbox.com/brands/Columbia/npk4.webp"
"4SF","Columbia 4"" Standard Drywall Corner Flusher with Wheels","Columbia Taping Tools","Columbia 4"" Standard Corner Flushers have redefined angle finishing. They are built from the best materials, but above all, they are each hand-ground and checked on a granite plate for perfection.","","140.60","https://drywalltoolbox.com/brands/Columbia/4sf.webp"
"TSB-48","Columbia 48"" Tomahawk Smoothing Blade","Columbia Taping Tools","The Columbia Tomahawk set of Smoothing Blades is the most durable set on the market today. With no plastic pieces, the Tomahawk doesn't snap under pressure. And because the blades use a Flat Box handle, there are no plastic adaptors that will break with the weight of the larger blades. This also increases the stability and your ability to adjust the angle of attack while in motion. The Columbia Tomahawk will change what the industry expects from a professional grade Smoothing Blade.","","200.08","https://drywalltoolbox.com/brands/Columbia/tsb-48.webp"
"NPK5","Columbia 5"" PUTTY KNIFE","Columbia Taping Tools","Columbia 5"" PUTTY KNIFE","","15.00","https://drywalltoolbox.com/brands/Columbia/npk5.webp"
"501C55","Columbia 5.5"" Flat Box Blade Kit - 3 Blades, 2 Sets of Skid Covers","Columbia Taping Tools","Columbia 5.5"" Flat Box Blade Kit 501C55 - 3 Blades, 2 Sets of Skid Covers","","","https://drywalltoolbox.com/brands/Columbia/501c55.webp"
"CJK6","Columbia 6"" CLIPPED JOINT KNIFE","Columbia Taping Tools","Columbia 6"" CLIPPED JOINT KNIFE","","16.25","https://drywalltoolbox.com/brands/Columbia/cjk6.webp"
"NPK6","Columbia 6"" PUTTY KNIFE","Columbia Taping Tools","Columbia 6"" PUTTY KNIFE","","16.67","https://drywalltoolbox.com/brands/Columbia/npk6.webp"
"GCTBOXSET8/10","Columbia 8"" and 10"" Flat Box Combo","Columbia Taping Tools","Columbia 8"" and 10"" Flat Box Combo Set","","1999.00","https://drywalltoolbox.com/brands/Columbia/gctboxset8-10.webp"
"501C8","Columbia 8"" Flat Box Blade Kit - 3 Blades, 2 Sets of Skid Covers","Columbia Taping Tools","Columbia 8"" Flat Box Blade Kit 501C8 - 3 Blades, 2 Sets of Skid Covers","","","https://drywalltoolbox.com/brands/Columbia/501c8.webp"
"NPK8","Columbia 8"" PUTTY KNIFE","Columbia Taping Tools","Columbia 8"" PUTTY KNIFE","","17.50","https://drywalltoolbox.com/brands/Columbia/npk8.webp"
"8CFB","Columbia 8"" ThrottleBox Angle Box","Columbia Taping Tools","The Columbia 8"" Throttle Box is another great product of ours that offers years of great performance. All billet construction with a threaded stainless steel ball, this Corner Box looks and operates seamlessly. All Columbia Corner Boxes now come standard with automatic capabilities, making pushing the box at least50% easierthan standard boxes. The new springs have adjustable tensions and greatly reduce the occurrence of air pockets while running. The Throttle Box allows the corners to be quickly","","324.45","https://drywalltoolbox.com/brands/Columbia/8cfb.webp"
"CTTPHA","Columbia Aluminum Coarse Thread Adapter","Columbia Taping Tools","Columbia Aluminum Coarse Thread Adapter","","12.99","https://drywalltoolbox.com/brands/Columbia/cttpha.webp"
"FFBR-7-7A","Columbia Box Shoe Maintenance Kit","Columbia Taping Tools","Columbia Box Shoe Maintenance Kit","","","https://drywalltoolbox.com/brands/Columbia/ffbr-7-7a.webp"
"JKBP","Columbia Comfort Grip Putty Knives 3 Pack (4,5+6"")","Columbia Taping Tools","Columbia 4,5,6"" COMFORT GRIP PUTTY/JOINT KNIVES (stainless steel) JKBP","","39.98","https://drywalltoolbox.com/brands/Columbia/jkbp.webp"
"GCOLSEMI-1","Columbia Commando Taping Tool Kit w/ Case","Columbia Taping Tools","Columbia Semi-Automatic Taping Tool Set","","999.00","https://drywalltoolbox.com/brands/Columbia/gcolsemi-1.webp"
"CT-PRO","Columbia Complete Pro Set","Columbia Taping Tools","Columbia Taping Tools Pro Set","","5044.99","https://drywalltoolbox.com/brands/Columbia/ct-pro.webp"
"CC-RK","Columbia Corner Cobra Maintenance Roller Wheel Replacement Kit","Columbia Taping Tools","Columbia Corner Cobra Maintenance Roller Wheel Replacement Kit","","","https://drywalltoolbox.com/brands/Columbia/cc-rk.webp"
"CR","Columbia Corner Roller","Columbia Taping Tools","Columbia Drywall Taping Tools Corner Roller is a smooth-running roller. The wheels are split and made of Stainless Steel and Delrin. This design makes them lighter, easier to clean, and reduces drag. The tape immediately embeds in the corner with all unneeded compound being pushed out from behind.","","167.63","https://drywalltoolbox.com/brands/Columbia/cr.webp"
"GCR &AMP; R-0001","Columbia Corner Roller with Extendable Handle","Columbia Taping Tools","Columbia Drywall Taping Tools Corner Roller is a smooth running roller. The wheels are the split and made of Stainless Steel and Delrin. This design makes them lighter, easier to clean and reduces drag. The smooth twist lock cam handle to be locked at any length between 3' to 8'.","","190.00","https://drywalltoolbox.com/brands/Columbia/gcr-r-0001.webp"
"GCR+CH1","Columbia Corner Roller with ONE Handle","Columbia Taping Tools","The Columbia Inside Corner Roller offers the easiest roll in the industry. With our split wheel design tapes do not drag upon initial contact. The tape immediately imbeds in the corner with all unneeded compound being pushed out from behind.","","190.00","https://drywalltoolbox.com/brands/Columbia/gcr+ch1.webp"
"CTTCT87CS","Columbia Cover Plate Cork Seal","Columbia Taping Tools","Columbia Cover Plate Cork Seal","","7.08","https://drywalltoolbox.com/brands/Columbia/cttct87cs.webp"
"CT-87CS","Columbia Cover Plate Cork Seal","Columbia Taping Tools","Columbia Cover Plate Cork Seal","","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"GTSB-KIT","Columbia Drywall Finishing Tool Smoothing Blade / Wipe Down Knife Triple Combo Set with Handle 10"" - 14"" - 24""","Columbia Taping Tools","The Columbia Tomahawk set of Smoothing Blades is the most durable set on the market today. With no plastic pieces, the Tomahawk doesn't snap under pressure. And because the blades use a Flat Box handle, there are no plastic adaptors that will break with the weight of the larger blades. This also increases the stability and your ability to adjust the angle of attack while in motion. The Columbia Tomahawk will change what the industry expects from a professional-grade Smoothing Blade.","","345.00","https://drywalltoolbox.com/brands/Columbia/gtsb-kit.webp"
"TACSET","Columbia Drywall Taping Tools Tactical Set","Columbia Taping Tools","Special Promo - Columbia Tactical Set with a","","5746.32","https://drywalltoolbox.com/brands/Columbia/tacset.webp"
"FFB9-10","Columbia Flat Box Blade 10""","Columbia Taping Tools","Columbia Flat Box Blade 10"" - FFB9-10","","","https://drywalltoolbox.com/brands/Columbia/ffb9-10.webp"
"FFB9-12","Columbia Flat Box Blade 12""","Columbia Taping Tools","Columbia Flat Box Blade 12"" - FFB9-12","","","https://drywalltoolbox.com/brands/Columbia/ffb9-12.webp"
"FFB9-14","Columbia Flat Box Blade 14""","Columbia Taping Tools","Columbia Flat Box Blade 14"" - FFB9-14","","","https://drywalltoolbox.com/brands/Columbia/ffb9-14.webp"
"FFB9-5.5","Columbia Flat Box Blade 5.5""","Columbia Taping Tools","Columbia Flat Box Blade 5.5"" - FFB9-5.5","","","https://drywalltoolbox.com/brands/Columbia/ffb9-5-5.webp"
"FFB9-7","Columbia Flat Box Blade 7""","Columbia Taping Tools","Columbia Flat Box Blade 7"" - FFB9-7","","","https://drywalltoolbox.com/brands/Columbia/ffb9-7.webp"
"FFB9-8","Columbia Flat Box Blade 8""","Columbia Taping Tools","Columbia Flat Box Blade 8"" - FFB9-8","","","https://drywalltoolbox.com/brands/Columbia/ffb9-8.webp"
"FFB14-10","Columbia Flat Box Door Gasket 10""","Columbia Taping Tools","Columbia Flat Box Door Gasket 10"" - FFB14-10","","","https://drywalltoolbox.com/brands/Columbia/ffb14-10.webp"
"HFBB-14-1","Columbia Flat Box Door Gasket 10in Fat Boy-New Style","Columbia Taping Tools","Columbia Flat Box Door Gasket 10in Fat Boy-New Style - HFBB14-10","","","https://drywalltoolbox.com/brands/Columbia/hfbb-14-1.webp"
"FFB14-8","Columbia Flat Box Door Gasket 8""","Columbia Taping Tools","Columbia Flat Box Door Gasket 8"" - FFB14-8","","","https://drywalltoolbox.com/brands/Columbia/ffb14-8.webp"
"FFB-7A","Columbia Flat Box Shoe (Left) - FFB7A","Columbia Taping Tools","Columbia Flat Box Shoe (Left) - FFB7A","","","https://drywalltoolbox.com/brands/Columbia/ffb-7a.webp"
"FFB-7","Columbia Flat Box Shoe (Right) - FFB7","Columbia Taping Tools","Columbia Flat Box Shoe (Right) - FFB7","","","https://drywalltoolbox.com/brands/Columbia/ffb-7.webp"
"FFB14-12","Columbia Flat Box Std Door Gasket 12""","Columbia Taping Tools","Columbia Flat Box Std Door Gasket 12"" - FFB14-12","","","https://drywalltoolbox.com/brands/Columbia/ffb14-12.webp"
"TC-1","Columbia Flusher Set Tool Case","Columbia Taping Tools","Fits Columbia Semi-Auto Tools, Better-Than-Ever Semi-Auto Tools, Can-Am Semi-Auto Tools, Platinum Semi-Auto Tools, and TapeTech Semi-Auto Tools.","","99.00","https://drywalltoolbox.com/brands/Columbia/tc-1.webp"
"COL-FULLSEMI","Columbia Full Semi Automatic Set","Columbia Taping Tools","Columbia Full Semi Automatic Set","","1177.99","https://drywalltoolbox.com/brands/Columbia/col-fullsemi.webp"
"GN","Columbia Gooseneck","Columbia Taping Tools","Available in our regular and Tallboy, these stainless steel attachments are tough and effective. Rubber covers on the horseshoe protect your taper while being filled.","","108.15","https://drywalltoolbox.com/brands/Columbia/gn.webp"
"HHR-1","Columbia Hydra Handle Repair Kit","Columbia Taping Tools","Columbia Hydra Handle Repair Kit","","","https://drywalltoolbox.com/brands/Columbia/hhr-1.webp"
"MH","Columbia Matrix Extendable Flat Box Handle","Columbia Taping Tools","The Columbia Matrix Flat Box Handle is lightweight and all mechanical. With a 90 degree grip, the Matrix gives you increased control over your box. These handles are durable and extremely long lasting, all while maintaining the comfort and ease of use that you're used to with the Columbia brand of tools. The Columbia Matrix mechanical flat box handle is made of all billet aluminum, ensuring a long life.","","351.49","https://drywalltoolbox.com/brands/Columbia/mh.webp"
"MP-08","Columbia Mud Pump Leg - MP8","Columbia Taping Tools","Columbia Mud Pump Leg - MP8","","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"MP-23","Columbia Mud Pump Mud Pump Seal","Columbia Taping Tools","Columbia Mud Pump Mud Pump Seal - MP23","","","https://drywalltoolbox.com/brands/Columbia/mp-23.webp"
"MP-36","Columbia Mud Pump Nylatron Bushing","Columbia Taping Tools","Columbia Mud Pump Nylatron Bushing - MP36","","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"MP-27C","Columbia Mud Pump O Ring Retainer","Columbia Taping Tools","Columbia Mud Pump O Ring Retainer - MP27C","","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"HNS20","Columbia Nail Spotter Wedge for Skid Nail Spotter","Columbia Taping Tools","Columbia Nail Spotter Wedge for Skid Nail Spotter - HNS20","","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"HNSA-5-2","Columbia Nail Spotter Wheel Kit- 2in","Columbia Taping Tools","Columbia Nail Spotter Wheel Kit- 2in","","","https://drywalltoolbox.com/brands/Columbia/hnsa-5-2.webp"
"GC1HEXT &AMP; AHA","Columbia One Extendable Angle Head Handle 3'-5'","Columbia Taping Tools","Columbia One Extendable Handle","","142.00","https://drywalltoolbox.com/brands/Columbia/gc1hext-aha.webp"
"C1SPTAPER","Columbia One Predator Taper 39"" ""Sawed Off""","Columbia Taping Tools","Sawed Off 39""Columbia One Predator Taper","","1838.55","https://drywalltoolbox.com/brands/Columbia/c1sptaper.webp"
"C1PTAPER","Columbia One Predator Taper 53"" Standard","Columbia Taping Tools","53""Columbia One Predator Taper","","1838.55","https://drywalltoolbox.com/brands/Columbia/c1ptaper.webp"
"C1PBODY","Columbia One Predator Taper Body","Columbia Taping Tools","Columbia One Predator Taper Body (Standard Length)","","389.55","https://drywalltoolbox.com/brands/Columbia/c1pbody.webp"
"C1PHEAD","Columbia One Predator Taper Head Only","Columbia Taping Tools","Columbia One Predator Taper (Head Only)","","1449.00","https://drywalltoolbox.com/brands/Columbia/c1phead.webp"
"C1SPBODY","Columbia One Sawed Off Predator Taper Body","Columbia Taping Tools","Columbia One Predator Taper Body (Standard Length)","","389.55","https://drywalltoolbox.com/brands/Columbia/c1spbody.webp"
"C1TBBODY","Columbia One Tall Boy Predator Taper Body","Columbia Taping Tools","Columbia One Predator Taper Body (Standard Length)","","519.02","https://drywalltoolbox.com/brands/Columbia/c1tbbody.webp"
"CS","Columbia Pole Sander Head Only","Columbia Taping Tools","Incorporates all of the industry's preferred functionality in a beautiful machine billet body. We have chosen to use the standard paint handle thread to give users many handle options.","","32.45","https://drywalltoolbox.com/brands/Columbia/cs.webp"
"C-PFS","Columbia Pro Extendable Finishing Set","Columbia Taping Tools","Enhance your drywall finishing process with theColumbia 10"" and 12"" Pro Finishing Set, a perfect solution to accelerate your workflow. This comprehensive set equips you with all the necessary tools to effortlessly achieve a flawless two-coat finish on flats and inside corners.","","2976.06","https://drywalltoolbox.com/brands/Columbia/c-pfs.webp"
"502H-A","Columbia Pump Rebuild Kit","Columbia Taping Tools","Columbia Pump Rebuild Kit","","","https://drywalltoolbox.com/brands/Columbia/502h-a.webp"
"SB2-10","Columbia Replacement 10"" Blade for Tomahawk","Columbia Taping Tools","Columbia Replacement 10"" Blade for Tomahawk","","","https://drywalltoolbox.com/brands/Columbia/sb2-10.webp"
"FFB14D","Columbia Replacement 12"" Classic Flat Box Wiper Gasket","Columbia Taping Tools","Columbia Replacement 12"" Classic Flat Box Wiper Gasket","","","https://drywalltoolbox.com/brands/Columbia/ffb14d.webp"
"SB2-40","Columbia Replacement 40"" Blade for Tomahawk","Columbia Taping Tools","Columbia Replacement 40"" Blade for Tomahawk","","","https://drywalltoolbox.com/brands/Columbia/sb2-40.webp"
"SB2-48","Columbia Replacement 48"" Blade for Tomahawk","Columbia Taping Tools","Columbia Replacement 48"" Blade for Tomahawk","","","https://drywalltoolbox.com/brands/Columbia/sb2-48.webp"
"CC5","Columbia Roller for Corner Cobra","Columbia Taping Tools","Columbia Roller for Corner Cobra - CC5","","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
