Type,SKU,Parent SKU,Slug,Name,Published,Visibility in catalog,Short description,Description,Regular price,In stock?,Categories,Tags,Brands,Parent,Position,Attribute 1 name,Attribute 1 value(s),Attribute 2 name,Attribute 2 value(s),meta:product_family,meta:model,meta:search_keywords,meta:seo_title,meta:seo_description,meta:seo_robots,meta:seo_focus_keyword,meta:schema_brand,meta:schema_mpn,meta:schema_condition
variation,5-124,BLUE-STEEL-TAPING-KNIFE-SOFT-GRIP-HANDLE,level-5-blue-steel-taping-knife-soft-grip-handle-8,"Level5 Blue Steel Taping Knife - Soft Grip Handle -  8""",1,visible,,,17.0,1,Drywall Finishing Tools > Level 5 > Knives & Blades,"5-122, 5-124, 5-126, 5-127, 5-128, Level 5, Knives & Blades, blue steel, level 5, level5, soft grip, taping knife",Level 5,BLUE-STEEL-TAPING-KNIFE-SOFT-GRIP-HANDLE,2,Size,"8""",,,Level 5 Blue Steel Taping Knife,5-124,"Level 5 Blue Steel Taping Knife - Soft Grip Handle - [5-124], Level 5, Drywall Finishing Tools > Level 5 > Knives & Blades, 5-124","Level5 Blue Steel Taping Knife - Soft Grip Handle -  8""",,"index,follow",Level 5 Blue Steel Taping Knife - Soft Grip Handle - [5-124],Level 5,5-124,NewCondition
variation,5-126,BLUE-STEEL-TAPING-KNIFE-SOFT-GRIP-HANDLE,level-5-blue-steel-taping-knife-soft-grip-handle-10,"Level5 Blue Steel Taping Knife - Soft Grip Handle -  10""",1,visible,,,18.0,1,Drywall Finishing Tools > Level 5 > Knives & Blades,"5-122, 5-124, 5-126, 5-127, 5-128, Level 5, Knives & Blades, blue steel, level 5, level5, soft grip, taping knife",Level 5,BLUE-STEEL-TAPING-KNIFE-SOFT-GRIP-HANDLE,3,Size,"10""",,,Level 5 Blue Steel Taping Knife,5-126,"Level 5 Blue Steel Taping Knife - Soft Grip Handle - [5-126], Level 5, Drywall Finishing Tools > Level 5 > Knives & Blades, 5-126","Level5 Blue Steel Taping Knife - Soft Grip Handle -  10""",,"index,follow",Level 5 Blue Steel Taping Knife - Soft Grip Handle - [5-126],Level 5,5-126,NewCondition
variation,5-127,BLUE-STEEL-TAPING-KNIFE-SOFT-GRIP-HANDLE,level-5-blue-steel-taping-knife-soft-grip-handle-12,"Level5 Blue Steel Taping Knife - Soft Grip Handle -  12""",1,visible,,,19.0,1,Drywall Finishing Tools > Level 5 > Knives & Blades,"5-122, 5-124, 5-126, 5-127, 5-128, Level 5, Knives & Blades, blue steel, level 5, level5, soft grip, taping knife",Level 5,BLUE-STEEL-TAPING-KNIFE-SOFT-GRIP-HANDLE,4,Size,"12""",,,Level 5 Blue Steel Taping Knife,5-127,"Level 5 Blue Steel Taping Knife - Soft Grip Handle - [5-127], Level 5, Drywall Finishing Tools > Level 5 > Knives & Blades, 5-127","Level5 Blue Steel Taping Knife - Soft Grip Handle -  12""",,"index,follow",Level 5 Blue Steel Taping Knife - Soft Grip Handle - [5-127],Level 5,5-127,NewCondition
variation,5-128,BLUE-STEEL-TAPING-KNIFE-SOFT-GRIP-HANDLE,level-5-blue-steel-taping-knife-soft-grip-handle-14,"Level5 Blue Steel Taping Knife - Soft Grip Handle -  14""",1,visible,,,20.0,1,Drywall Finishing Tools > Level 5 > Knives & Blades,"5-122, 5-124, 5-126, 5-127, 5-128, Level 5, Knives & Blades, blue steel, level 5, level5, soft grip, taping knife",Level 5,BLUE-STEEL-TAPING-KNIFE-SOFT-GRIP-HANDLE,5,Size,"14""",,,Level 5 Blue Steel Taping Knife,5-128,"Level 5 Blue Steel Taping Knife - Soft Grip Handle - [5-128], Level 5, Drywall Finishing Tools > Level 5 > Knives & Blades, 5-128","Level5 Blue Steel Taping Knife - Soft Grip Handle -  14""",,"index,follow",Level 5 Blue Steel Taping Knife - Soft Grip Handle - [5-128],Level 5,5-128,NewCondition
variable,CARBON-STEEL-FINISHING-KNIFE-WITH-SOFT-GRIP-HANDLE,,level-5-carbon-steel-finishing-knife-with-soft-grip-handle,Level5 Carbon Steel Finishing Knife with Soft Grip Handle,1,visible,"Level 5 hand tools have been built with over 20 years of feedback and input from professional finishers. Built to last with industry leading designs and high-quality materials and workmanship, these tools perform like no other.","<p>Level 5 hand tools have been built with over 20 years of feedback and input from professional finishers. Built to last with industry leading designs and high-quality materials and workmanship, these tools perform like no other.</p> <h3>Features</h3> <ul> <li>Precision-ground blade provides the proper flex point and feel for smooth finish</li> <li>Blade ground to match a “broken-in” feel from the first use</li> <li>High quality, carbon steel blade is mirror-polished for easy cleanup</li> <li>Strong, lightweight soft-grip handle</li> <li>Ergonomic design helps reduce fatigue</li> <li>Metal hammer end</li> </ul>",,1,Drywall Finishing Tools > Level 5 > Knives & Blades,"5-149, 5-150, 5-151, 5-152, 5-154, 5-156, Level 5, Knives & Blades, joint knife",Level 5,,0,Size,"3"" | 4"" | 5"" | 6"" | 8"" | 10""",,,Level 5 Carbon Steel Finishing Knife with Soft Grip Handle,LVL5-LEVEL-5-CARBON-STEEL-FINISHING-KNIFE-WITH-SOFT-GRIP-HANDLE,"Level 5 Carbon Steel Finishing Knife with Soft Grip Handle - [5-149, 5-150, 5-151, 5-152, 5-154, 5-156], Level 5, Drywall Finishing Tools > Level 5 > Knives & Blades, LVL5-LEVEL-5-CARBON-STEEL-FINISHING-KNIFE-WITH-SOFT-GRIP-HANDLE",Level5 Carbon Steel Finishing Knife with Soft Grip Handle -,Level 5 hand tools have been built with over 20 years of feedback and input from professional finishers. Built to last with industry leading designs and hi,"index,follow","Level 5 Carbon Steel Finishing Knife with Soft Grip Handle - [5-149, 5-150, 5-151, 5-152, 5-154, 5-156]",Level 5,"5-149, 5-150, 5-151, 5-152, 5-154, 5-156",NewCondition
variation,5-149,CARBON-STEEL-FINISHING-KNIFE-WITH-SOFT-GRIP-HANDLE,level-5-carbon-steel-finishing-knife-with-soft-grip-handle-3,"Level5 Carbon Steel Finishing Knife with Soft Grip Handle -  3""",1,visible,,,13.0,1,Drywall Finishing Tools > Level 5 > Knives & Blades,"5-149, 5-150, 5-151, 5-152, 5-154, 5-156, Level 5, Knives & Blades, joint knife",Level 5,CARBON-STEEL-FINISHING-KNIFE-WITH-SOFT-GRIP-HANDLE,1,Size,"3""",,,Level 5 Carbon Steel Finishing Knife with Soft Grip Handle,5-149,"Level 5 Carbon Steel Finishing Knife with Soft Grip Handle - [5-149], Level 5, Drywall Finishing Tools > Level 5 > Knives & Blades, 5-149","Level5 Carbon Steel Finishing Knife with Soft Grip Handle -  3""",,"index,follow",Level 5 Carbon Steel Finishing Knife with Soft Grip Handle - [5-149],Level 5,5-149,NewCondition
variation,5-150,CARBON-STEEL-FINISHING-KNIFE-WITH-SOFT-GRIP-HANDLE,level-5-carbon-steel-finishing-knife-with-soft-grip-handle-4,"Level5 Carbon Steel Finishing Knife with Soft Grip Handle -  4""",1,visible,,,15.0,1,Drywall Finishing Tools > Level 5 > Knives & Blades,"5-149, 5-150, 5-151, 5-152, 5-154, 5-156, Level 5, Knives & Blades, joint knife",Level 5,CARBON-STEEL-FINISHING-KNIFE-WITH-SOFT-GRIP-HANDLE,2,Size,"4""",,,Level 5 Carbon Steel Finishing Knife with Soft Grip Handle,5-150,"Level 5 Carbon Steel Finishing Knife with Soft Grip Handle - [5-150], Level 5, Drywall Finishing Tools > Level 5 > Knives & Blades, 5-150","Level5 Carbon Steel Finishing Knife with Soft Grip Handle -  4""",,"index,follow",Level 5 Carbon Steel Finishing Knife with Soft Grip Handle - [5-150],Level 5,5-150,NewCondition
variation,5-151,CARBON-STEEL-FINISHING-KNIFE-WITH-SOFT-GRIP-HANDLE,level-5-carbon-steel-finishing-knife-with-soft-grip-handle-5,"Level5 Carbon Steel Finishing Knife with Soft Grip Handle -  5""",1,visible,,,16.0,1,Drywall Finishing Tools > Level 5 > Knives & Blades,"5-149, 5-150, 5-151, 5-152, 5-154, 5-156, Level 5, Knives & Blades, joint knife",Level 5,CARBON-STEEL-FINISHING-KNIFE-WITH-SOFT-GRIP-HANDLE,3,Size,"5""",,,Level 5 Carbon Steel Finishing Knife with Soft Grip Handle,5-151,"Level 5 Carbon Steel Finishing Knife with Soft Grip Handle - [5-151], Level 5, Drywall Finishing Tools > Level 5 > Knives & Blades, 5-151","Level5 Carbon Steel Finishing Knife with Soft Grip Handle -  5""",,"index,follow",Level 5 Carbon Steel Finishing Knife with Soft Grip Handle - [5-151],Level 5,5-151,NewCondition
variation,5-152,CARBON-STEEL-FINISHING-KNIFE-WITH-SOFT-GRIP-HANDLE,level-5-carbon-steel-finishing-knife-with-soft-grip-handle-6,"Level5 Carbon Steel Finishing Knife with Soft Grip Handle -  6""",1,visible,,,17.0,0,Drywall Finishing Tools > Level 5 > Knives & Blades,"5-149, 5-150, 5-151, 5-152, 5-154, 5-156, Level 5, Knives & Blades, joint knife",Level 5,CARBON-STEEL-FINISHING-KNIFE-WITH-SOFT-GRIP-HANDLE,4,Size,"6""",,,Level 5 Carbon Steel Finishing Knife with Soft Grip Handle,5-152,"Level 5 Carbon Steel Finishing Knife with Soft Grip Handle - [5-152], Level 5, Drywall Finishing Tools > Level 5 > Knives & Blades, 5-152","Level5 Carbon Steel Finishing Knife with Soft Grip Handle -  6""",,"index,follow",Level 5 Carbon Steel Finishing Knife with Soft Grip Handle - [5-152],Level 5,5-152,NewCondition
variation,5-154,CARBON-STEEL-FINISHING-KNIFE-WITH-SOFT-GRIP-HANDLE,level-5-carbon-steel-finishing-knife-with-soft-grip-handle-8,"Level5 Carbon Steel Finishing Knife with Soft Grip Handle -  8""",1,visible,,,18.0,1,Drywall Finishing Tools > Level 5 > Knives & Blades,"5-149, 5-150, 5-151, 5-152, 5-154, 5-156, Level 5, Knives & Blades, joint knife",Level 5,CARBON-STEEL-FINISHING-KNIFE-WITH-SOFT-GRIP-HANDLE,5,Size,"8""",,,Level 5 Carbon Steel Finishing Knife with Soft Grip Handle,5-154,"Level 5 Carbon Steel Finishing Knife with Soft Grip Handle - [5-154], Level 5, Drywall Finishing Tools > Level 5 > Knives & Blades, 5-154","Level5 Carbon Steel Finishing Knife with Soft Grip Handle -  8""",,"index,follow",Level 5 Carbon Steel Finishing Knife with Soft Grip Handle - [5-154],Level 5,5-154,NewCondition
variation,5-156,CARBON-STEEL-FINISHING-KNIFE-WITH-SOFT-GRIP-HANDLE,level-5-carbon-steel-finishing-knife-with-soft-grip-handle-10,"Level5 Carbon Steel Finishing Knife with Soft Grip Handle -  10""",1,visible,,,19.0,1,Drywall Finishing Tools > Level 5 > Knives & Blades,"5-149, 5-150, 5-151, 5-152, 5-154, 5-156, Level 5, Knives & Blades, joint knife",Level 5,CARBON-STEEL-FINISHING-KNIFE-WITH-SOFT-GRIP-HANDLE,6,Size,"10""",,,Level 5 Carbon Steel Finishing Knife with Soft Grip Handle,5-156,"Level 5 Carbon Steel Finishing Knife with Soft Grip Handle - [5-156], Level 5, Drywall Finishing Tools > Level 5 > Knives & Blades, 5-156","Level5 Carbon Steel Finishing Knife with Soft Grip Handle -  10""",,"index,follow",Level 5 Carbon Steel Finishing Knife with Soft Grip Handle - [5-156],Level 5,5-156,NewCondition
simple,5-603,,level-5-carbon-steel-joint-knife-set-5-603,Level5 Carbon Steel Joint Knife Set 5 - 603,1,visible,"This LEVEL 5 Carbon Steel Joint Knife Set includes five high-grade carbon steel joint knives (4"", 5"", 6"", 8"", 10"") with soft-grip handles. Our carbon steel joint knives feature incredibly strong, high-grade carbon steel blades for superior strength and durability versus stainless steel.","<p>This LEVEL 5 Carbon Steel Joint Knife Set includes five high-grade carbon steel joint knives (4"", 5"", 6"", 8"", 10"") with soft-grip handles. Our carbon steel joint knives feature incredibly strong, high-grade carbon steel blades for superior strength and durability versus stainless steel.</p> <p>LEVEL5 Carbon Steel Joint Knives with Soft-Grip Handles offer precision flex and feel for a smoother finish. These knives feature an incredibly strong, high-grade carbon steel blade construction for superior strength and durability.</p> <p>LEVEL5 Hand Tool Sets offer professional drywall finishers an array of options for high-performance hand tools.</p> <h3>Features</h3> <ul> <li>Precision-ground blade provides the proper flex point and feel for smooth finish.</li> <li>High quality carbon steel blade offers superior durability over steel.</li> <li>Lightweight soft-grip handle ergonomically designed for all-day use.</li> <li>Metal hammer end for setting drywall nails.</li> <li>Stay organized. All LEVEL5 hand tools feature large hang holes.</li> </ul>",82.0,1,Drywall Finishing Tools > Level 5 > Knives & Blades,"5-603, Level 5, Knives & Blades, carbon steel, hand tool set, joint knife set, level 5 drywall tools, level 5 hand tool set, level 5 sets, level5, level5 taping knife set, taping knife set",Level 5,,0,,,,,Level 5 Carbon Steel Joint Knife Set 5,5-603,"Level 5 Carbon Steel Joint Knife Set 5-603 - [5-603], Level 5, Drywall Finishing Tools > Level 5 > Knives & Blades, 5-603",Level5 Carbon Steel Joint Knife Set 5 - 603 -,"This LEVEL 5 Carbon Steel Joint Knife Set includes five high-grade carbon steel joint knives (4"", 5"", 6"", 8"", 10"") with soft-grip handles. Our carbon steel","index,follow",Level 5 Carbon Steel Joint Knife Set 5-603 - [5-603],Level 5,5-603,NewCondition
simple,5-200,,level-5-carbon-steel-specialized-putty-knife-with-soft-grip-handle,Level5 Carbon Steel Specialized Putty Knife with Soft Grip Handle,1,visible,"Use the LEVEL5 9-in-1 Multi-tool as a compound scraper, screwdriver, roller cleaner, bottle opener and more. This is your ""go-to"" hand tool which features a polished carbon steel blade for superior durability.","<p>Use the LEVEL5 9-in-1 Multi-tool as a compound scraper, screwdriver, roller cleaner, bottle opener and more. This is your ""go-to"" hand tool which features a polished carbon steel blade for superior durability.</p> <h3>Features</h3> <ul> <li>Heavy duty, rigid high-carbon steel blade with full tang through the handle.</li> <li>Hardened and tempered to stay sharp for a long service life.</li> <li>Blade is lacquered for corrosion resistance.</li> <li>Large hang hole for effortless organization.</li> <li>Lightweight, impact resistant nylon handle designed for daily use with minimal fatigue.</li> </ul>",15.0,1,Drywall Finishing Tools > Level 5 > Knives & Blades,"5-200, Level 5, Knives & Blades, joint knife, level 5, level5",Level 5,,0,,,,,Level 5 Carbon Steel Specialized Putty Knife with Soft Grip Handle,5-200,"Level 5 Carbon Steel Specialized Putty Knife with Soft Grip Handle - [5-200], Level 5, Drywall Finishing Tools > Level 5 > Knives & Blades, 5-200",Level5 Carbon Steel Specialized Putty Knife with Soft Grip Handle -,"Use the LEVEL5 9-in-1 Multi-tool as a compound scraper, screwdriver, roller cleaner, bottle opener and more. This is your ""go-to"" hand tool which features ","index,follow",Level 5 Carbon Steel Specialized Putty Knife with Soft Grip Handle - [5-200],Level 5,5-200,NewCondition
variable,COMPOSITE-SKIMMING-BLADE,,level-5-composite-skimming-blade,Level5 Composite Skimming Blade,1,visible,"Level 5's patent-pending skimming blades have been developed and refined through years of feedback from professional finishers. Although competitively priced, they are the highest quality line of skimming blades available on the market today.","<p>Level 5's patent-pending skimming blades have been developed and refined through years of feedback from professional finishers. Although competitively priced, they are the highest quality line of skimming blades available on the market today.<br/></p> <h3>Features</h3> <ul> <li>Smooth and finish compound to perfection.</li> <li>Patent pending polmer blade back is lightweight, but offers high strength and rigidity.</li> <li>Proprietary internal lattice provides outstanding rigidity across the entire blade length.</li> <li>0.3mm high quality, high precision European stainless steel blades that are replaceable if damaged or worn.</li> <li>High impact, glass-filled composite end caps can be removed for quick and easy blade change</li> <li>Optional handle adapter and extendable handles for working with high ceilings.</li> <li>5 lengths available: 10″, 14″, 16″, 24″ and 32″</li> </ul> <p><strong>EXTENSION POLE AND ADAPTER SOLD SEPARATELY.</strong></p> <ul></ul>",,1,Drywall Finishing Tools > Level 5 > Knives & Blades,"4-910C, 4-914C, 4-916C, 4-924C, 4-932C, Level 5, Knives & Blades, composite skimming blade, skimming blades, smoothing blade",Level 5,,0,Size,"10"" | 14"" | 16"" | 24"" | 32""",,,Level 5 Composite Skimming Blade,LVL5-LEVEL-5-COMPOSITE-SKIMMING-BLADE,"Level 5 Composite Skimming Blade - [4-910C, 4-914C, 4-916C, 4-924C, 4-932C], Level 5, Drywall Finishing Tools > Level 5 > Knives & Blades, LVL5-LEVEL-5-COMPOSITE-SKIMMING-BLADE",Level5 Composite Skimming Blade -,Level 5's patent-pending skimming blades have been developed and refined through years of feedback from professional finishers. Although competitively pric,"index,follow","Level 5 Composite Skimming Blade - [4-910C, 4-914C, 4-916C, 4-924C, 4-932C]",Level 5,"4-910C, 4-914C, 4-916C, 4-924C, 4-932C",NewCondition
variation,4-910C,COMPOSITE-SKIMMING-BLADE,level-5-composite-skimming-blade-10,"Level5 Composite Skimming Blade -  10""",1,visible,,,42.0,1,Drywall Finishing Tools > Level 5 > Knives & Blades,"4-910C, 4-914C, 4-916C, 4-924C, 4-932C, Level 5, Knives & Blades, composite skimming blade, skimming blades, smoothing blade",Level 5,COMPOSITE-SKIMMING-BLADE,1,Size,"10""",,,Level 5 Composite Skimming Blade,4-910C,"Level 5 Composite Skimming Blade - [4-910C], Level 5, Drywall Finishing Tools > Level 5 > Knives & Blades, 4-910C","Level5 Composite Skimming Blade -  10""",,"index,follow",Level 5 Composite Skimming Blade - [4-910C],Level 5,4-910C,NewCondition
variation,4-914C,COMPOSITE-SKIMMING-BLADE,level-5-composite-skimming-blade-14,"Level5 Composite Skimming Blade -  14""",1,visible,,,53.0,1,Drywall Finishing Tools > Level 5 > Knives & Blades,"4-910C, 4-914C, 4-916C, 4-924C, 4-932C, Level 5, Knives & Blades, composite skimming blade, skimming blades, smoothing blade",Level 5,COMPOSITE-SKIMMING-BLADE,2,Size,"14""",,,Level 5 Composite Skimming Blade,4-914C,"Level 5 Composite Skimming Blade - [4-914C], Level 5, Drywall Finishing Tools > Level 5 > Knives & Blades, 4-914C","Level5 Composite Skimming Blade -  14""",,"index,follow",Level 5 Composite Skimming Blade - [4-914C],Level 5,4-914C,NewCondition
variation,4-916C,COMPOSITE-SKIMMING-BLADE,level-5-composite-skimming-blade-16,"Level5 Composite Skimming Blade -  16""",1,visible,,,61.0,1,Drywall Finishing Tools > Level 5 > Knives & Blades,"4-910C, 4-914C, 4-916C, 4-924C, 4-932C, Level 5, Knives & Blades, composite skimming blade, skimming blades, smoothing blade",Level 5,COMPOSITE-SKIMMING-BLADE,3,Size,"16""",,,Level 5 Composite Skimming Blade,4-916C,"Level 5 Composite Skimming Blade - [4-916C], Level 5, Drywall Finishing Tools > Level 5 > Knives & Blades, 4-916C","Level5 Composite Skimming Blade -  16""",,"index,follow",Level 5 Composite Skimming Blade - [4-916C],Level 5,4-916C,NewCondition
variation,4-924C,COMPOSITE-SKIMMING-BLADE,level-5-composite-skimming-blade-24,"Level5 Composite Skimming Blade -  24""",1,visible,,,79.0,1,Drywall Finishing Tools > Level 5 > Knives & Blades,"4-910C, 4-914C, 4-916C, 4-924C, 4-932C, Level 5, Knives & Blades, composite skimming blade, skimming blades, smoothing blade",Level 5,COMPOSITE-SKIMMING-BLADE,4,Size,"24""",,,Level 5 Composite Skimming Blade,4-924C,"Level 5 Composite Skimming Blade - [4-924C], Level 5, Drywall Finishing Tools > Level 5 > Knives & Blades, 4-924C","Level5 Composite Skimming Blade -  24""",,"index,follow",Level 5 Composite Skimming Blade - [4-924C],Level 5,4-924C,NewCondition
variation,4-932C,COMPOSITE-SKIMMING-BLADE,level-5-composite-skimming-blade-32,"Level5 Composite Skimming Blade -  32""",1,visible,,,102.0,1,Drywall Finishing Tools > Level 5 > Knives & Blades,"4-910C, 4-914C, 4-916C, 4-924C, 4-932C, Level 5, Knives & Blades, composite skimming blade, skimming blades, smoothing blade",Level 5,COMPOSITE-SKIMMING-BLADE,5,Size,"32""",,,Level 5 Composite Skimming Blade,4-932C,"Level 5 Composite Skimming Blade - [4-932C], Level 5, Drywall Finishing Tools > Level 5 > Knives & Blades, 4-932C","Level5 Composite Skimming Blade -  32""",,"index,follow",Level 5 Composite Skimming Blade - [4-932C],Level 5,4-932C,NewCondition
simple,4-941C,,level-5-composite-skimming-blade-pole-adapter,Level5 Composite Skimming Blade Pole Adapter,1,visible,The LEVEL5 Composite Skimming Blade Handle Adapter is used to connect a range of extendable handles to LEVEL5 Skimming Blades.,"<p>The LEVEL5 Composite Skimming Blade Handle Adapter is used to connect a range of extendable handles to LEVEL5 Skimming Blades.</p> <p>LEVEL5 composite Skimming Blades feature a composite blade back that is easily affixed to LEVEL5's range of specialized skimming blade handles. Simply connect your skimming blade to a handle using this skimming blade handle adapter to get that extra versatility needed to finish high walls &amp; ceilings. Attaching a handle to your skimming blade can also significantly increase your finishing speed as well as reduce strain on your wrists and back.<br/>The LEVEL5 skimming blade handle adapter is manufactured using a lightweight but highly resilient glass-filled composite material for long lasting durability. LEVEL5 skimming blade handles snap into place via two buttons on the handle to ensure a tight fit that won't wobble or unscrew during use. A thumb screw on the handle adapter allows LEVEL5 Skimming Blades to be fixed securely at a wide range of angles.</p> <h3>Design Features</h3> <p>Quick-release handle adapter design allows for on-the-fly changes between different handle lengths without compromising rigidity.<br/>Each adapter also features two quick release tabs on the top of the handle adapter; when these tabs are pulled up, the handle adapter pops off the aluminum skimming blade housing.</p> <p>Constructed from highly resilient, glass-filled composite for long lasting durability.<br/>Attaches to one of three LEVEL5 skimming blade extension handles (Short, Medium &amp; Long).</p> <p>Both the handle adapter and LEVEL5 skimming blade housings have centering lines. This enables these components to be easily aligned for a perfect balance and even blade pressure.</p> <p><em><strong>Extension pole and skimming blade sold separately.</strong></em></p>",43.0,1,Drywall Finishing Tools > Level 5 > Handles & Extensions,"4-941C, Level 5, Handles & Extensions, adaptor for pole, blade, finishing blade, finishing blade adaptor, finishing blades, level 5 adaptor, level 5 skim blade, level5, pole adaptor, skim blade, skimming blades, smoothing blade, wiping blade",Level 5,,0,,,,,Level 5 Composite Skimming Blade Pole Adapter,4-941C,"Level 5 Composite Skimming Blade Pole Adapter - [4-941C], Level 5, Drywall Finishing Tools > Level 5 > Handles & Extensions, 4-941C",Level5 Composite Skimming Blade Pole Adapter -,The LEVEL5 Composite Skimming Blade Handle Adapter is used to connect a range of extendable handles to LEVEL5 Skimming Blades.,"index,follow",Level 5 Composite Skimming Blade Pole Adapter - [4-941C],Level 5,4-941C,NewCondition
simple,5-440C,,level-5-composite-skimming-blade-set-10-16-24-with-extendable-handle,"Level5 Composite Skimming Blade Set - 10"", 16"", 24"" with Extendable Handle",1,visible,LEVEL5 Drywall Composite Skimming Blades Set adds that extra edge to your finishing tool arsenal. This is an all-in-one drywall skimming tool set ideal for smoothing and finishing fresh compound on walls and ceilings.,"<p>LEVEL5 Drywall Composite Skimming Blades Set adds that extra edge to your finishing tool arsenal. This is an all-in-one drywall skimming tool set ideal for smoothing and finishing fresh compound on walls and ceilings.</p> <p>Composite skimming blades are ideal for smoothing and finishing walls and ceilings with minimal lap marks. It can be used on drywall mud, plaster and other wall finishing compounds with professional results. A handle can also be attached for additional reach and comfort.</p> <h3>Features</h3> <ul> <li>Smooth and finish compound to perfection. </li> <li>Composite blade back is lightweight but offers high strength and rigidity. </li> <li>Proprietary internal lattice provides outstanding rigidity across the entire blade length. </li> <li>0.3mm high quality, high precision European stainless steel blade inserts are replaceable if damaged or worn. </li> <li>High impact, glass-filled composite end caps that can be easily removed for replacing blade inserts. </li> <li>Optional handle adapter and extendable handles for working with high ceilings.</li> </ul>",282.0,1,Drywall Finishing Tools > Level 5 > Tool Sets & Kits,"4-910C, 4-916C, 4-924C, 4-942C, 5-440C, Level 5, Tool Sets & Kits, composite skimming blade, composite skimming blade set, level 5, level 5 set, set, smoothing blade",Level 5,,0,,,,,Level 5 Composite Skimming Blade Set,5-440C,"Level 5 Composite Skimming Blade Set - 10"", 16"", 24"" with Extendable Handle - [5-440C], Level 5, Drywall Finishing Tools > Level 5 > Tool Sets & Kits, 5-440C","Level5 Composite Skimming Blade Set - 10"", 16"", 24"" with Extendable Handle -",LEVEL5 Drywall Composite Skimming Blades Set adds that extra edge to your finishing tool arsenal. This is an all-in-one drywall skimming tool set ideal for,"index,follow","Level 5 Composite Skimming Blade Set - 10"", 16"", 24"" with Extendable Handle - [5-440C]",Level 5,5-440C,NewCondition
