brand,official_sku,normalized_sku,product_name,alternate_names,section,catalog_item_type,launch_candidate,source_pdf,source_pdf_pages,source_catalog_pages,source_item_nos,source_lines,extraction_methods,source_validation,price,price_source,notes
TapeTech,QB8003-5,QB8003-5,Flat Finishing Blade Profile,,QuickBox QSX / Common Wear Parts,common_wear_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,22,30,QB8003-5,"QB6003-5, QB8003-5 QB6023-5, QB8023-5 QB6033-5 QB6043-5, QB8043-5",pdf_text,sku_found_in_pdf_text,,,
TapeTech,QB8023-5,QB8023-5,.045 Crowned Finishing Blade Profile,,QuickBox QSX / Common Wear Parts,common_wear_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,22,30,QB8023-5,"QB6003-5, QB8003-5 QB6023-5, QB8023-5 QB6033-5 QB6043-5, QB8043-5",pdf_text,sku_found_in_pdf_text,,,
TapeTech,QB8043-5,QB8043-5,Notched Blade Profile for adhesive applications,,QuickBox QSX / Common Wear Parts,common_wear_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,22,30,QB8043-5,"QB6003-5, QB8003-5 QB6023-5, QB8023-5 QB6033-5 QB6043-5, QB8043-5",pdf_text,sku_found_in_pdf_text,,,
TapeTech,FBH2642TT-CF,FBH2642TT-CF,Carbon Fiber Box Handle (extendable),,Carbon Fiber Box Handles,tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,23,31,FBH2642TT-CF,FBH2642TT-CF,pdf_text,sku_found_in_pdf_text,,,
TapeTech,FBH4272TT-CF,FBH4272TT-CF,Carbon Fiber Box Handle (extendable),,Carbon Fiber Box Handles,tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,23,31,FBH4272TT-CF,FBH4272TT-CF,pdf_text,sku_found_in_pdf_text,,,
TapeTech,8034TT,8034TT,"34"" Box Handle",,Box Handles,tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,24,32,8034TT,"8034TT - 34"" Box Handle 8042TT - 42"" Box Handle 8054TT - 54"" Box Handle 8072TT - 72"" Box Handle",pdf_text,sku_found_in_pdf_text,,,
TapeTech,8042TT,8042TT,"42"" Box Handle",,Box Handles,tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,24,32,8042TT,"8034TT - 34"" Box Handle 8042TT - 42"" Box Handle 8054TT - 54"" Box Handle 8072TT - 72"" Box Handle",pdf_text,sku_found_in_pdf_text,,,
TapeTech,8054TT,8054TT,"54"" Box Handle",,Box Handles,tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,24,32,8054TT,"8034TT - 34"" Box Handle 8042TT - 42"" Box Handle 8054TT - 54"" Box Handle 8072TT - 72"" Box Handle",pdf_text,sku_found_in_pdf_text,,,
TapeTech,8072TT,8072TT,"72"" Box Handle",,Box Handles,tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,24,32,8072TT,"8034TT - 34"" Box Handle 8042TT - 42"" Box Handle 8054TT - 54"" Box Handle 8072TT - 72"" Box Handle",pdf_text,sku_found_in_pdf_text,,,
TapeTech,8134TT,8134TT,"34"" EasyFinish Handle",,Box Handles,tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,24,32,8134TT,"8134TT - 34"" EasyFinish™ Handle 8142TT - 42"" EasyFinish™ Handle 8154TT - 54"" EasyFinish™ Handle 8172TT - 72"" EasyFinish™ Handle",pdf_text,sku_found_in_pdf_text,,,
TapeTech,8142TT,8142TT,"42"" EasyFinish Handle",,Box Handles,tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,24,32,8142TT,"8134TT - 34"" EasyFinish™ Handle 8142TT - 42"" EasyFinish™ Handle 8154TT - 54"" EasyFinish™ Handle 8172TT - 72"" EasyFinish™ Handle",pdf_text,sku_found_in_pdf_text,,,
TapeTech,8154TT,8154TT,"54"" EasyFinish Handle",,Box Handles,tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,24,32,8154TT,"8134TT - 34"" EasyFinish™ Handle 8142TT - 42"" EasyFinish™ Handle 8154TT - 54"" EasyFinish™ Handle 8172TT - 72"" EasyFinish™ Handle",pdf_text,sku_found_in_pdf_text,,,
TapeTech,8172TT,8172TT,"72"" EasyFinish Handle",,Box Handles,tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,24,32,8172TT,"8134TT - 34"" EasyFinish™ Handle 8142TT - 42"" EasyFinish™ Handle 8154TT - 54"" EasyFinish™ Handle 8172TT - 72"" EasyFinish™ Handle",pdf_text,sku_found_in_pdf_text,,,
TapeTech,88TTE,88TTE,Box XTender Handle,,Box Handles,tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,24,32,88TTE,88TTE - Box XTender® Handle,pdf_text,sku_found_in_pdf_text,,,
TapeTech,BH,BH,Brakeless Box Handle,,Brakeless Box Handles,tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,25,33,BH,The new TapeTech brakeless finishing box handles – Models BH and BHE – are perfect for both new or experienced ATF tool users. The friction brake design,pdf_text,sku_found_in_pdf_text,,,
TapeTech,BHE,BHE,Brakeless Box Handle (extendable),,Brakeless Box Handles,tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,25,33,BHE,The new TapeTech brakeless finishing box handles – Models BH and BHE – are perfect for both new or experienced ATF tool users. The friction brake design,pdf_text,sku_found_in_pdf_text,,,
TapeTech,BHE-SW,BHE-SW,Rotational Brakeless Finishing Box Handle,,SideWinder,tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,26,34,BHE-SW,BHE-SW - Rotational Brakeless Finishing Box Handle,pdf_text,sku_found_in_pdf_text,,,
TapeTech,8000TT,8000TT,Wizard Compact Finishing Box Handle,,Wizard Compact Finishing Box Handle,tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,27,35,8000TT,8000TT - Wizard® Compact Finishing Box Handle 8000TT-PA - Wizard® Compact Finishing Box Handle for Power Assist®,pdf_text,sku_found_in_pdf_text,,,
TapeTech,8000TT-PA,8000TT-PA,Wizard Compact Finishing Box Handle for Power Assist,,Wizard Compact Finishing Box Handle,tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,27,35,8000TT-PA,8000TT - Wizard® Compact Finishing Box Handle 8000TT-PA - Wizard® Compact Finishing Box Handle for Power Assist®,pdf_text,sku_found_in_pdf_text,,,
TapeTech,CAA-TT,CAA-TT,Corner Applicator Adapter,,Support Handles,accessory,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,28,36,CAA-TT,Corner Applicator Adapter (CAA-TT) securely positioning the handle,pdf_text,sku_found_in_pdf_text,,,
TapeTech,CFA-TT,CFA-TT,Corner Finisher Adapter,,Support Handles,accessory,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,28,36,CFA-TT,CAA-TT - Corner Applicator Adapter NSA-TT - Nail Spotter Adapter CFA-TT - Corner Finisher Adapter,pdf_text,sku_found_in_pdf_text,,,
TapeTech,FHTT,FHTT,Fiberglass Handle,,Support Handles,accessory,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,28,36,FHTT,FHTT - Fiberglass Handle,pdf_text,sku_found_in_pdf_text,,,
TapeTech,FHTT-CC,FHTT-CC,Closet Crusher Fiberglass Handle,,Support Handles,accessory,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,28,36,FHTT-CC,FHTT-CC - Closet Crusher Fiberglass Handle,pdf_text,sku_found_in_pdf_text,,,
TapeTech,NSA-TT,NSA-TT,Nail Spotter Adapter,,Support Handles,accessory,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,28,36,NSA-TT,CAA-TT - Corner Applicator Adapter NSA-TT - Nail Spotter Adapter CFA-TT - Corner Finisher Adapter,pdf_text,sku_found_in_pdf_text,,,
TapeTech,XHTT,XHTT,Extension Handle,,Support Handles,accessory,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,28,36,XHTT,XHTT - Extension Handle,pdf_text,sku_found_in_pdf_text,,,
TapeTech,CK06CSTT,CK06CSTT,"6"" Carbon Steel Clipped Joint Knife",,Premium Taping Knives / Specialty Knives,knife,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,29,37,CK06CSTT,VIN8025 VIN4030 VIN8060 VIN11075 VEX8025 VEX4030 VEX8060 VEX11075 CTADJUST-IN CK06CSTT PK35CSTT,pdf_visual_table,sku_found_in_pdf_text,,,
TapeTech,CTADJUST-IN,CTADJUST-IN,"3 3/4"" Adjustable Inside Corner Trowel",,Premium Taping Knives / Inside and Outside Corner Trowels,trowel,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,29,37,CTADJUST-IN,VIN8025 VIN4030 VIN8060 VIN11075 VEX8025 VEX4030 VEX8060 VEX11075 CTADJUST-IN CK06CSTT PK35CSTT,pdf_visual_table,sku_found_in_pdf_text,,,
TapeTech,JK01SSTT,JK01SSTT,"1"" Stainless Steel Jointing Knife",,Premium Taping Knives / Jointing Knives,knife,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,29,37,JK01SSTT,JK06SSTT JK05SSTT JK04SSTT JK03SSTT JK02SSTT JK125SSTT JK01SSTT JK34SSTT JK06CSTT JK06CSTT JK04CSTT,pdf_visual_table,sku_found_in_pdf_text,,,
TapeTech,JK02SSTT,JK02SSTT,"2"" Stainless Steel Jointing Knife",,Premium Taping Knives / Jointing Knives,knife,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,29,37,JK02SSTT,JK06SSTT JK05SSTT JK04SSTT JK03SSTT JK02SSTT JK125SSTT JK01SSTT JK34SSTT JK06CSTT JK06CSTT JK04CSTT,pdf_visual_table,sku_found_in_pdf_text,,,
TapeTech,JK03SSTT,JK03SSTT,"3"" Stainless Steel Jointing Knife",,Premium Taping Knives / Jointing Knives,knife,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,29,37,JK03SSTT,JK06SSTT JK05SSTT JK04SSTT JK03SSTT JK02SSTT JK125SSTT JK01SSTT JK34SSTT JK06CSTT JK06CSTT JK04CSTT,pdf_visual_table,sku_found_in_pdf_text,,,
TapeTech,JK04CSTT,JK04CSTT,"4"" Carbon Steel Jointing Knife",,Premium Taping Knives / Jointing Knives,knife,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,29,37,JK04CSTT,JK06SSTT JK05SSTT JK04SSTT JK03SSTT JK02SSTT JK125SSTT JK01SSTT JK34SSTT JK06CSTT JK06CSTT JK04CSTT,pdf_visual_table,sku_found_in_pdf_text,,,Official PDF page 37 displays JK06CSTT under both 6 inch and 5 inch carbon steel jointing knife positions.
TapeTech,JK04SSTT,JK04SSTT,"4"" Stainless Steel Jointing Knife",,Premium Taping Knives / Jointing Knives,knife,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,29,37,JK04SSTT,JK06SSTT JK05SSTT JK04SSTT JK03SSTT JK02SSTT JK125SSTT JK01SSTT JK34SSTT JK06CSTT JK06CSTT JK04CSTT,pdf_visual_table,sku_found_in_pdf_text,,,
TapeTech,JK05SSTT,JK05SSTT,"5"" Stainless Steel Jointing Knife",,Premium Taping Knives / Jointing Knives,knife,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,29,37,JK05SSTT,JK06SSTT JK05SSTT JK04SSTT JK03SSTT JK02SSTT JK125SSTT JK01SSTT JK34SSTT JK06CSTT JK06CSTT JK04CSTT,pdf_visual_table,sku_found_in_pdf_text,,,
TapeTech,JK06CSTT,JK06CSTT,"6"" Carbon Steel Jointing Knife","5"" Carbon Steel Jointing Knife",Premium Taping Knives / Jointing Knives,knife,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,29,37,JK06CSTT,JK06SSTT JK05SSTT JK04SSTT JK03SSTT JK02SSTT JK125SSTT JK01SSTT JK34SSTT JK06CSTT JK06CSTT JK04CSTT,pdf_visual_table,sku_found_in_pdf_text,,,Official PDF page 37 displays JK06CSTT under both 6 inch and 5 inch carbon steel jointing knife positions.
TapeTech,JK06SSTT,JK06SSTT,"6"" Stainless Steel Jointing Knife",,Premium Taping Knives / Jointing Knives,knife,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,29,37,JK06SSTT,JK06SSTT JK05SSTT JK04SSTT JK03SSTT JK02SSTT JK125SSTT JK01SSTT JK34SSTT JK06CSTT JK06CSTT JK04CSTT,pdf_visual_table,sku_found_in_pdf_text,,,
TapeTech,JK125SSTT,JK125SSTT,"1 1/4"" Stainless Steel Jointing Knife",,Premium Taping Knives / Jointing Knives,knife,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,29,37,JK125SSTT,JK06SSTT JK05SSTT JK04SSTT JK03SSTT JK02SSTT JK125SSTT JK01SSTT JK34SSTT JK06CSTT JK06CSTT JK04CSTT,pdf_visual_table,sku_found_in_pdf_text,,,
TapeTech,JK34SSTT,JK34SSTT,"3/4"" Stainless Steel Jointing Knife",,Premium Taping Knives / Jointing Knives,knife,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,29,37,JK34SSTT,JK06SSTT JK05SSTT JK04SSTT JK03SSTT JK02SSTT JK125SSTT JK01SSTT JK34SSTT JK06CSTT JK06CSTT JK04CSTT,pdf_visual_table,sku_found_in_pdf_text,,,
TapeTech,PK35CSTT,PK35CSTT,"3 1/2"" Carbon Steel Pointed Knife",,Premium Taping Knives / Specialty Knives,knife,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,29,37,PK35CSTT,VIN8025 VIN4030 VIN8060 VIN11075 VEX8025 VEX4030 VEX8060 VEX11075 CTADJUST-IN CK06CSTT PK35CSTT,pdf_visual_table,sku_found_in_pdf_text,,,
TapeTech,TK08BSTT,TK08BSTT,"8"" Blue Steel Taping Knife",,Premium Taping Knives,knife,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,29,37,TK08BSTT,TK14SSTT TK12SSTT TK10SSTT TK08SSTT TK14BSTT TK12BSTT TK10BSTT TK08BSTT TKOS16BSTT TKOS14BSTT TKOS12BSTT TKOS10BSTT TKOS08BSTT,pdf_visual_table,sku_found_in_pdf_text,,,
TapeTech,TK08SSTT,TK08SSTT,"8"" Stainless Steel Taping Knife",,Premium Taping Knives,knife,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,29,37,TK08SSTT,TK14SSTT TK12SSTT TK10SSTT TK08SSTT TK14BSTT TK12BSTT TK10BSTT TK08BSTT TKOS16BSTT TKOS14BSTT TKOS12BSTT TKOS10BSTT TKOS08BSTT,pdf_visual_table,sku_found_in_pdf_text,,,
TapeTech,TK10BSTT,TK10BSTT,"10"" Blue Steel Taping Knife",,Premium Taping Knives,knife,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,29,37,TK10BSTT,TK14SSTT TK12SSTT TK10SSTT TK08SSTT TK14BSTT TK12BSTT TK10BSTT TK08BSTT TKOS16BSTT TKOS14BSTT TKOS12BSTT TKOS10BSTT TKOS08BSTT,pdf_visual_table,sku_found_in_pdf_text,,,
TapeTech,TK10SSTT,TK10SSTT,"10"" Stainless Steel Taping Knife",,Premium Taping Knives,knife,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,29,37,TK10SSTT,TK14SSTT TK12SSTT TK10SSTT TK08SSTT TK14BSTT TK12BSTT TK10BSTT TK08BSTT TKOS16BSTT TKOS14BSTT TKOS12BSTT TKOS10BSTT TKOS08BSTT,pdf_visual_table,sku_found_in_pdf_text,,,
TapeTech,TK12BSTT,TK12BSTT,"12"" Blue Steel Taping Knife",,Premium Taping Knives,knife,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,29,37,TK12BSTT,TK14SSTT TK12SSTT TK10SSTT TK08SSTT TK14BSTT TK12BSTT TK10BSTT TK08BSTT TKOS16BSTT TKOS14BSTT TKOS12BSTT TKOS10BSTT TKOS08BSTT,pdf_visual_table,sku_found_in_pdf_text,,,
TapeTech,TK12SSTT,TK12SSTT,"12"" Stainless Steel Taping Knife",,Premium Taping Knives,knife,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,29,37,TK12SSTT,TK14SSTT TK12SSTT TK10SSTT TK08SSTT TK14BSTT TK12BSTT TK10BSTT TK08BSTT TKOS16BSTT TKOS14BSTT TKOS12BSTT TKOS10BSTT TKOS08BSTT,pdf_visual_table,sku_found_in_pdf_text,,,
TapeTech,TK14BSTT,TK14BSTT,"14"" Blue Steel Taping Knife",,Premium Taping Knives,knife,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,29,37,TK14BSTT,TK14SSTT TK12SSTT TK10SSTT TK08SSTT TK14BSTT TK12BSTT TK10BSTT TK08BSTT TKOS16BSTT TKOS14BSTT TKOS12BSTT TKOS10BSTT TKOS08BSTT,pdf_visual_table,sku_found_in_pdf_text,,,
TapeTech,TK14SSTT,TK14SSTT,"14"" Stainless Steel Taping Knife",,Premium Taping Knives,knife,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,29,37,TK14SSTT,TK14SSTT TK12SSTT TK10SSTT TK08SSTT TK14BSTT TK12BSTT TK10BSTT TK08BSTT TKOS16BSTT TKOS14BSTT TKOS12BSTT TKOS10BSTT TKOS08BSTT,pdf_visual_table,sku_found_in_pdf_text,,,
TapeTech,TKOS08BSTT,TKOS08BSTT,"8"" Blue Steel Offset Taping Knife",,Premium Taping Knives,knife,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,29,37,TKOS08BSTT,TK14SSTT TK12SSTT TK10SSTT TK08SSTT TK14BSTT TK12BSTT TK10BSTT TK08BSTT TKOS16BSTT TKOS14BSTT TKOS12BSTT TKOS10BSTT TKOS08BSTT,pdf_visual_table,sku_found_in_pdf_text,,,
TapeTech,TKOS10BSTT,TKOS10BSTT,"10"" Blue Steel Offset Taping Knife",,Premium Taping Knives,knife,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,29,37,TKOS10BSTT,TK14SSTT TK12SSTT TK10SSTT TK08SSTT TK14BSTT TK12BSTT TK10BSTT TK08BSTT TKOS16BSTT TKOS14BSTT TKOS12BSTT TKOS10BSTT TKOS08BSTT,pdf_visual_table,sku_found_in_pdf_text,,,
TapeTech,TKOS12BSTT,TKOS12BSTT,"12"" Blue Steel Offset Taping Knife",,Premium Taping Knives,knife,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,29,37,TKOS12BSTT,TK14SSTT TK12SSTT TK10SSTT TK08SSTT TK14BSTT TK12BSTT TK10BSTT TK08BSTT TKOS16BSTT TKOS14BSTT TKOS12BSTT TKOS10BSTT TKOS08BSTT,pdf_visual_table,sku_found_in_pdf_text,,,
TapeTech,TKOS14BSTT,TKOS14BSTT,"14"" Blue Steel Offset Taping Knife",,Premium Taping Knives,knife,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,29,37,TKOS14BSTT,TK14SSTT TK12SSTT TK10SSTT TK08SSTT TK14BSTT TK12BSTT TK10BSTT TK08BSTT TKOS16BSTT TKOS14BSTT TKOS12BSTT TKOS10BSTT TKOS08BSTT,pdf_visual_table,sku_found_in_pdf_text,,,
TapeTech,TKOS16BSTT,TKOS16BSTT,"16"" Blue Steel Offset Taping Knife",,Premium Taping Knives,knife,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,29,37,TKOS16BSTT,TK14SSTT TK12SSTT TK10SSTT TK08SSTT TK14BSTT TK12BSTT TK10BSTT TK08BSTT TKOS16BSTT TKOS14BSTT TKOS12BSTT TKOS10BSTT TKOS08BSTT,pdf_visual_table,sku_found_in_pdf_text,,,
TapeTech,VEX11075,VEX11075,"3"" Stainless Steel Outside Corner Trowel",,Premium Taping Knives / Inside and Outside Corner Trowels,trowel,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,29,37,VEX11075,VIN8025 VIN4030 VIN8060 VIN11075 VEX8025 VEX4030 VEX8060 VEX11075 CTADJUST-IN CK06CSTT PK35CSTT,pdf_visual_table,sku_found_in_pdf_text,,,
TapeTech,VEX4030,VEX4030,"1 3/16"" Stainless Steel Outside Corner Trowel",,Premium Taping Knives / Inside and Outside Corner Trowels,trowel,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,29,37,VEX4030,VIN8025 VIN4030 VIN8060 VIN11075 VEX8025 VEX4030 VEX8060 VEX11075 CTADJUST-IN CK06CSTT PK35CSTT,pdf_visual_table,sku_found_in_pdf_text,,,
TapeTech,VEX8025,VEX8025,"1"" Stainless Steel Outside Corner Trowel",,Premium Taping Knives / Inside and Outside Corner Trowels,trowel,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,29,37,VEX8025,VIN8025 VIN4030 VIN8060 VIN11075 VEX8025 VEX4030 VEX8060 VEX11075 CTADJUST-IN CK06CSTT PK35CSTT,pdf_visual_table,sku_found_in_pdf_text,,,
TapeTech,VEX8060,VEX8060,"2 3/8"" Stainless Steel Outside Corner Trowel",,Premium Taping Knives / Inside and Outside Corner Trowels,trowel,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,29,37,VEX8060,VIN8025 VIN4030 VIN8060 VIN11075 VEX8025 VEX4030 VEX8060 VEX11075 CTADJUST-IN CK06CSTT PK35CSTT,pdf_visual_table,sku_found_in_pdf_text,,,
TapeTech,VIN11075,VIN11075,"3"" Stainless Steel Inside Corner Trowel",,Premium Taping Knives / Inside and Outside Corner Trowels,trowel,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,29,37,VIN11075,VIN8025 VIN4030 VIN8060 VIN11075 VEX8025 VEX4030 VEX8060 VEX11075 CTADJUST-IN CK06CSTT PK35CSTT,pdf_visual_table,sku_found_in_pdf_text,,,
TapeTech,VIN4030,VIN4030,"1 3/16"" Stainless Steel Inside Corner Trowel",,Premium Taping Knives / Inside and Outside Corner Trowels,trowel,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,29,37,VIN4030,VIN8025 VIN4030 VIN8060 VIN11075 VEX8025 VEX4030 VEX8060 VEX11075 CTADJUST-IN CK06CSTT PK35CSTT,pdf_visual_table,sku_found_in_pdf_text,,,
TapeTech,VIN8025,VIN8025,"1"" Stainless Steel Inside Corner Trowel",,Premium Taping Knives / Inside and Outside Corner Trowels,trowel,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,29,37,VIN8025,VIN8025 VIN4030 VIN8060 VIN11075 VEX8025 VEX4030 VEX8060 VEX11075 CTADJUST-IN CK06CSTT PK35CSTT,pdf_visual_table,sku_found_in_pdf_text,,,
TapeTech,VIN8060,VIN8060,"2 3/8"" Stainless Steel Inside Corner Trowel",,Premium Taping Knives / Inside and Outside Corner Trowels,trowel,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,29,37,VIN8060,VIN8025 VIN4030 VIN8060 VIN11075 VEX8025 VEX4030 VEX8060 VEX11075 CTADJUST-IN CK06CSTT PK35CSTT,pdf_visual_table,sku_found_in_pdf_text,,,
TapeTech,TG110565-GS,TG110565-GS,Premium Gold Trowel,,Drywall Trowels / Premium Gold Trowels,trowel,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,31,39,TG110565-GS,TG110565-GS | TG120565-GS | TG140565-GS - Premium Gold Trowels,pdf_visual_table,sku_found_in_pdf_text,,,Official PDF page 39 displays TG14054-PS twice in the MIDFLEXX row.
TapeTech,TG120565-GS,TG120565-GS,Premium Gold Trowel,,Drywall Trowels / Premium Gold Trowels,trowel,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,31,39,TG120565-GS,TG110565-GS | TG120565-GS | TG140565-GS - Premium Gold Trowels,pdf_visual_table,sku_found_in_pdf_text,,,Official PDF page 39 displays TG14054-PS twice in the MIDFLEXX row.
TapeTech,TG14054-PS,TG14054-PS,Premium Gold Trowel,,Drywall Trowels / Premium Gold Trowels,trowel,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,31,39,TG14054-PS,TTGG1142005544--PPSS -- PPrreemmiiuumm GGoolldd TTrroowweell TG14054-PS - Premium Gold Trowel,pdf_visual_table,sku_found_in_pdf_text,,,Official PDF page 39 displays TG14054-PS twice in the MIDFLEXX row.
TapeTech,TG140565-GS,TG140565-GS,Premium Gold Trowel,,Drywall Trowels / Premium Gold Trowels,trowel,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,31,39,TG140565-GS,TG110565-GS | TG120565-GS | TG140565-GS - Premium Gold Trowels,pdf_visual_table,sku_found_in_pdf_text,,,Official PDF page 39 displays TG14054-PS twice in the MIDFLEXX row.
TapeTech,TG16054-PS,TG16054-PS,Premium Gold Trowel,,Drywall Trowels / Premium Gold Trowels,trowel,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,31,39,TG16054-PS,TG16054-PS - Premium Gold Trowel,pdf_visual_table,sku_verified_from_rendered_pdf_or_garbled_text,,,Official PDF page 39 displays TG14054-PS twice in the MIDFLEXX row.
TapeTech,TG160565-GS,TG160565-GS,Premium Gold Trowel,,Drywall Trowels / Premium Gold Trowels,trowel,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,31,39,TG160565-GS,TG160565-GS - Premium Gold Trowel TG180565-GS - Premium Gold Trowel,pdf_visual_table,sku_found_in_pdf_text,,,Official PDF page 39 displays TG14054-PS twice in the MIDFLEXX row.
