Type,SKU,Parent SKU,Slug,Name,Published,Visibility in catalog,Short description,Description,Regular price,Tax status,In stock?,Stock,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Categories,Tags,Brands,Images,Parent,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 used for variations,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 used for variations,meta:search_keywords,meta:seo_title,meta:seo_description,meta:seo_canonical,meta:seo_robots,meta:seo_focus_keyword,meta:seo_secondary_keywords,meta:schema_brand,meta:schema_mpn,meta:schema_condition
variation,PTS,COL-TOOL-SETS,columbia-tool-set-predator-tactical-set-pts,Columbia Tool Set - Predator Tactical Set,1,visible,Official Columbia finishing tool sets configured from the Columbia Product Catalogue.,<p>Columbia Tool Set - Predator Tactical Set is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Set Type: Predator Tactical Set</li><li>Official Columbia Product Catalogue item</li><li>Tools-only catalog entry; maintenance and replacement parts excluded</li><li>Production-format WooCommerce import row</li></ul><p><em>Catalog source page: 4.</em></p>,5861.0,taxable,1,,0,0,85.0,,,,Drywall Finishing Tools > Columbia > Tool Sets,"Columbia, Official Columbia Catalog, Tools Only, Variation, Tool Sets",Columbia,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-predator-tactical-set-PTS-01.webp,COL-TOOL-SETS,2,Set Type,Predator Tactical Set,,1.0,1.0,,,,,,"Columbia Tool Set - Predator Tactical Set, PTS, Columbia tools, Tool Sets, drywall finishing tools",Columbia Tool Set - Predator Tactical Set | Columbia Drywall Tools,"Shop Columbia Tool Set - Predator Tactical Set, an official Columbia tool sets product for professional drywall finishing.",,"index,follow",Columbia Tool Set - Predator Tactical Set,"Columbia Tool Sets, drywall finishing tools, PTS",Columbia,PTS,NewCondition
variation,SACS,COL-TOOL-SETS,columbia-tool-set-commando-set-sacs,Columbia Tool Set - Commando Set,1,visible,Official Columbia finishing tool sets configured from the Columbia Product Catalogue.,<p>Columbia Tool Set - Commando Set is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Set Type: Commando Set</li><li>Official Columbia Product Catalogue item</li><li>Tools-only catalog entry; maintenance and replacement parts excluded</li><li>Production-format WooCommerce import row</li></ul><p><em>Catalog source page: 4.</em></p>,919.0,taxable,0,,0,0,21.0,,,,Drywall Finishing Tools > Columbia > Tool Sets,"Columbia, Official Columbia Catalog, Tools Only, Variation, Tool Sets",Columbia,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-commando-set-SACS-01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-commando-set-SACS-02.webp",COL-TOOL-SETS,3,Set Type,Commando Set,,1.0,1.0,,,,,,"Columbia Tool Set - Commando Set, SACS, Columbia tools, Tool Sets, drywall finishing tools",Columbia Tool Set - Commando Set | Columbia Drywall Tools,"Shop Columbia Tool Set - Commando Set, an official Columbia tool sets product for professional drywall finishing.",,"index,follow",Columbia Tool Set - Commando Set,"Columbia Tool Sets, drywall finishing tools, SACS",Columbia,SACS,NewCondition
variation,TWS,COL-TOOL-SETS,columbia-tool-set-warrior-set-tws,Columbia Tool Set - Warrior Set,1,visible,Official Columbia finishing tool sets configured from the Columbia Product Catalogue.,<p>Columbia Tool Set - Warrior Set is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Set Type: Warrior Set</li><li>Official Columbia Product Catalogue item</li><li>Tools-only catalog entry; maintenance and replacement parts excluded</li><li>Production-format WooCommerce import row</li></ul><p><em>Catalog source page: 4.</em></p>,663.0,taxable,1,,0,0,22.0,,,,Drywall Finishing Tools > Columbia > Tool Sets,"Columbia, Official Columbia Catalog, Tools Only, Variation, Tool Sets",Columbia,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-tomahawk-warrior-set-TWS-01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-tomahawk-warrior-set-TWS-02.webp",COL-TOOL-SETS,4,Set Type,Warrior Set,,1.0,1.0,,,,,,"Columbia Tool Set - Warrior Set, TWS, Columbia tools, Tool Sets, drywall finishing tools",Columbia Tool Set - Warrior Set | Columbia Drywall Tools,"Shop Columbia Tool Set - Warrior Set, an official Columbia tool sets product for professional drywall finishing.",,"index,follow",Columbia Tool Set - Warrior Set,"Columbia Tool Sets, drywall finishing tools, TWS",Columbia,TWS,NewCondition
variable,COL-AUTOMATIC-TAPER,,columbia-automatic-taper,Columbia Automatic Taper,1,visible,Official Columbia automatic tapers for professional drywall tape application.,<p>Columbia Automatic Taper is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Official Columbia catalogue item</li><li>Built for professional drywall finishing workflows</li><li>Configured for accurate WooCommerce import and toolset filtering</li></ul><p><em>Catalog source page: official Columbia Product Catalogue.</em></p>,,taxable,1,,0,0,,,,,Drywall Finishing Tools > Columbia > Automatic Taping Tools,"Columbia, Official Columbia Catalog, Tools Only, Variable Product, Automatic Tapers",Columbia,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-automatic-taper-TAPER-01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-automatic-taper-TAPER-02.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-automatic-taper-TAPER-03.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-automatic-taper-TAPER-04.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-automatic-taper-TAPER-05.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-automatic-taper-TAPER-06.webp",,0,Model,"Standard 53"" | Predator Carbon Fiber 53"" | Sawed Off 39"" | Predator Carbon Fiber Sawed Off 39""",1.0,1.0,1.0,,,,,,"Columbia Automatic Taper, COL-AUTOMATIC-TAPER, Columbia tools, Automatic Tapers, drywall finishing tools",Columbia Automatic Taper | Columbia Drywall Tools,"Shop Columbia Automatic Taper, an official Columbia automatic tapers product for professional drywall finishing.",,"index,follow",Columbia Automatic Taper,"Columbia Automatic Tapers, drywall finishing tools, COL-AUTOMATIC-TAPER",Columbia,COL-AUTOMATIC-TAPER,NewCondition
variation,TAPER,COL-AUTOMATIC-TAPER,columbia-automatic-taper-standard-53-taper,"Columbia Automatic Taper - Standard 53""",1,visible,Official Columbia automatic tapers for professional drywall tape application.,<p>Columbia Automatic Taper - Standard 53&quot; is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Model: Standard 53&quot;</li><li>Official Columbia catalogue item</li><li>Built for professional drywall finishing workflows</li><li>Configured for accurate WooCommerce import and toolset filtering</li></ul><p><em>Catalog source page: 6.</em></p>,1683.0,taxable,1,,0,0,0.15,,,,Drywall Finishing Tools > Columbia > Automatic Taping Tools,"Columbia, Official Columbia Catalog, Tools Only, Variation, Automatic Tapers",Columbia,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-automatic-taper-TAPER-01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-automatic-taper-TAPER-02.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-automatic-taper-TAPER-03.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-automatic-taper-TAPER-04.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-automatic-taper-TAPER-05.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-automatic-taper-TAPER-06.webp",COL-AUTOMATIC-TAPER,1,Model,"Standard 53""",,1.0,1.0,,,,,,"Columbia Automatic Taper - Standard 53"", TAPER, Columbia tools, Automatic Tapers, drywall finishing tools","Columbia Automatic Taper - Standard 53"" | Columbia Drywall Tools","Shop Columbia Automatic Taper - Standard 53"", an official Columbia automatic tapers product for professional drywall finishing.",,"index,follow","Columbia Automatic Taper - Standard 53""","Columbia Automatic Tapers, drywall finishing tools, TAPER",Columbia,TAPER,NewCondition
variation,PTAPER,COL-AUTOMATIC-TAPER,columbia-automatic-taper-predator-carbon-fiber-53-ptaper,"Columbia Automatic Taper - Predator Carbon Fiber 53""",1,visible,Official Columbia automatic tapers for professional drywall tape application.,<p>Columbia Automatic Taper - Predator Carbon Fiber 53&quot; is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Model: Predator Carbon Fiber 53&quot;</li><li>Official Columbia catalogue item</li><li>Built for professional drywall finishing workflows</li><li>Configured for accurate WooCommerce import and toolset filtering</li></ul><p><em>Catalog source page: 6.</em></p>,,taxable,1,,0,0,,,,,Drywall Finishing Tools > Columbia > Automatic Taping Tools,"Columbia, Official Columbia Catalog, Tools Only, Variation, Automatic Tapers",Columbia,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-predator-carbon-fiber-automatic-taper-PTAPER-01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-predator-carbon-fiber-automatic-taper-PTAPER-02.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-predator-carbon-fiber-automatic-taper-PTAPER-03.webp",COL-AUTOMATIC-TAPER,2,Model,"Predator Carbon Fiber 53""",,1.0,1.0,,,,,,"Columbia Automatic Taper - Predator Carbon Fiber 53"", PTAPER, Columbia tools, Automatic Tapers, drywall finishing tools","Columbia Automatic Taper - Predator Carbon Fiber 53"" | Columbia Drywall Tools","Shop Columbia Automatic Taper - Predator Carbon Fiber 53"", an official Columbia automatic tapers product for professional drywall finishing.",,"index,follow","Columbia Automatic Taper - Predator Carbon Fiber 53""","Columbia Automatic Tapers, drywall finishing tools, PTAPER",Columbia,PTAPER,NewCondition
variation,STAPER,COL-AUTOMATIC-TAPER,columbia-automatic-taper-sawed-off-39-staper,"Columbia Automatic Taper - Sawed Off 39""",1,visible,Official Columbia automatic tapers for professional drywall tape application.,<p>Columbia Automatic Taper - Sawed Off 39&quot; is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Model: Sawed Off 39&quot;</li><li>Official Columbia catalogue item</li><li>Built for professional drywall finishing workflows</li><li>Configured for accurate WooCommerce import and toolset filtering</li></ul><p><em>Catalog source page: 6.</em></p>,1683.0,taxable,0,,0,0,5.2,,,,Drywall Finishing Tools > Columbia > Automatic Taping Tools,"Columbia, Official Columbia Catalog, Tools Only, Variation, Automatic Tapers",Columbia,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-sawed-off-automatic-taper-39-STAPER-01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-sawed-off-automatic-taper-39-STAPER-02.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-sawed-off-automatic-taper-39-STAPER-03.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-sawed-off-automatic-taper-39-STAPER-04.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-sawed-off-automatic-taper-39-STAPER-05.webp",COL-AUTOMATIC-TAPER,3,Model,"Sawed Off 39""",,1.0,1.0,,,,,,"Columbia Automatic Taper - Sawed Off 39"", STAPER, Columbia tools, Automatic Tapers, drywall finishing tools","Columbia Automatic Taper - Sawed Off 39"" | Columbia Drywall Tools","Shop Columbia Automatic Taper - Sawed Off 39"", an official Columbia automatic tapers product for professional drywall finishing.",,"index,follow","Columbia Automatic Taper - Sawed Off 39""","Columbia Automatic Tapers, drywall finishing tools, STAPER",Columbia,STAPER,NewCondition
variation,SPTAPER,COL-AUTOMATIC-TAPER,columbia-automatic-taper-predator-carbon-fiber-sawed-off-39-sptaper,"Columbia Automatic Taper - Predator Carbon Fiber Sawed Off 39""",1,visible,Official Columbia automatic tapers for professional drywall tape application.,<p>Columbia Automatic Taper - Predator Carbon Fiber Sawed Off 39&quot; is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Model: Predator Carbon Fiber Sawed Off 39&quot;</li><li>Official Columbia catalogue item</li><li>Built for professional drywall finishing workflows</li><li>Configured for accurate WooCommerce import and toolset filtering</li></ul><p><em>Catalog source page: 6.</em></p>,1896.0,taxable,0,,0,0,20.0,,,,Drywall Finishing Tools > Columbia > Automatic Taping Tools,"Columbia, Official Columbia Catalog, Tools Only, Variation, Automatic Tapers",Columbia,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-sawed-off-predator-automatic-taper-39-SPTAPER-01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-sawed-off-predator-automatic-taper-39-SPTAPER-02.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-sawed-off-predator-automatic-taper-39-SPTAPER-03.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-sawed-off-predator-automatic-taper-39-SPTAPER-04.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-sawed-off-predator-automatic-taper-39-SPTAPER-05.webp",COL-AUTOMATIC-TAPER,4,Model,"Predator Carbon Fiber Sawed Off 39""",,1.0,1.0,,,,,,"Columbia Automatic Taper - Predator Carbon Fiber Sawed Off 39"", SPTAPER, Columbia tools, Automatic Tapers, drywall finishing tools","Columbia Automatic Taper - Predator Carbon Fiber Sawed Off 39"" | Columbia Drywall Tools","Shop Columbia Automatic Taper - Predator Carbon Fiber Sawed Off 39"", an official Columbia automatic tapers product for professional drywall finishing.",,"index,follow","Columbia Automatic Taper - Predator Carbon Fiber Sawed Off 39""","Columbia Automatic Tapers, drywall finishing tools, SPTAPER",Columbia,SPTAPER,NewCondition
variable,COL-OUTSIDE-CORNER-ROLLER,,columbia-outside-corner-roller,Columbia Outside Corner Roller,1,visible,"Official Columbia outside corner rollers for standard, bullnose, euro, and wide bead profiles.",<p>Columbia Outside Corner Roller is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Official Columbia corner-finishing tool</li><li>Configured to avoid replacement-part leakage into tool selections</li><li>Mapped to the correct product family and variation attribute</li></ul><p><em>Catalog source page: official Columbia Product Catalogue.</em></p>,,taxable,1,,0,0,,,,,Drywall Finishing Tools > Columbia > Corner Tools,"Columbia, Official Columbia Catalog, Tools Only, Variable Product, Outside Corner Rollers",Columbia,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-outside-bead-corner-roller-COBCR-01.webp,,0,Profile,Standard | Bullnose | European | Wide,1.0,1.0,1.0,,,,,,"Columbia Outside Corner Roller, COL-OUTSIDE-CORNER-ROLLER, Columbia tools, Outside Corner Rollers, drywall finishing tools",Columbia Outside Corner Roller | Columbia Drywall Tools,"Shop Columbia Outside Corner Roller, an official Columbia outside corner rollers product for professional drywall finishing.",,"index,follow",Columbia Outside Corner Roller,"Columbia Outside Corner Rollers, drywall finishing tools, COL-OUTSIDE-CORNER-ROLLER",Columbia,COL-OUTSIDE-CORNER-ROLLER,NewCondition
variation,COBCR,COL-OUTSIDE-CORNER-ROLLER,columbia-outside-corner-roller-standard-cobcr,Columbia Outside Corner Roller - Standard,1,visible,"Official Columbia outside corner rollers for standard, bullnose, euro, and wide bead profiles.",<p>Columbia Outside Corner Roller - Standard is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Profile: Standard</li><li>Official Columbia corner-finishing tool</li><li>Configured to avoid replacement-part leakage into tool selections</li><li>Mapped to the correct product family and variation attribute</li></ul><p><em>Catalog source page: 9.</em></p>,60.0,taxable,1,,0,0,3.0,,,,Drywall Finishing Tools > Columbia > Corner Tools,"Columbia, Official Columbia Catalog, Tools Only, Variation, Outside Corner Rollers",Columbia,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-outside-bead-corner-roller-COBCR-01.webp,COL-OUTSIDE-CORNER-ROLLER,1,Profile,Standard,,1.0,1.0,,,,,,"Columbia Outside Corner Roller - Standard, COBCR, Columbia tools, Outside Corner Rollers, drywall finishing tools",Columbia Outside Corner Roller - Standard | Columbia Drywall Tools,"Shop Columbia Outside Corner Roller - Standard, an official Columbia outside corner rollers product for professional drywall finishing.",,"index,follow",Columbia Outside Corner Roller - Standard,"Columbia Outside Corner Rollers, drywall finishing tools, COBCR",Columbia,COBCR,NewCondition
variation,CBNCR,COL-OUTSIDE-CORNER-ROLLER,columbia-outside-corner-roller-bullnose-cbncr,Columbia Outside Corner Roller - Bullnose,1,visible,"Official Columbia outside corner rollers for standard, bullnose, euro, and wide bead profiles.",<p>Columbia Outside Corner Roller - Bullnose is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Profile: Bullnose</li><li>Official Columbia corner-finishing tool</li><li>Configured to avoid replacement-part leakage into tool selections</li><li>Mapped to the correct product family and variation attribute</li></ul><p><em>Catalog source page: 9.</em></p>,64.0,taxable,1,,0,0,3.0,,,,Drywall Finishing Tools > Columbia > Corner Tools,"Columbia, Official Columbia Catalog, Tools Only, Variation, Outside Corner Rollers",Columbia,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-outside-bead-bullnose-corner-roller-CBNCR-01.webp,COL-OUTSIDE-CORNER-ROLLER,2,Profile,Bullnose,,1.0,1.0,,,,,,"Columbia Outside Corner Roller - Bullnose, CBNCR, Columbia tools, Outside Corner Rollers, drywall finishing tools",Columbia Outside Corner Roller - Bullnose | Columbia Drywall Tools,"Shop Columbia Outside Corner Roller - Bullnose, an official Columbia outside corner rollers product for professional drywall finishing.",,"index,follow",Columbia Outside Corner Roller - Bullnose,"Columbia Outside Corner Rollers, drywall finishing tools, CBNCR",Columbia,CBNCR,NewCondition
variation,COBCRE,COL-OUTSIDE-CORNER-ROLLER,columbia-outside-corner-roller-european-cobcre,Columbia Outside Corner Roller - European,1,visible,"Official Columbia outside corner rollers for standard, bullnose, euro, and wide bead profiles.",<p>Columbia Outside Corner Roller - European is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Profile: European</li><li>Official Columbia corner-finishing tool</li><li>Configured to avoid replacement-part leakage into tool selections</li><li>Mapped to the correct product family and variation attribute</li></ul><p><em>Catalog source page: 9.</em></p>,,taxable,1,,0,0,,,,,Drywall Finishing Tools > Columbia > Corner Tools,"Columbia, Official Columbia Catalog, Tools Only, Variation, Outside Corner Rollers",Columbia,,COL-OUTSIDE-CORNER-ROLLER,3,Profile,European,,1.0,1.0,,,,,,"Columbia Outside Corner Roller - European, COBCRE, Columbia tools, Outside Corner Rollers, drywall finishing tools",Columbia Outside Corner Roller - European | Columbia Drywall Tools,"Shop Columbia Outside Corner Roller - European, an official Columbia outside corner rollers product for professional drywall finishing.",,"index,follow",Columbia Outside Corner Roller - European,"Columbia Outside Corner Rollers, drywall finishing tools, COBCRE",Columbia,COBCRE,NewCondition
variation,COBCRW,COL-OUTSIDE-CORNER-ROLLER,columbia-outside-corner-roller-wide-cobcrw,Columbia Outside Corner Roller - Wide,1,visible,"Official Columbia outside corner rollers for standard, bullnose, euro, and wide bead profiles.",<p>Columbia Outside Corner Roller - Wide is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Profile: Wide</li><li>Official Columbia corner-finishing tool</li><li>Configured to avoid replacement-part leakage into tool selections</li><li>Mapped to the correct product family and variation attribute</li></ul><p><em>Catalog source page: 9.</em></p>,,taxable,1,,0,0,,,,,Drywall Finishing Tools > Columbia > Corner Tools,"Columbia, Official Columbia Catalog, Tools Only, Variation, Outside Corner Rollers",Columbia,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-wide-outside-corner-roller-COBCRW-01.webp,COL-OUTSIDE-CORNER-ROLLER,4,Profile,Wide,,1.0,1.0,,,,,,"Columbia Outside Corner Roller - Wide, COBCRW, Columbia tools, Outside Corner Rollers, drywall finishing tools",Columbia Outside Corner Roller - Wide | Columbia Drywall Tools,"Shop Columbia Outside Corner Roller - Wide, an official Columbia outside corner rollers product for professional drywall finishing.",,"index,follow",Columbia Outside Corner Roller - Wide,"Columbia Outside Corner Rollers, drywall finishing tools, COBCRW",Columbia,COBCRW,NewCondition
variable,COL-ANGLE-HEAD,,columbia-angle-head,Columbia Angle Head,1,visible,Official Columbia angle heads for finishing internal 90-degree angle joints.,<p>Columbia Angle Head is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Official Columbia corner-finishing tool</li><li>Configured to avoid replacement-part leakage into tool selections</li><li>Mapped to the correct product family and variation attribute</li></ul><p><em>Catalog source page: official Columbia Product Catalogue.</em></p>,,taxable,1,,0,0,,,,,Drywall Finishing Tools > Columbia > Automatic Taping Tools,"Columbia, Official Columbia Catalog, Tools Only, Variable Product, Angle Heads",Columbia,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-angle-head-2-2AH-01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-angle-head-2-2AH-02.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-angle-head-2-2AH-03.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-angle-head-2-5-2-5AH-01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-angle-head-2-5-2-5AH-02.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-angle-head-2-5-2-5AH-03.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-angle-head-3-3AH-01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-angle-head-3-3AH-02.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-angle-head-3-3AH-03.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-angle-head-3-5-3-5AH-01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-angle-head-3-5-3-5AH-02.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-angle-head-3-5-3-5AH-03.webp",,0,Angle Head Size,"2"" | 2.5"" | 3"" | 3.5""",1.0,1.0,1.0,,,,,,"Columbia Angle Head, COL-ANGLE-HEAD, Columbia tools, Angle Heads, drywall finishing tools",Columbia Angle Head | Columbia Drywall Tools,"Shop Columbia Angle Head, an official Columbia angle heads product for professional drywall finishing.",,"index,follow",Columbia Angle Head,"Columbia Angle Heads, drywall finishing tools, COL-ANGLE-HEAD",Columbia,COL-ANGLE-HEAD,NewCondition
variation,2AH,COL-ANGLE-HEAD,columbia-angle-head-2-2ah,"Columbia Angle Head - 2""",1,visible,Official Columbia angle heads for finishing internal 90-degree angle joints.,<p>Columbia Angle Head - 2&quot; is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Angle Head Size: 2&quot;</li><li>Official Columbia corner-finishing tool</li><li>Configured to avoid replacement-part leakage into tool selections</li><li>Mapped to the correct product family and variation attribute</li></ul><p><em>Catalog source page: 10.</em></p>,358.0,taxable,1,,0,0,2.0,,,,Drywall Finishing Tools > Columbia > Automatic Taping Tools,"Columbia, Official Columbia Catalog, Tools Only, Variation, Angle Heads",Columbia,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-angle-head-2-2AH-01.webp,COL-ANGLE-HEAD,1,Angle Head Size,"2""",,1.0,1.0,,,,,,"Columbia Angle Head - 2"", 2AH, Columbia tools, Angle Heads, drywall finishing tools","Columbia Angle Head - 2"" | Columbia Drywall Tools","Shop Columbia Angle Head - 2"", an official Columbia angle heads product for professional drywall finishing.",,"index,follow","Columbia Angle Head - 2""","Columbia Angle Heads, drywall finishing tools, 2AH",Columbia,2AH,NewCondition
variation,2.5AH,COL-ANGLE-HEAD,columbia-angle-head-2-5-2-5ah,"Columbia Angle Head - 2.5""",1,visible,Official Columbia angle heads for finishing internal 90-degree angle joints.,<p>Columbia Angle Head - 2.5&quot; is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Angle Head Size: 2.5&quot;</li><li>Official Columbia corner-finishing tool</li><li>Configured to avoid replacement-part leakage into tool selections</li><li>Mapped to the correct product family and variation attribute</li></ul><p><em>Catalog source page: 10.</em></p>,,taxable,1,,0,0,,,,,Drywall Finishing Tools > Columbia > Automatic Taping Tools,"Columbia, Official Columbia Catalog, Tools Only, Variation, Angle Heads",Columbia,,COL-ANGLE-HEAD,2,Angle Head Size,"2.5""",,1.0,1.0,,,,,,"Columbia Angle Head - 2.5"", 2.5AH, Columbia tools, Angle Heads, drywall finishing tools","Columbia Angle Head - 2.5"" | Columbia Drywall Tools","Shop Columbia Angle Head - 2.5"", an official Columbia angle heads product for professional drywall finishing.",,"index,follow","Columbia Angle Head - 2.5""","Columbia Angle Heads, drywall finishing tools, 2.5AH",Columbia,2.5AH,NewCondition
variation,3AH,COL-ANGLE-HEAD,columbia-angle-head-3-3ah,"Columbia Angle Head - 3""",1,visible,Official Columbia angle heads for finishing internal 90-degree angle joints.,<p>Columbia Angle Head - 3&quot; is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Angle Head Size: 3&quot;</li><li>Official Columbia corner-finishing tool</li><li>Configured to avoid replacement-part leakage into tool selections</li><li>Mapped to the correct product family and variation attribute</li></ul><p><em>Catalog source page: 10.</em></p>,367.0,taxable,1,,0,0,2.0,,,,Drywall Finishing Tools > Columbia > Automatic Taping Tools,"Columbia, Official Columbia Catalog, Tools Only, Variation, Angle Heads",Columbia,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-angle-head-3-3AH-01.webp,COL-ANGLE-HEAD,3,Angle Head Size,"3""",,1.0,1.0,,,,,,"Columbia Angle Head - 3"", 3AH, Columbia tools, Angle Heads, drywall finishing tools","Columbia Angle Head - 3"" | Columbia Drywall Tools","Shop Columbia Angle Head - 3"", an official Columbia angle heads product for professional drywall finishing.",,"index,follow","Columbia Angle Head - 3""","Columbia Angle Heads, drywall finishing tools, 3AH",Columbia,3AH,NewCondition
variation,3.5AH,COL-ANGLE-HEAD,columbia-angle-head-3-5-3-5ah,"Columbia Angle Head - 3.5""",1,visible,Official Columbia angle heads for finishing internal 90-degree angle joints.,<p>Columbia Angle Head - 3.5&quot; is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Angle Head Size: 3.5&quot;</li><li>Official Columbia corner-finishing tool</li><li>Configured to avoid replacement-part leakage into tool selections</li><li>Mapped to the correct product family and variation attribute</li></ul><p><em>Catalog source page: 10.</em></p>,,taxable,1,,0,0,,,,,Drywall Finishing Tools > Columbia > Automatic Taping Tools,"Columbia, Official Columbia Catalog, Tools Only, Variation, Angle Heads",Columbia,,COL-ANGLE-HEAD,4,Angle Head Size,"3.5""",,1.0,1.0,,,,,,"Columbia Angle Head - 3.5"", 3.5AH, Columbia tools, Angle Heads, drywall finishing tools","Columbia Angle Head - 3.5"" | Columbia Drywall Tools","Shop Columbia Angle Head - 3.5"", an official Columbia angle heads product for professional drywall finishing.",,"index,follow","Columbia Angle Head - 3.5""","Columbia Angle Heads, drywall finishing tools, 3.5AH",Columbia,3.5AH,NewCondition
