manufacturer,part_number,product_name,description_text,features,image_urls
TapeTech,729071,TapeTech O Ring Flange,"TapeTech has been the number one selling brand of automatic taping and finishing tools for the drywall industry for over 30 years. TapeTech tools are known for quality design, engineering and performance. Replacement O ring flange",Replacement O ring flange,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT729071_M.jpg
TapeTech,800021F,TapeTech Pin,"TapeTech has been the number one selling brand of automatic taping and finishing tools for the drywall industry for over 30 years. TapeTech tools are known for quality design, engineering and performance. For maintenance and repair of the TapeTech EasyFinish Handle",For maintenance and repair of the TapeTech EasyFinish Handle,https://s3.amazonaws.com/capmatfiles/product/MD-800021F.jpg
TapeTech,PWWS12,TapeTech Premium Work Shirt - Large,TapeTech Premium Work Shirt - Large,,https://s3.amazonaws.com/tswfastcomfiles/product/TTTPWWS12_M.jpg
TapeTech,859016,"TapeTech Round Vinyl Black Cap, .315- ID, 2"" DP","TapeTech Round Vinyl Black Cap, .315- ID, 2"" DP",,https://s3.amazonaws.com/tswfastcomfiles/product/TTT859016_M.jpg
TapeTech,SSSAM,TapeTech Single Angle Sanding Sponge Medium- 24 per box,TapeTech Single Angle Sanding Sponge Medium- 24 per box,,https://s3.amazonaws.com/tswfastcomfiles/product/TTTSSSAM_M.jpg
TapeTech,650007,TapeTech Skid for NS03TT,TapeTech Skid for NS03TT,,https://s3.amazonaws.com/tswfastcomfiles/product/TTT650007_M.jpg
TapeTech,054245F,TapeTech Trigger Assembly for Taper,TapeTech Trigger Assembly for Taper Part # 054245F,,https://s3.amazonaws.com/tswfastcomfiles/product/TTT054245F_M.jpg
TapeTech,059061F,Valve Spring,TapeTech replacement Valve Spring,,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT059061F_M.jpg
TapeTech,059107,1/4 in x 6-32 TapeTech Stainless Steel Flat Head Screw,"TapeTech has been the number one selling brand of automatic taping and finishing tools for the drywall industry for over 30 years. TapeTech tools are known for quality design, engineering and performance.",,https://s3.amazonaws.com/capmatfiles/product/MD-TapeTech_SSFlatHeadScrew.jpg
TapeTech,250040F,"10"" Tie Rod",Replacement 10 inch tie rod for TapeTech 25TTX EasyClean Flat Box,,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT250040F_M.jpg
TapeTech,509008,"10-32 X 1/2"" Bind Head Screw +","10-32 X 1/2"" Bind Head Screw +",,https://s3.amazonaws.com/kodarisfiles2/images/product/product_image_blank_2.png
TapeTech,310096,"12"" SEAL","12"" SEAL",,https://s3.amazonaws.com/tswfastcomfiles/product/310096_M.jpg
TapeTech,300009,"12"" Shim","12"" Shim",,https://s3.amazonaws.com/tswfastcomfiles/product/TTT300009_M.jpg
TapeTech,340001,"15"" Stainless Steel Blade","15"" Stainless Steel Blade",,https://s3.amazonaws.com/tswfastcomfiles/product/TTT340001.jpg
TapeTech,630009,"2"" Nail Spotter Facing","2"" Nail Spotter Facing",,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT630009_M.jpg
TapeTech,CT24TT,"24"" Compound Tube - Semi-Automatic","TapeTech Compound Tubes supply joint compound to Corner Flushers for finishing inside corners. Also attaches to TapeTech Applicator Heads for applying corner bead to internal and external corners. Available in three sizes, the Compound Tubes disassemble for easy cleaning.",,https://s3.amazonaws.com/gmscom/master/media-common/product/TTTCT24TT_M.jpg
TapeTech,486001F,"3"" Easy Roll Head Casting","3"" Easy Roll Head Casting TapeTech part MPN: 486001F","3"" Easy Roll Head Casting | TapeTech partMPN: 486001F",https://s3.amazonaws.com/tswfastcomfiles/product/TTT486001F_M.jpg
TapeTech,681015,"3"" Wiper For EZ Clean Nailspotter",Replacement 3 Inch Wiper For TapeTech EasyClean Nailspotter Door Plate TapeTech- part # 680015 Mfr: TapeTech MPN: 680015,TapeTech- part # 680015 | Mfr: TapeTech | MPN: 680015,https://s3.amazonaws.com/tswfastcomfiles/product/TTT681015_M.jpg
TapeTech,804234,"34"" Connector Assembly","34"" CONNECTOR ASSEMBLY",,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT804242_M.jpg
TapeTech,CT36TT,"36"" Compound Tube - Semi-Automatic","TapeTech Compound Tubes supply joint compound to Corner Flushers for finishing inside corners. Also attaches to TapeTech Applicator Heads for applying corner bead to internal and external corners. Available in three sizes, the Compound Tubes disassemble for easy cleaning.",,https://s3.amazonaws.com/gmscom/master/media-common/product/TTTCT36TT_M.jpg
TapeTech,CF40TT,"4"" Corner Flusher - Semi-Automatic","TapeTech Corner Flushers make quick work of wiping or finishing inside corners. Direct flushers are used to apply joint compound to internal corners. Indirect flushers simply smooth compound that has been applied by another tool. TapeTech flushers work as both a direct and indirect flusher. That means you don’t have to decide which model to get, only which sizes fit your needs. The Corner Flushers fit all TapeTech corner tools (Compound Tubes, 88TTF and HF handles, 35TT and 50TT Corner Applicators and 14TT MudRunner®).",,https://s3.amazonaws.com/gmscom/master/media-common/product/TTTCF40TT_M.jpg
TapeTech,059005,4-40 Hex S.S. Nut,4-40 Hex S.S. Nut,,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT059005_M.jpg
